code_iris,nom_com,nom_iris,surface_m2,nb_arbres_alignement,nb_initiatives,ratio_parcs_pct,ratio_canopee_pct,score_parcs,score_rues,score_initiatives,IMVU_Global
751093309,Paris 9e Arrondissement,Saint-Georges 9,40602.99000006989,8,0,0.06064623890710157,0.08128063721287176,0.3,20.5,0.0,6.3
751124608,Paris 12e Arrondissement,Picpus 8,57527.10499970878,3,0,2.387100861109577,0.026559435829248315,10.8,6.7,0.0,7.4
751134902,Paris 13e Arrondissement,Salpêtrière 2,68172.26999990866,17,0,4.173854891005718,0.22996738284268756,18.9,58.1,0.0,26.9
751134903,Paris 13e Arrondissement,Salpêtrière 3,91271.55000063984,37,0,3.638403041432597,0.2935083278528745,16.4,74.1,0.0,30.4
751135103,Paris 13e Arrondissement,Maison Blanche 3,58992.3800001147,14,0,9.996621715426528,0.13724705233040535,45.2,34.7,0.0,33.0
751135109,Paris 13e Arrondissement,Maison Blanche 9,92964.75000043896,22,0,1.8303943871599833,0.12813920524162045,8.3,32.4,0.0,13.9
751135113,Paris 13e Arrondissement,Maison Blanche 13,51983.83499996388,15,0,0.41217134761845875,0.14695793929817386,1.9,37.1,0.0,12.1
751145616,Paris 14e Arrondissement,Plaisance 16,58485.05000027107,5,0,0.0,0.04354068414848792,0.0,11.0,0.0,3.3
751155813,Paris 15e Arrondissement,Necker 13,62889.470000109955,5,0,0.532855542525175,0.054157171020213814,2.4,13.7,0.0,5.3
751166208,Paris 16e Arrondissement,Muette 8,106378.26500039009,0,0,0.027066185128522255,0.0,0.1,0.0,0.0,0.0
751197305,Paris 19e Arrondissement,Villette 5,70393.04999971077,9,0,0.21159569284019616,0.0976729029584331,1.0,24.7,0.0,7.9
751197501,Paris 19e Arrondissement,Amérique 1,54174.55500032579,2,0,0.24576275678644383,0.024090101586357167,1.1,6.1,0.0,2.4
751197608,Paris 19e Arrondissement,Combat 8,64120.43000024273,7,0,0.3807196118329473,0.09978143802638213,1.7,25.2,0.0,8.4
751207705,Paris 20e Arrondissement,Belleville 5,44942.84500032485,5,0,0.6162496084850698,0.05666038919992536,2.8,14.3,0.0,5.7
751208023,Paris 20e Arrondissement,Charonne 23,80225.68000049681,7,1,6.764679551539708,0.058721675098184635,30.6,14.8,50.0,29.7
751062103,Paris 6e Arrondissement,Monnaie 3,70168.16500051873,3,0,0.03465988384713305,0.021774653130388975,0.2,5.5,0.0,1.8
751072604,Paris 7e Arrondissement,Invalides 4,159837.67000020185,18,0,1.199189314513808,0.06133688319185567,5.4,15.5,0.0,7.4
751072803,Paris 7e Arrondissement,Gros Caillou 3,46286.839999912,6,0,0.0,0.07839663935801434,0.0,19.8,0.0,5.9
751083001,Paris 8e Arrondissement,Faubourg du Roule 1,169451.80500054976,35,0,2.368114956577668,0.10876332895941525,10.7,27.5,0.0,13.6
751103910,Paris 10e Arrondissement,Porte Saint-Martin 10,80349.40000002255,1,1,1.7035102748382582,0.006338514262631981,7.7,1.6,50.0,14.3
751114208,Paris 11e Arrondissement,Saint-Ambroise 8,59308.87000002043,6,0,0.7435119989138269,0.0660139301264596,3.4,16.7,0.0,6.7
751124621,Paris 12e Arrondissement,Picpus 21,90555.67500030299,22,0,4.326950856845077,0.12373059991692341,19.6,31.3,0.0,19.2
751134907,Paris 13e Arrondissement,Salpêtrière 7,62216.10500030521,15,0,0.1759945910917638,0.13967219408503403,0.8,35.3,0.0,11.0
751135015,Paris 13e Arrondissement,Gare 15,230335.47499987046,60,0,2.3715521560791886,0.18868460718009022,10.7,47.7,0.0,19.7
751145306,Paris 14e Arrondissement,Montparnasse 6,63810.22500042039,20,0,2.07552823415919,0.13967474355540077,9.4,35.3,0.0,15.3
751145508,Paris 14e Arrondissement,Petit Montrouge 8,81833.10499979412,2,0,0.7892419107232519,0.009724361741638411,3.6,2.5,0.0,2.6
751155715,Paris 15e Arrondissement,Saint-Lambert 15,77508.4699997742,2,0,0.0,0.013141681622551672,0.0,3.3,0.0,1.0
751155917,Paris 15e Arrondissement,Grenelle 17,69946.3350004275,3,0,0.04090108198532123,0.02184370994810317,0.2,5.5,0.0,1.8
751176707,Paris 17e Arrondissement,Batignolles 7,41007.47499972524,18,0,0.03163262121675945,0.1962915395758854,0.1,49.6,0.0,14.9
751186904,Paris 18e Arrondissement,Grandes Carrières 4,183925.90500014875,6,1,7.439155237810081,0.01661416268340188,33.6,4.2,50.0,28.1
751187002,Paris 18e Arrondissement,Clignancourt 2,68151.4849997094,2,0,0.7184229116967207,0.014945993264746521,3.2,3.8,0.0,2.7
751010102,Paris 1er Arrondissement,Saint-Germain l'Auxerrois 2,61415.30500002146,1,0,3.8974768583462804,0.008292653075546677,17.6,2.1,0.0,9.4
751124677,Paris 12e Arrondissement,Bois de Vincennes 2,5418180.920013602,72,1,95.6145841774592,0.03355337111094642,100.0,8.5,50.0,62.6
751010101,Paris 1er Arrondissement,Saint-Germain l'Auxerrois 1,63640.34500012775,9,0,0.0,0.07202447379940169,0.0,18.2,0.0,5.5
751114201,Paris 11e Arrondissement,Saint-Ambroise 1,71825.29000037943,19,0,0.5539340411737639,0.14270152386525572,2.5,36.0,0.0,12.0
751155718,Paris 15e Arrondissement,Saint-Lambert 18,41949.6200003107,1,0,0.0,0.012140653905572755,0.0,3.1,0.0,0.9
751155909,Paris 15e Arrondissement,Grenelle 9,47736.220000006426,2,0,0.0,0.04801031963827436,0.0,12.1,0.0,3.6
751176615,Paris 17e Arrondissement,Plaine Monceau 15,62879.78999998201,13,0,0.27039119563743536,0.14226798533060964,1.2,35.9,0.0,11.4
751186919,Paris 18e Arrondissement,Grandes Carrières 19,68791.53000015682,5,0,0.027093555612098842,0.04923305513030182,0.1,12.4,0.0,3.8
751051706,Paris 5e Arrondissement,Saint-Victor 6,153043.80000040284,2,0,0.22169939907703734,0.00852743158069851,1.0,2.2,0.0,1.2
751072707,Paris 7e Arrondissement,École Militaire 7,242191.1050003217,44,0,0.9970633346291544,0.10795070616469214,4.5,27.3,0.0,10.4
751082903,Paris 8e Arrondissement,Champs Élysées 3,134802.38500145738,11,0,0.04540183986650312,0.046281627503362406,0.2,11.7,0.0,3.6
751134999,Paris 13e Arrondissement,Seine et Berges 1,120781.65999960319,7,0,0.0,0.044802067343189526,0.0,11.3,0.0,3.4
751020804,Paris 2e Arrondissement,Bonne Nouvelle 4,70622.11000050271,5,0,0.0,0.036057816588207274,0.0,9.1,0.0,2.7
751072701,Paris 7e Arrondissement,École Militaire 1,97641.57000080627,5,0,0.0,0.026079866284916334,0.0,6.6,0.0,2.0
751124510,Paris 12e Arrondissement,Bel-Air 10,140322.90000034828,14,1,3.9980677349906917,0.05081238664893054,18.1,12.8,50.0,22.9
751135017,Paris 13e Arrondissement,Gare 17,62874.540000070796,2,0,2.748230486005336,0.01620038310875886,12.4,4.1,0.0,7.4
751156019,Paris 15e Arrondissement,Javel 19,94984.0100000983,8,0,7.661215656610394,0.042895288829649374,34.6,10.8,0.0,20.5
751166219,Paris 16e Arrondissement,Muette 19,115479.26499965138,5,0,2.347575687572628,0.02213960234190896,10.6,5.6,0.0,7.0
751176701,Paris 17e Arrondissement,Batignolles 1,55631.12000021163,1,0,3.002545714507947,0.017943550355782347,13.6,4.5,0.0,8.2
751186926,Paris 18e Arrondissement,Grandes Carrières 26,174782.05999997846,35,3,6.657552544309612,0.1009954514108054,30.1,25.5,100.0,42.7
751124807,Paris 12e Arrondissement,Quinze-Vingts 7,91794.43000046376,22,0,3.3966314304123038,0.12206087007253952,15.3,30.8,0.0,16.9
751155806,Paris 15e Arrondissement,Necker 6,80753.80499996211,0,0,4.285428230757871,0.0,19.4,0.0,0.0,9.7
751155903,Paris 15e Arrondissement,Grenelle 3,76711.9550003636,7,1,4.304913473032524,0.04647346981629602,19.5,11.7,50.0,23.3
751166130,Paris 16e Arrondissement,Auteuil 30,46112.57500022519,8,0,0.663645016185074,0.088356951290025,3.0,22.3,0.0,8.2
751166301,Paris 16e Arrondissement,Porte Dauphine 1,104197.77500042618,11,0,0.2595955240603291,0.06585061827423598,1.2,16.6,0.0,5.6
751083103,Paris 8e Arrondissement,Madeleine 3,81138.8450004342,1,0,0.0,0.010607865224558767,0.0,2.7,0.0,0.8
751010301,Paris 1er Arrondissement,Palais Royal 1,197540.58999998134,3,0,0.020880947441690292,0.0077345494092244,0.1,2.0,0.0,0.6
751062102,Paris 6e Arrondissement,Monnaie 2,84829.3849998556,0,1,0.7484842104026354,0.0,3.4,0.0,50.0,11.7
751062303,Paris 6e Arrondissement,Notre-Dame des Champs 3,83218.51499996553,12,0,0.7953228260349108,0.07343978458076683,3.6,18.6,0.0,7.4
751114409,Paris 11e Arrondissement,Sainte-Marguerite 9,77560.70500008055,6,1,3.598566996614955,0.03365287959546491,16.3,8.5,50.0,20.7
751124503,Paris 12e Arrondissement,Bel-Air 3,68226.72500020693,10,1,13.085523846627476,0.07884647953554486,59.1,19.9,50.0,45.5
751156009,Paris 15e Arrondissement,Javel 9,26335.68000039015,12,0,0.0,0.25623677030539527,0.0,64.7,0.0,19.4
751166403,Paris 16e Arrondissement,Chaillot 3,149641.19500070516,10,0,2.178378306053381,0.034034466103512816,9.8,8.6,0.0,7.5
751186925,Paris 18e Arrondissement,Grandes Carrières 25,82637.64999974413,2,0,3.2921043917515185,0.015607796916063241,14.9,3.9,0.0,8.6
751187012,Paris 18e Arrondissement,Clignancourt 12,36289.160000083895,5,0,0.0,0.06750536204378359,0.0,17.1,0.0,5.1
751187108,Paris 18e Arrondissement,Goutte d'Or 8,41583.12000000265,5,0,0.0,0.05891123330982131,0.0,14.9,0.0,4.5
751207802,Paris 20e Arrondissement,Saint-Fargeau 2,122604.10000066186,9,0,0.1116886778642029,0.04725160030140686,0.5,11.9,0.0,3.8
751093407,Paris 9e Arrondissement,Chaussée d'Antin 7,71260.52499990832,3,0,0.07021057317398119,0.024585527731627543,0.3,6.2,0.0,2.0
751051809,Paris 5e Arrondissement,Jardin des Plantes,244913.6849999419,2,0,0.0,0.009617646142397513,0.0,2.4,0.0,0.7
751051902,Paris 5e Arrondissement,Val de Grâce 2,135863.6650002157,0,0,9.698435812164199,0.0,43.8,0.0,0.0,21.9
751052004,Paris 5e Arrondissement,Sorbonne 4,97700.34500058566,19,0,3.885274772589075,0.10490831260684513,17.6,26.5,0.0,16.8
751093303,Paris 9e Arrondissement,Saint-Georges 3,69301.57000027272,0,0,0.08866710767786007,0.0,0.4,0.0,0.0,0.2
751103706,Paris 10e Arrondissement,Saint-Vincent de Paul 6,68255.39999979183,29,0,0.6419063872137534,0.19402075886788178,2.9,49.0,0.0,16.2
751103909,Paris 10e Arrondissement,Porte Saint-Martin 9,39527.42000014208,2,0,0.0,0.025769241599488884,0.0,6.5,0.0,2.0
751114114,Paris 11e Arrondissement,Folie Méricourt 14,35657.9500002493,4,0,0.418803133035215,0.3651043973314792,1.9,92.2,0.0,28.6
751114313,Paris 11e Arrondissement,Roquette 13,51057.34000004845,0,0,0.0,0.0,0.0,0.0,0.0,0.0
751114318,Paris 11e Arrondissement,Roquette 18,41662.05000007084,2,0,3.7805517919127745,0.024448908197901888,17.1,6.2,0.0,10.4
751124705,Paris 12e Arrondissement,Bercy 5,271440.09000032436,10,0,0.32362669708673175,0.01876273390174077,1.5,4.7,0.0,2.2
751166106,Paris 16e Arrondissement,Auteuil 6,76960.67000029697,9,0,0.06227121032322509,0.061692683578496665,0.3,15.6,0.0,4.8
751176804,Paris 17e Arrondissement,Épinettes 4,46503.83000025932,8,0,0.42582678221047565,0.10483511179108801,1.9,26.5,0.0,8.9
751186915,Paris 18e Arrondissement,Grandes Carrières 15,35783.93000018425,2,0,0.0,0.046255718925986865,0.0,11.7,0.0,3.5
751207704,Paris 20e Arrondissement,Belleville 4,53747.18500024832,18,0,13.182995780115725,23.530699138561282,59.6,100.0,0.0,59.8
