iris_code,iris_name,iris_commune,arrondissement,iris_surface_m2,score_health,score_edu,score_sport,score_vibrance,score_noise,score_env,score_senior,score_actifs,score_jeune_adult,score_junior
751155707,Saint-Lambert 7,Paris 15e Arrondissement,15,85833.35499992204,0.13170630655968277,0.07398006287898762,0.3161538133997887,0.07713468326751412,1.0,0.15243995763706095,-12.35,5.11,16.62,9.57
751155708,Saint-Lambert 8,Paris 15e Arrondissement,15,85627.93000072113,0.06601113775943554,0.0,0.31691227967200236,0.1443301675409236,1.0,0.15280566749569605,-13.51,4.42,18.16,8.4
751155709,Saint-Lambert 9,Paris 15e Arrondissement,15,53265.800000077325,0.21223363146051313,0.0,0.0,0.4308929805970168,1.0,0.0,-9.68,2.86,18.21,3.77
751155999,Seine et Berges,Paris 15e Arrondissement,15,163340.43500020666,0.0,0.0,0.023733553351833057,0.0027022207337285904,1.0,0.24031587157249285,-20.38,-5.75,4.53,1.6
751156099,Seine et Berges,Paris 15e Arrondissement,15,279861.7000005929,0.0,0.0,0.06926008325863832,0.0,1.0,0.0,-22.71,-8.27,2.13,-3.81
751166101,Auteuil 1,Paris 16e Arrondissement,16,44477.27000036566,0.1270850725165109,0.0,0.0,0.029771290601480958,0.8375634517766495,0.0,-15.44,-5.24,2.12,-2.6
751166110,Auteuil 10,Paris 16e Arrondissement,16,62143.41500010157,0.0,0.10218229880025616,0.43667607420800447,0.07102633643694738,0.8375634517766495,0.0,-12.72,4.98,16.95,8.06
751166111,Auteuil 11,Paris 16e Arrondissement,16,56558.83500046112,0.0,0.5613585392942524,0.0,0.07803942745818705,0.8375634517766495,0.0,-15.03,-1.2,7.32,8.64
751166112,Auteuil 12,Paris 16e Arrondissement,16,108274.5350000817,0.10440861433075911,0.05864681847863772,0.17901942172211127,0.04891808513757802,0.8375634517766495,0.0,-13.32,-0.25,8.64,2.47
751166113,Auteuil 13,Paris 16e Arrondissement,16,109214.0800003561,0.0,0.4069960484940766,0.14198348522741336,0.04041437790002594,0.8375634517766495,0.0,-14.93,0.05,9.05,7.79
751166114,Auteuil 14,Paris 16e Arrondissement,16,49510.15500019917,0.22833283730621187,0.0,0.0,0.1158947054691384,0.8375634517766495,0.0,-10.95,-1.49,6.21,-0.17
751166115,Auteuil 15,Paris 16e Arrondissement,16,87668.01999976646,0.06447501703982779,0.07243185143254763,0.0,0.0855898476086797,0.8375634517766495,0.0,-15.87,-4.65,4.35,-0.85
751166116,Auteuil 16,Paris 16e Arrondissement,16,132298.76000051305,0.12817347078636987,0.0,0.0,0.020017507803342705,0.8375634517766495,0.19780129458483492,-13.26,-2.44,4.8,2.46
751166117,Auteuil 17,Paris 16e Arrondissement,16,56378.81500005804,0.10025746520793469,0.0,0.0,0.10177519395314652,0.8375634517766495,0.0,-14.96,-4.33,4.69,-1.75
751166118,Auteuil 18,Paris 16e Arrondissement,16,63256.45500013818,0.08935684244905216,0.10038433231825633,0.0,0.1814191083413365,0.8375634517766495,0.0,-13.29,-1.96,8.44,1.51
751166119,Auteuil 19,Paris 16e Arrondissement,16,40497.96000020221,0.13957239039459474,0.0,0.0,0.09808980973373511,0.8375634517766495,0.0,-13.87,-3.62,4.85,-1.39
751166102,Auteuil 2,Paris 16e Arrondissement,16,88669.01500030803,0.12749430188918348,0.1432283193849991,0.5683658048020749,0.05973431554807807,0.8375634517766495,0.0,-7.37,11.01,21.87,12.86
751166120,Auteuil 20,Paris 16e Arrondissement,16,86855.76500004099,0.06507797246769097,0.0,0.0,0.11688094546876351,0.8375634517766495,0.0,-15.73,-4.74,5.0,-1.88
751166121,Auteuil 21,Paris 16e Arrondissement,16,206241.04500033156,0.05481350313487617,0.0,0.16917020740098138,0.004280252847953676,0.8375634517766495,0.253769718826122,-13.04,0.84,9.7,6.48
751166122,Auteuil 22,Paris 16e Arrondissement,16,90939.73499999863,0.06215541625817351,0.06982598970635656,0.0,0.048535649473116706,0.8375634517766495,0.14388026312189192,-14.92,-3.31,5.1,2.27
751166123,Auteuil 23,Paris 16e Arrondissement,16,62866.68000011512,0.0,0.0,0.0,0.05616735734898008,0.8375634517766495,0.0,-18.72,-7.25,2.16,-3.52
751166124,Auteuil 24,Paris 16e Arrondissement,16,56990.345000160996,0.0,0.11142162764571369,0.0,0.038724270761350786,0.8375634517766495,0.0,-18.37,-6.49,2.35,-1.45
751166125,Auteuil 25,Paris 16e Arrondissement,16,73758.4750001865,0.07663386591599965,0.3443648746801038,0.0,0.047873214310647234,0.8375634517766495,0.0,-14.58,-2.44,5.08,4.4
751166126,Auteuil 26,Paris 16e Arrondissement,16,101760.35500045531,0.05554616120696134,0.0,0.30476693431910135,0.06506196496344241,0.8375634517766495,0.2571617011355038,-10.31,5.51,16.26,10.39
751166127,Auteuil 27,Paris 16e Arrondissement,16,86780.44500056171,0.1302689121563347,0.146345343123502,0.0,0.08137905448370515,0.8375634517766495,0.15077628375782393,-11.81,-0.42,7.58,5.3
751166128,Auteuil 28,Paris 16e Arrondissement,16,64257.91999951118,0.08796420866682121,0.0988198341940885,0.0,0.05495128508574984,0.8375634517766495,0.0,-15.57,-4.53,3.55,-0.53
751166129,Auteuil 29,Paris 16e Arrondissement,16,39311.03500033733,0.14378652414733933,0.0,0.19722955290064276,0.07859557426483751,0.8375634517766495,0.0,-11.77,1.0,10.2,2.5
751166103,Auteuil 3,Paris 16e Arrondissement,16,47226.88499994622,0.11968600265165366,0.0,0.49251382070955213,0.3925315045614579,0.8375634517766495,0.0,-3.47,14.18,31.17,13.42
751166130,Auteuil 30,Paris 16e Arrondissement,16,46112.57499997468,0.0,0.0,0.0,0.1818648447233084,0.8375634517766495,0.0,-16.5,-4.74,6.99,-1.54
751166131,Auteuil 31,Paris 16e Arrondissement,16,368703.6350011601,0.0,0.0,0.9567984120918452,0.003591355236671997,0.8375634517766495,0.17743835099420377,-6.3,18.28,32.31,20.46
751166104,Auteuil 4,Paris 16e Arrondissement,16,43227.7400003719,0.13075856112959586,0.0,0.0,0.09189555574707524,0.8375634517766495,0.30268602984848053,-10.68,0.62,9.2,6.38
751166105,Auteuil 5,Paris 16e Arrondissement,16,78819.08500041737,0.14342711751355586,0.0,0.0,0.08399905494553796,0.8375634517766495,0.16600589819033856,-12.05,-1.34,6.89,2.8
751166106,Auteuil 6,Paris 16e Arrondissement,16,76960.67000014243,0.07344526864595181,0.08250911796891772,0.0,0.12043840200939991,0.8375634517766495,0.0,-14.94,-3.67,5.83,0.0
751166107,Auteuil 7,Paris 16e Arrondissement,16,69952.24500021589,0.08080365516954403,0.18155119967884095,0.0,0.04416832327235679,0.8375634517766495,0.0,-15.48,-4.06,3.72,0.96
751166108,Auteuil 8,Paris 16e Arrondissement,16,121843.16500045106,0.0,0.364810771288618,0.572700821702589,0.047093038263231524,0.8375634517766495,0.10738750097296382,-8.73,12.14,23.89,18.9
751166109,Auteuil 9,Paris 16e Arrondissement,16,73131.0350000649,0.0,0.0,0.0,0.07242592589262503,0.8375634517766495,0.0,-18.43,-6.93,2.79,-3.26
751166177,Bois de Boulogne 1,Paris 16e Arrondissement,16,3494629.225009743,0.0,0.0,0.06101239283025853,0.0006315146496157616,0.8375634517766495,0.02620908402664352,-18.67,-6.44,2.3,-2.42
751166277,Bois de Boulogne 2,Paris 16e Arrondissement,16,3455808.9650077717,0.0,0.0,0.10095997987904624,0.001021773864430757,0.8375634517766495,0.01514485682805155,-18.32,-5.6,3.38,-1.87
751166377,Bois de Boulogne 3,Paris 16e Arrondissement,16,1849699.6300040022,0.0030558459285201216,0.0,0.10269548332041956,0.001193117798571573,0.8375634517766495,0.014147630012778472,-18.22,-5.51,3.45,-1.82
751166401,Chaillot 1,Paris 16e Arrondissement,16,147797.3150004602,0.0764884948460032,0.0,0.0,0.09257840180307315,0.8375634517766495,0.26558871519406535,-12.7,-1.01,8.24,4.85
751166410,Chaillot 10,Paris 16e Arrondissement,16,144435.2250008068,0.0,0.0,0.0,0.009167747897606144,0.8375634517766495,0.0,-19.55,-8.19,0.35,-4.26
751166411,Chaillot 11,Paris 16e Arrondissement,16,35216.89999983343,0.0,0.0,0.0,0.08773269000994559,0.8375634517766495,0.0,-18.16,-6.62,3.37,-3.02
751166412,Chaillot 12,Paris 16e Arrondissement,16,102243.16000034152,0.055283865280709485,0.0,0.0,0.04316982281380303,0.8375634517766495,0.0,-17.32,-6.41,2.09,-3.14
751166413,Chaillot 13,Paris 16e Arrondissement,16,37487.33000008703,0.15078153294245772,0.0,0.0,0.04709664946666311,0.8375634517766495,0.0,-14.44,-4.42,2.97,-2.08
751166402,Chaillot 2,Paris 16e Arrondissement,16,130823.34500039562,0.25923800144305187,0.048538408798441096,0.0,0.17206774078231996,0.8375634517766495,0.0,-8.76,0.74,8.99,2.06
751166403,Chaillot 3,Paris 16e Arrondissement,16,149641.19500027093,0.07554600300168242,0.1697382061135559,0.1036251796460729,0.15337928386549132,0.8375634517766495,0.17487741928298875,-10.5,3.11,13.66,9.17
751166404,Chaillot 4,Paris 16e Arrondissement,16,99461.34500041534,0.11366017789743948,0.12768693204344225,0.0,0.2263238790477857,0.8375634517766495,0.0,-11.62,-0.3,10.56,3.05
751166405,Chaillot 5,Paris 16e Arrondissement,16,65710.18000022415,0.08602011261137353,0.28990745421730874,0.8259463754331705,0.12762491735882783,0.8375634517766495,0.0,-3.5,19.45,33.21,22.0
751166406,Chaillot 6,Paris 16e Arrondissement,16,105549.49500015972,0.05355209973599923,0.0,0.14691302610526594,0.06272629396945069,0.8375634517766495,0.0,-15.3,-2.38,7.34,0.24
751166407,Chaillot 7,Paris 16e Arrondissement,16,200175.0800002318,0.05647453302705172,0.0,0.019366291391438615,0.10142904833714342,0.8375634517766495,0.0,-16.03,-4.73,4.93,-1.8
751166409,Chaillot 9,Paris 16e Arrondissement,16,135295.7250007407,0.1253342723866987,0.04693390718719261,0.028653151668818818,0.12723162165208235,0.8375634517766495,0.0,-13.16,-2.14,7.1,0.51
