﻿Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Commune INSEE;Commune Nom;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Eclairage de l'aire d'évolution;Equipement d'accès libre;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature de l'équipement sportif;Nature du sol;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;equip_aps_code;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Rectorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie;Discipline;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;RNB ID;Longitude;Latitude;Activités;QPV;QPV à 200 mètres;gen_2024Fin_Labellisation;Activité & niveau;Département
I751200046;CENTRE DE LIGUE - PARIS EST LES LILAS;9-11 RUE DES FRERES FLAVIEN;75020;75120;Paris 20e Arrondissement;2005-09-22;2024-04-25;true;2025-03-31;PROPRIETAIRE: VILLE DE PARIS - CONCESSION: LIGUE DE PARIS TENNIS POUR LES 9 COURTS - TC DE LUTECE EN SOUS CONCESSION POUR 3 COURTS (1 EN TERRASSE, 1 SEMI ENTERRE, LE TERRE BATTUE EXTERIEUR) LES 6 AUTRES SONT EN LOCATION POUR UNE DIZAINE DE CLUBS;true;false;;;Handicap moteur;Bus,Tramway;21750001600019;;;E001I751200046;COURT DE TENNIS TERRE BATTUE SYNTHETIQUE;501;Court de tennis;Court de tennis;48.8748590649, 2.41214230651;true;false;true;true;false;true;true;true;true;true;true;true;true;false;true;false;false;true;false;false;false;;;;;18.0;36.0;648.0;;0;1;2;;;;;;;;;;http://www.tc-lutece.fr;2009;;;;;"Réception / Accueil;Bureau(x) Club(s);Club(s) house;Infirmerie;Local de rangement;Salle(s) de réunion/cours";;;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Découvert;Terre battue;A partir de 2005;;;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.41214230651;48.8748590649;Tennis;;QN07517I;;;
I751200037;GYMNASE LE VAU;36 RUE LE VAU;75020;75120;Paris 20e Arrondissement;2005-09-22;2019-02-15;true;2025-03-31;TELEPHONE DU CENTRE SPORTIF : 01 43 61 42 26;true;false;;;Handicap moteur;Métro,Bus,Tramway;21750001600019;;;E001I751200037;GYMNASE DE TYPE C;1901;Salle multisports (gymnase);Salle multisports;48.8695962309, 2.4113452792;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;;4;9.0;27.0;44.0;1188.0;;0;0;2;;;;;;;;;;;1996;;;;X;"Réception / Accueil;Local de rangement";;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;6XRQ3YC51HK6;2.4113452792;48.8695962309;Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Handball / Mini hand / Handball de plage,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;QN07517I;;;
I751050028;HEALTHCITY PARIS SAINT GERMAIN DES PRES;71 BOULEVARD SAINT GERMAIN;75005;75105;Paris 5e Arrondissement;2014-03-09;2017-02-22;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;;;;E001I751050028;SALLE DE CARDIO;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.85075, 2.34516;true;false;true;true;false;true;true;false;true;false;true;true;true;false;true;false;false;true;false;false;false;;;;3.0;10.0;10.0;100.0;;0;2;2;;;;;;;;;;www.healthcity.fr;2008;;;"Bain(s) de vapeur / hammam;Sauna";;"Réception / Accueil;Bureau(x) Club(s);Buvette;Local de rangement";;Electricité;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);A partir de 2005;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;GYJZH5FHHA7M;2.34516;48.85075;Musculation;;;;;
I751070026;GYROTONIQUE STUDIO;83 RUE VANEAU;75007;75107;Paris 7e Arrondissement;2007-03-13;2018-11-27;false;2025-03-31;"ce sont des cours particuliers
pas plus de deux personnes/ 3 prestations proposées: dont yoga et gyrotonique";true;false;;;;Métro,Bus;;;;E001I751070026;SALLE DE MUSCULATION;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.84864, 2.32062;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2007;5;2.5;5.0;5.0;25.0;;0;0;1;;;;;;;;;;;2004;;;;X;Local de rangement;"Dégâts liés à des dégradations ou à une catastrophe (nat. et ind.);Vétusté normale,remise à niveau";Gaz;Individuel(s),famille(s);;Intérieur;Parquet;1995-2004;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;98EWMNA49JR9;2.32062;48.84864;Activités de forme et de santé,Gymnastique volontaire;;;;;
I750560017;BASIC FIT;85 Rue du Chevaleret;75013;75113;Paris 13e Arrondissement;2024-02-08;2024-03-04;false;2025-03-31;;false;false;;;;;79823301105368;;;E001I750560017;BASIC FIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.829459218, 2.37567678957;true;false;false;true;false;true;true;false;true;true;true;true;true;false;true;false;false;false;false;false;false;;;5;;;;1313.0;;;;2;;;;;;;;;;www.basic-fit.com;2022;BASIC FIT;;;X;Réception / Accueil;;Electricité;Individuel(s),famille(s);;Intérieur;Béton;A partir de 2005;;;Etablissement privé commercial;;;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;4AGM8JWB95FW;2.37567678957;48.829459218;Activités de forme et de santé;;;;;
I750560021;BASIC FIT;Rue Froment 6;75011;75111;Paris 11e Arrondissement;2024-02-08;2024-03-04;false;2025-03-31;;false;false;;;;;79823301102266;;;E001I750560021;BASIC FIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.8569352315, 2.37322491902;true;false;false;true;false;true;true;false;true;true;true;true;true;false;true;false;false;false;false;false;false;;;5;;;;2020.0;;;;2;;;;;;;;;;www.basic-fit.com;2023;BASIC FIT;;;X;Réception / Accueil;;Electricité;Individuel(s),famille(s);;Intérieur;Béton;A partir de 2005;;;Etablissement privé commercial;;;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;3FX41WA3PP7H;2.37322491902;48.8569352315;Activités de forme et de santé;;;;;
I751040017;ESPACE SPORT ET DANSE;40 RUE QUINCAMPOIX;75004;75104;Paris 4e Arrondissement;2005-09-22;2017-01-05;false;2025-03-31;;true;false;;;;Métro,Bus,Train;21750001600019;;;E001I751040017;SALLE DE DANSE;2105;Salle de danse;Salle ou terrain spécialisé;48.86082, 2.35047;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2014;5;3.0;5.5;11.0;60.5;;0;0;1;;;;;;;;;;www.espacesportetdanse.com;2003;;SUITE A UN DÉGÂT DES EAUX DES TRAVAUX SONT PRÉVUS POUR L’ÉTÉ 2017;;R;"Bureau(x) Club(s);Local de rangement";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Electricité;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;1995-2004;;A partir de 2005;Commune;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;5QFR26CE4RH4;2.35047;48.86082;Activités de forme et de santé,Autres Danses;;;;;
I751080009;HOTEL PLAZA ATHENEE;25 AVENUE DE MONTAIGNE;75008;75108;Paris 8e Arrondissement;2005-09-22;2018-11-28;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;;;;E001I751080009;SALLE FITNESS;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.86595, 2.30405;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;3.0;8.0;10.0;80.0;;0;0;2;;;;;;;;;;http://www.plaza-athenee-paris.com;1999;;;"Bain(s) de vapeur / hammam;Sauna";X;Réception / Accueil;;Autre;Individuel(s),famille(s);;Intérieur;Parquet;1995-2004;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;W8S86ZF4DRFS;2.30405;48.86595;Activités de forme et de santé,Musculation;;;;;
I751080021;BASIC FIT;Galerie des Champs, 82 Avenue des Champs-Élysées;75008;75108;Paris 8e Arrondissement;2024-03-22;2024-03-22;true;2025-03-31;;false;false;;;Handicap moteur;;;;;E001I751080021;BASIC FIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.8714528364, 2.30381200055;true;false;false;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;;1;;;;884.0;;0;0;2;;;;;;;;;;https://www.basic-fit.com/;2023;Basic Fit;;;X;Réception / Accueil;;Electricité;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations;;Intérieur;Béton;A partir de 2005;;;Etablissement privé commercial;;;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;XSA4947Q5S38;2.30381200055;48.8714528364;Activités de forme et de santé;;;;;
I751090004;PISCINE MUNICIPALE GEORGES DRIGNY;18 RUE BOCHART DE SARON;75009;75109;Paris 9e Arrondissement;2005-09-22;2023-10-24;true;2025-03-31;;true;true;"[""Piscine""]";Piscine;Handicap moteur;Métro,Bus;21750001600019;;;E001I751090004;BASSIN DE 25 METRES;102;Bassin sportif de natation;Bassin de natation;48.8817750826, 2.3426014826;true;false;true;true;false;false;true;false;false;true;false;false;true;false;true;true;false;true;false;false;true;;;3;;;;;;0;0;2;;;;25.0;15.0;375.0;0.8;3.1;;https://www.paris.fr/lieux/piscine-georges-drigny-2920;1973;Mairie de Paris;;;X;"Bureau(x) Club(s);Infirmerie;Salle(s) de réunion/cours";Inadaptation aux attentes des usagers;"Electricité;Gaz";Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Carrelage;1965-1974;;1995-2004;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu,Sanitaires,Vestiaires;Aire de jeu,Sanitaires,Vestiaires;B73JZZ6V74PF;2.3426014826;48.8817750826;Activités de forme et de santé,Aquagym,Natation course sportive,Plongée subaquatique (Plongée libre);;;;;
I751090015;CENTRE PARIS ANIM' VALEYRE;24 RUE DE ROCHECHOUART;75009;75109;Paris 9e Arrondissement;2005-09-22;2018-12-05;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751090015;SALLE POLYVALENTE N°1;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.87807, 2.34502;true;false;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2010;2;2.0;11.0;17.0;187.0;;0;0;0;;;;;;;;;;http://www.mairie09.paris.fr/mairie09/jsp/site/Portal.jsp?page_id=209;1970;;;;"L;R;X";"Bureau(x) Club(s);Club(s) house;Salle(s) de réunion/cours";Vétusté normale,remise à niveau;Fuel;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Intérieur;Synthétique (hors gazon);1965-1974;;A partir de 2005;Commune;;Commune;Association(s);false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu;;7283E8739SSG;2.34502;48.87807;Activités de forme et de santé;;;;;
I751100001;APOLLO SPORTING CLUB;29 RUE JACQUES LOUVEL TISSIER;75010;75110;Paris 10e Arrondissement;2015-01-18;2018-11-23;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;;;;E001I751100001;SALLE DE BOXE;1802;Salle de boxe;Salle de combat;48.871617, 2.37118;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2015;;5.0;5.0;18.0;90.0;;0;0;2;;;;;;;;;;;2010;;;;;;"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Dégâts liés à des dégradations ou à une catastrophe (nat. et ind.)";Electricité;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations;;Intérieur;Synthétique (hors gazon);A partir de 2005;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;M7VRBWTJVBDH;2.37118;48.871617;Activités de forme et de santé,Boxe Anglaise,Boxe française savate,Kick boxing / Cardio KB / Kick boxing light / KB Défense;;QN07518M;;;
I751100003;CANAL CENTRAL;12 RUE LUCIEN SAMPAIX;75010;75110;Paris 10e Arrondissement;2015-01-18;2018-11-23;false;2025-03-31;;true;false;;;;Métro,Bus;;;;E001I751100003;GRANDE SALLE DE COURS COLLECTIF;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.871726, 2.360565;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;false;false;true;false;false;false;;;;5.0;8.0;13.0;104.0;;0;0;2;;;;;;;;;;;2005;;ACTIVITE: YOGA ET PILATE;;;Réception / Accueil;;Electricité;Individuel(s),famille(s);;Intérieur;Parquet;A partir de 2005;;;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;X62GB5KN48Y6;2.360565;48.871726;Activités de forme et de santé;;;;;
I751110064;EASY GYM PARIS REPUBLIQUE;2 rue du faubourg du temple;75011;75111;Paris 11e Arrondissement;2023-11-08;2025-02-03;true;2025-03-31;;true;false;;;"Handicap moteur;Handicap sensoriel";Métro,Bus;87878722500027;;;E001I751110064;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.867738, 2.364795;true;false;true;true;false;true;true;false;true;true;true;true;true;false;true;true;true;true;true;false;true;;2023;4;;;;290.0;;;;2;;;;;;;;;;https://www.easygym.fr/salle-de-sport/easygym-paris-republique/;2022;EASY GYM;Yoga, danse, cardio, renforcement musculaire. Chauffage CTA froid et chaud.;;;"Réception / Accueil;Local de rangement";;Autre;Individuel(s),famille(s);;Intérieur;Parquet;;;;Etablissement privé commercial;Privé non commercial;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Aire de jeu,Cheminements,Sanitaires,Signalétique,Vestiaires;JYMDHKFA95CX;2.364795;48.867738;Activités de forme et de santé;;;;;
I751170003;CMG MAILLOT;17 rue du débarcadère;75017;75117;Paris 17e Arrondissement;2005-09-22;2024-01-02;false;2025-03-31;;true;false;;;;Bus,Métro;87886837100021;;;E001I751170003;PLATEAU DE CARDIO-MUSCULATION RDC;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.8779694, 2.2854593;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;2019;3;3.0;17.0;17.0;290.0;;0;0;2;;;;;;;;;;www.cmgsportsclub.com;1982;Ken Group;;"Bain(s) de vapeur / hammam;Sauna;Solarium";X;"Réception / Accueil;Bureau(x) Club(s);Buvette;Local de rangement";Vétusté normale,remise à niveau;Fuel;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;1975-1984;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;;2.2854593;48.8779694;Activités de forme et de santé,Musculation;;;;;
I751120071;ENSEMBLE SCOLAIRE SAINT MICHEL DE PICPUS;53 RUE DE LA GARE DE REUILLY PARIS;75012;75112;Paris 12e Arrondissement;2005-09-22;2024-09-19;true;2025-03-31;;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;Métro,Bus;34013895700089;0753897D;Non;E001I751120071;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.84266, 2.3961;true;false;true;true;false;false;true;false;true;true;true;false;false;false;false;false;false;false;false;false;false;;2011;;5.0;22.0;42.0;924.0;;0;1;2;;;;;;;;;;http://www.saintmicheldepicpus.fr;1992;;;;R;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Inadaptation aux attentes des usagers";Autre;Scolaires,universités;;Intérieur;Synthétique (hors gazon);1985-1994;;A partir de 2005;Association(s);;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Cheminements;;3MPS95VPR6WG;2.3961;48.84266;Badminton,Jeu de volant,Basket-Ball,Escrime (Epée / Fleuret / Sabre ),Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751150068;Université Paris Cité - UFR STAPS;1 Rue Lacretelle;75015;75115;Paris 15e Arrondissement;2005-09-22;2025-01-07;true;2025-03-31;2 VESTIAIRES COMMUNS A TOUS LES EQUIPEMENTS - CAFETERIAT DE 150 A 200 PLACESEN 1928 LE BATIMENT DEVIENT L'INSTITUTION D'EDUCATION PHYSIQUEPROJET D'EXTENSION : FIN DES TRAVAUX EN 2007NOUVELLES CONSTRUCTIONS : 1 GYMNASE DE TYPE B - 1 SALLE DE MUSCULATION - 1 DOJOUNE SALLE DE BOXE - 1 MUR D'ESCALADE EN EXTERIEUR - PLUSIEURS VESTIAIRES POUR CHAQUE EQUIPEMENTS - UNE SALLE AUDIO VISUELLE , Enseignement supérieur;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;Métro,Bus,Tramway;13002573700011;0753386Y;;E001I751150068;GYMNASE WATTEAU;1901;Salle multisports (gymnase);Salle multisports;48.8343512714, 2.29151397938;true;false;true;false;false;true;true;false;false;true;false;false;true;false;true;false;false;true;false;false;false;;;2;5.0;20.0;40.0;800.0;;0;0;2;;;;;;;;;;https://staps.u-paris.fr/;1965;Université Paris Cité;;;"R;X";;Vétusté normale,remise à niveau;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1965-1974;;1995-2004;Etablissement Public;;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu,Sanitaires,Vestiaires;Sanitaires;61R3NP4SP9QP;2.29151397938;48.8343512714;Badminton,Jeu de volant,Basket-Ball,Handball / Mini hand / Handball de plage,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751170035;COLLEGE - LYCEE HONORE DE BALZAC;118 BOULEVARD BESSIERES;75017;75117;Paris 17e Arrondissement;2005-09-22;2024-09-18;true;2025-03-31;Bassin et gymnases pas accessibles aux PMR (escalier).;true;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;Métro,Tramway,Bus;19752553800017;0752553T;;E001I751170035;Bassin de 25m;102;Bassin sportif de natation;Bassin de natation;48.8948, 2.31366;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;5;;;;;;0;0;4;;;;25.0;12.5;312.5;1.3;2.0;;http://lyc-balzac.scola.ac-paris.fr/;1980;Conseil régional d'ile de france;;;;"Local de rangement;Réception / Accueil";Vétusté normale,remise à niveau;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Intérieur;Carrelage;1975-1984;;1985-1994;Région;Région;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;;2.31366;48.8948;Natation course sportive,Plongée en apnée,Water-Polo;;;;;
I751120033;DANSE CONNEXION;8 MOUSSET ROBERT PARIS;75012;75112;Paris 12e Arrondissement;2005-09-22;2018-12-14;false;2025-03-31;;true;false;;;;Métro,Bus;;;;E001I751120033;STUDIO DE DANSE;2105;Salle de danse;Salle ou terrain spécialisé;48.843077, 2.404753;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;5;3.0;8.0;12.0;96.0;;0;0;2;;;;;;;;;;;;;;;R;"Réception / Accueil;Local de rangement";;Electricité;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Intérieur;Parquet;1975-1984;;;Privé non commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;XRD476J83WPR;2.404753;48.843077;Activités de forme et de santé,Autres Danses;;;;;
I751140055;SQUARE DU CHANOINE VIOLLET;RUE DU MOULIN VERT;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751140055;CITY-STADE;1701;Multisports/City-stades;Multisports/City-stades;48.83147, 2.32031;false;true;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;;2011;;;;;175.0;;0;0;0;;;;;;;;;;www.mairie14.paris.fr;2005;;;;;;Vétusté normale,remise à niveau;;Individuel(s),famille(s);;Découvert;Synthétique (hors gazon);A partir de 2005;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Aire de jeu,Cheminements;;;2.32031;48.83147;Basket-Ball,Football / Football en salle (Futsal);;;;;
I751150017;STUDIO CHANDON;280 RUE LECOURBE  IMPASSE CHANDON;75015;75115;Paris 15e Arrondissement;2005-09-22;2019-01-16;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;;;;E001I751150017;SALLE DE DANSE;2105;Salle de danse;Salle ou terrain spécialisé;48.8385, 2.28812;true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2012;5;5.0;7.7;13.0;100.1;;0;0;2;;;;;;;;;;http://shukaba.org/Studio-Chandon.html;1975;;CATEGORIE ERP : 5EME CATEGORIE   / TRAVAUX DE MISE AU NORME INCENDIE / AUTRES SPORTS PRATIQUES: TAI CHI,  FELDENKRAIS,  YOGA;;"R;X";;Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Gaz;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Intérieur;Parquet;1975-1984;;A partir de 2005;Etablissement privé commercial;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu;;;2.28812;48.8385;Autres Danses;;;;;
