X,Y,nom,id,objectid,numero_uai,appellatio,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,localisati,nature_uai,nature_u_1,code_depar,code_acade,code_commu
644972.5,6866201.7045,Ecole maternelle publique Jules Verne,0922123H,466,0922123H,Ecole maternelle publique Jules Verne,JULES VERNE,Public,26 rue d'Essling, , ,92400,COURBEVOIE,Courbevoie,Numéro de rue,101,ECOLE MATERNELLE,92,25,92026
649872.899999999,6867219.1045,Ecole maternelle publique Condorcet,0922134V,467,0922134V,Ecole maternelle publique Condorcet,CONDORCET,Public,20 rue de Belfort, , ,92110,CLICHY,Clichy,Numéro de rue,101,ECOLE MATERNELLE,92,25,92024
648122.799999997,6869487.0045,Ecole élémentaire publique Joliot-Curie,0922226V,468,0922226V,Ecole élémentaire publique Joliot-Curie,IRENE ET FREDERIC JOLIOT-CURIE,Public,14 rue Roger Pointard, , ,92230,GENNEVILLIERS,Gennevilliers,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92036
646375.5,6855917.2045,Ecole élémentaire publique Jean Monnet,0922233C,469,0922233C,Ecole élémentaire publique Jean Monnet,JEAN MONNET,Public,11 mail DES HAUTS JARDINS, , ,92140,CLAMART,Clamart,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92023
650124.100000001,6857047.5045,Ecole élémentaire publique Buffalo,0922254A,470,0922254A,Ecole élémentaire publique Buffalo,BUFFALO,Public,39 rue Victor Basch, , ,92120,MONTROUGE,Montrouge,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92049
645949.600000001,6866852.8045,Ecole maternelle publique Les Ajoncs,0922363U,471,0922363U,Ecole maternelle publique Les Ajoncs,LES AJONCS,Public,5 place Louis de Funes, , ,92400,COURBEVOIE,Courbevoie,Numéro de rue,101,ECOLE MATERNELLE,92,25,92026
645485.799999997,6859407.0045,Ecole maternelle publique Peupliers,0922380M,472,0922380M,Ecole maternelle publique Peupliers,PEUPLIERS,Public,16 rue des Peupliers, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Numéro de rue,101,ECOLE MATERNELLE,92,25,92012
645619.600000001,6858365.4045,Ecole primaire publique Robert Doisneau,0922381N,473,0922381N,Ecole primaire publique Robert Doisneau,ROBERT DOISNEAU,Public,26 rue Jacques-Henri Lartigue, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92040
644676.5,6869195.5045,Ecole primaire publique Marcel Pagnol,0922425L,474,0922425L,Ecole primaire publique Marcel Pagnol,MARCEL PAGNOL,Public,110 rue d'Estienne d'Orves, , ,92700,COLOMBES,Colombes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92025
639533.600000001,6865869.8045,Ecole primaire publique Jean Moulin,0922446J,475,0922446J,Ecole primaire publique Jean Moulin,JEAN MOULIN,Public,4 square Jean Moulin, , ,92500,RUEIL MALMAISON,Rueil-Malmaison,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92063
645160.0,6858064.7045,Ecole primaire publique Le Colombier,0922448L,476,0922448L,Ecole primaire publique Le Colombier,LE COLOMBIER,Public,12 cours Saint-Vincent, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92040
647725.899999999,6865549.5045,Ecole élémentaire publique Françoise Dolto,0922458X,477,0922458X,Ecole élémentaire publique Françoise Dolto,FRANCOISE DOLTO,Public,7 rue Marius Aufan, , ,92300,LEVALLOIS PERRET,Levallois-Perret,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92044
643566.700000003,6864149.1045,Ecole maternelle publique Saint-Exupéry,0922460Z,478,0922460Z,Ecole maternelle publique Saint-Exupéry,SAINT-EXUPERY,Public,77 rue de Verdun, , ,92150,SURESNES,Suresnes,Numéro de rue,101,ECOLE MATERNELLE,92,25,92073
647620.899999999,6866180.8045,Ecole maternelle publique Louis Pasteur,0922461A,479,0922461A,Ecole maternelle publique Louis Pasteur,LOUIS PASTEUR,Public,2 rue Jacques Mazaud, , ,92300,LEVALLOIS PERRET,Levallois-Perret,Numéro de rue,101,ECOLE MATERNELLE,92,25,92044
646916.700000003,6853599.2045,Ecole élémentaire publique les Mouilleboeufs,0922599A,480,0922599A,Ecole élémentaire publique les Mouilleboeufs,LES MOUILLEBOEUFS,Public,30 rue Gustave Robin, , ,92290,CHATENAY MALABRY,Châtenay-Malabry,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92019
649000.700000003,6858425.6045,Ecole maternelle publique Fernand Léger,0922601C,481,0922601C,Ecole maternelle publique Fernand Léger,FERNAND LEGER,Public,19 rue Ernest Renan, , ,92240,MALAKOFF,Malakoff,Numéro de rue,101,ECOLE MATERNELLE,92,25,92046
647583.600000001,6868742.5045,Ecole maternelle publique Révérend-Père Gilbert,0922617V,482,0922617V,Ecole maternelle publique Révérend-Père Gilbert,REVEREND-PERE C. GILBERT,Public,76 rue du RP Christian Gilbert, , ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,Numéro de rue,101,ECOLE MATERNELLE,92,25,92004
649474.299999997,6867925.2045,Ecole élémentaire publique Toussaint Louverture,0922634N,483,0922634N,Ecole élémentaire publique Toussaint Louverture,TOUSSAINT LOUVERTURE,Public,8 rue Bardin, , ,92110,CLICHY,Clichy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92024
646126.0,6857537.5045,Ecole primaire publique Louise Michel,0922718E,484,0922718E,Ecole primaire publique Louise Michel,LOUISE MICHEL,Public,36 rue du Docteur Zamenhoff, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92040
644276.0,6858775.3045,Ecole primaire publique des Sciences et de la Biodiversité,0922722J,485,0922722J,Ecole primaire publique des Sciences et de la Biodiversité,SCIENCES ET BIODIVERSITE,Public,12 traverse Jules Guesde, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92012
645621.100000001,6858477.9045,Ecole primaire publique Bords de Seine,0922733W,486,0922733W,Ecole primaire publique Bords de Seine,BORDS DE SEINE,Public,22 rue Galiote, , ,92130,ISSY LES MOULINEAUX,Issy-les-Moulineaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92040
643289.0,6868568.2045,Ecole primaire publique Simone Veil,0922749N,487,0922749N,Ecole primaire publique Simone Veil,SIMONE VEIL,Public,1  RUE MARGUERITE YOURCENAR, , ,92700,COLOMBES,Colombes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,92,25,92025
,,Ecole élémentaire privée Jamondeyra,0952234M,488,0952234M,Ecole élémentaire privée Jamondeyra,JAMONDEYRA,Privé,12 chaussée Jules César, , ,95520,OSNY,Osny, ,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95476
623831.700099997,6858669.5045,Ecole élémentaire Jacques Prévert,0781853R,489,0781853R,Ecole élémentaire Jacques Prévert,JACQUES PREVERT,Public,2 rue Marcel Pagnol, , ,78370,PLAISIR,Plaisir,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78490
629704.700099997,6853585.5045,Ecole maternelle André Chénier,0781867F,490,0781867F,Ecole maternelle André Chénier,ANDRE CHENIER,Public,03  RUE COLETTE, , ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,Numéro de rue,101,ECOLE MATERNELLE,78,25,78423
607282.100100003,6878940.6045,Ecole maternelle Le Bois aux Moines,0781868G,491,0781868G,Ecole maternelle Le Bois aux Moines,LE BOIS AUX MOINES,Public,Rue des Rosiers, , ,78520,LIMAY,Limay,Numéro de rue,101,ECOLE MATERNELLE,78,25,78335
607255.600100003,6878973.1045,Ecole élémentaire Le Bois Aux Moines,0781895L,492,0781895L,Ecole élémentaire Le Bois Aux Moines,LE BOIS AUX MOINES,Public,18 bis rue des Rosiers, , ,78520,LIMAY,Limay,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78335
631271.600100003,6851845.5045,Ecole élémentaire Malet Isaac,0781928X,493,0781928X,Ecole élémentaire Malet Isaac,MALET ISAAC,Public,Rue Viollet Le Duc, , ,78280,GUYANCOURT,Guyancourt,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78297
637897.799999997,6865874.5045,Ecole élémentaire Victor Hugo,0781935E,494,0781935E,Ecole élémentaire Victor Hugo,VICTOR HUGO,Public,5 chemin de Traverse, , ,78400,CHATOU,Chatou,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78146
636804.299999997,6872181.3045,Ecole élémentaire Ledreux-Alain,0781962J,495,0781962J,Ecole élémentaire Ledreux-Alain,LEDREUX-ALAIN,Public,66 rue Saint-Nicolas, , ,78600,MAISONS LAFFITTE,Maisons-Laffitte,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78358
637222.600000001,6864404.2045,Ecole élémentaire Leclerc,0781969S,496,0781969S,Ecole élémentaire Leclerc,LECLERC,Public,11 rue Maurice Berteaux, , ,78290,CROISSY SUR SEINE,Croissy-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78190
630638.700099997,6869983.9045,Ecole maternelle La Bruyère,0781989N,497,0781989N,Ecole maternelle La Bruyère,LA BRUYERE,Public,01 RUE ERNEST LAVISSE, , ,78300,POISSY,Poissy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78498
608490.200099997,6876996.4045,Ecole élémentaire Henri Wallon,0782102L,498,0782102L,Ecole élémentaire Henri Wallon,HENRI WALLON,Public,20 rue du Colonel Fabien, , ,78520,LIMAY,Limay,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78335
624238.700099997,6855275.4045,Ecole élémentaire Willy Brandt,0782124K,499,0782124K,Ecole élémentaire Willy Brandt,WILLY BRANDT,Public,9 rue de Dublin, , ,78990,ELANCOURT,Elancourt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78208
638369.299999997,6869790.7045,Ecole maternelle Jean Jaurès,0782175R,500,0782175R,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,05 RUE DU BAS DE LA PLAINE, , ,78500,SARTROUVILLE,Sartrouville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78586
637084.799999997,6857164.1045,Ecole maternelle Richard Mique,0782180W,501,0782180W,Ecole maternelle Richard Mique,RICHARD MIQUE,Public,12 rue Pierre Lescot, , ,78000,VERSAILLES,Versailles,Numéro de rue,101,ECOLE MATERNELLE,78,25,78646
641304.600000001,6871720.0045,Ecole maternelle Paul Bert 1,0782223T,502,0782223T,Ecole maternelle Paul Bert 1,PAUL BERT NO 1,Public,04 rue Paul Bert, , ,78500,SARTROUVILLE,Sartrouville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78586
639986.600000001,6871616.8045,Ecole maternelle Joliot-Curie,0782225V,503,0782225V,Ecole maternelle Joliot-Curie,JOLIOT CURIE,Public,79 rue Robert Villoing, , ,78500,SARTROUVILLE,Sartrouville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78586
612887.000100002,6877251.5045,Ecole maternelle Arc en Ciel,0782230A,504,0782230A,Ecole maternelle Arc en Ciel,ARC EN CIEL,Public,Avenue Mademoiselle Dosne, , ,78440,GARGENVILLE,Gargenville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78267
638333.600000001,6866045.9045,Ecole maternelle Ernest Bousson,0782244R,505,0782244R,Ecole maternelle Ernest Bousson,ERNEST BOUSSON,Public,22 rue Ernest Bousson, , ,78400,CHATOU,Chatou,Numéro de rue,101,ECOLE MATERNELLE,78,25,78146
637326.100000001,6866936.1045,Ecole maternelle Les Sabinettes,0782247U,506,0782247U,Ecole maternelle Les Sabinettes,LES SABINETTES,Public,05 RUE DES SABINETTES, , ,78400,CHATOU,Chatou,Numéro de rue,101,ECOLE MATERNELLE,78,25,78146
636657.399999999,6867117.7045,Ecole maternelle Les Charmettes,0782254B,507,0782254B,Ecole maternelle Les Charmettes,LES CHARMETTES,Public,48 avenue des Pages, , ,78110,LE VESINET,Le Vésinet,Numéro de rue,101,ECOLE MATERNELLE,78,25,78650
636078.299999997,6856827.1045,Ecole maternelle Le Petit Prince,0782276A,508,0782276A,Ecole maternelle Le Petit Prince,LE PETIT PRINCE,Public,2 bis rue Baillet Reviron, , ,78000,VERSAILLES,Versailles,Numéro de rue,101,ECOLE MATERNELLE,78,25,78646
636693.799999997,6855522.2045,Ecole maternelle Les Lutins,0782282G,509,0782282G,Ecole maternelle Les Lutins,LES LUTINS,Public,27 rue des Chantiers, , ,78000,VERSAILLES,Versailles,Numéro de rue,101,ECOLE MATERNELLE,78,25,78646
638463.100000001,6852073.0045,Ecole maternelle Jacques Toutain,0782289P,510,0782289P,Ecole maternelle Jacques Toutain,JACQUES TOUTAIN,Public,46 avenue Jean Jaurès, , ,78350,JOUY EN JOSAS,Jouy-en-Josas,Numéro de rue,101,ECOLE MATERNELLE,78,25,78322
625977.500100002,6859084.1045,Ecole maternelle Madame René Coty,0782333M,511,0782333M,Ecole maternelle Madame René Coty,MADAME RENE COTY,Public,Rue du Docteur Roux, , ,78340,LES CLAYES SOUS BOIS,Les Clayes-sous-Bois,Numéro de rue,101,ECOLE MATERNELLE,78,25,78165
630670.700099997,6856722.6045,Ecole maternelle Jean Macé,0782338T,512,0782338T,Ecole maternelle Jean Macé,JEAN MACE,Public,Rue Jean Macé, , ,78210,ST CYR L ECOLE,Saint-Cyr-l'Ecole,Numéro de rue,101,ECOLE MATERNELLE,78,25,78545
616666.800099999,6873777.4045,Ecole maternelle Jean Moulin,0782429S,513,0782429S,Ecole maternelle Jean Moulin,JEAN MOULIN,Public,20 rue du Plateau, , ,78410,AUBERGENVILLE,Aubergenville,Numéro de rue,101,ECOLE MATERNELLE,78,25,78029
628983.800099999,6869170.3045,Ecole maternelle Blaise Pascal,0782441E,514,0782441E,Ecole maternelle Blaise Pascal,BLAISE PASCAL,Public,19 rue Blaise Pascal, , ,78300,POISSY,Poissy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78498
628611.600100003,6869392.4045,Ecole maternelle Michel de Montaigne,0782442F,515,0782442F,Ecole maternelle Michel de Montaigne,MICHEL DE MONTAIGNE,Public,15 rue Montaigne, , ,78300,POISSY,Poissy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78498
630883.4001,6875875.6045,Ecole maternelle Saint-Exupéry,0782510E,516,0782510E,Ecole maternelle Saint-Exupéry,SAINT EXUPERY,Public,Rue des Ecoles, , ,78570,ANDRESY,Andrésy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78015
627173.4001,6876054.5045,Ecole maternelle René Pion,0782515K,517,0782515K,Ecole maternelle René Pion,RENE PION,Public,Rue Réné Pion, , ,78510,TRIEL SUR SEINE,Triel-sur-Seine,Numéro de rue,101,ECOLE MATERNELLE,78,25,78624
624936.9001,6875880.7045,Ecole maternelle Jean Jaurès,0782516L,518,0782516L,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,Rue Saint Martin, , ,78480,VERNEUIL SUR SEINE,Verneuil-sur-Seine,Numéro de rue,101,ECOLE MATERNELLE,78,25,78642
630360.500100002,6856890.4045,Ecole élémentaire Olivier Messiaen,0782960U,519,0782960U,Ecole élémentaire Olivier Messiaen,OLIVIER MESSIAEN,Public,19 rue Georges Bizet, , ,78330,FONTENAY LE FLEURY,Fontenay-le-Fleury,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78242
625524.800099999,6853239.7045,Ecole élémentaire Henri Wallon,0782962W,520,0782962W,Ecole élémentaire Henri Wallon,HENRI WALLON,Public,Rue Henri Wallon, , ,78190,TRAPPES,Trappes,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78621
631715.200099997,6855469.8045,Ecole maternelle Henri Wallon,0782967B,521,0782967B,Ecole maternelle Henri Wallon,HENRI WALLON,Public,11 rue Jean Forest, , ,78210,ST CYR L ECOLE,Saint-Cyr-l'Ecole,Numéro de rue,101,ECOLE MATERNELLE,78,25,78545
635490.600100003,6862947.9045,Ecole maternelle Camille Saint-Saens,0782975K,522,0782975K,Ecole maternelle Camille Saint-Saens,CAMILLE ST SAENS,Public,01 RUE PAUL DOUMER, , ,78430,LOUVECIENNES,Louveciennes,Numéro de rue,101,ECOLE MATERNELLE,78,25,78350
639888.700000003,6854408.9045,Ecole maternelle Jean Mermoz,0783076V,523,0783076V,Ecole maternelle Jean Mermoz,JEAN MERMOZ,Public,8 rue Clément Ader, , ,78140,VELIZY VILLACOUBLAY,Vélizy-Villacoublay,Numéro de rue,101,ECOLE MATERNELLE,78,25,78640
631378.800099999,6876887.5045,Ecole maternelle Fin d'Oise,0783089J,524,0783089J,Ecole maternelle Fin d'Oise,FIN D OISE,Public,Rue Louis Pasteur, , ,78570,ANDRESY,Andrésy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78015
627994.4001,6856330.7045,Ecole maternelle Marc Chagall,0783197B,525,0783197B,Ecole maternelle Marc Chagall,MARC CHAGALL,Public,06 RUE PERDREAU, , ,78390,BOIS D ARCY,Bois-d'Arcy,Numéro de rue,101,ECOLE MATERNELLE,78,25,78073
635323.000100002,6860446.3045,Ecole élémentaire Henri Dunant,0783198C,526,0783198C,Ecole élémentaire Henri Dunant,HENRI DUNANT,Public,41 avenue Maurice de Hirsch, , ,78170,LA CELLE ST CLOUD,La Celle-Saint-Cloud,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78126
626022.300099999,6858951.0045,Ecole élémentaire Paul Eluard,0783200E,527,0783200E,Ecole élémentaire Paul Eluard,PAUL ELUARD,Public,33 avenue de Villepreux, , ,78340,LES CLAYES SOUS BOIS,Les Clayes-sous-Bois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78165
638346.799999997,6852828.9045,Ecole maternelle Bourget Calmette,0783202G,528,0783202G,Ecole maternelle Bourget Calmette,BOURGET CALMETTE,Public,Chemin des Quarante Perches, , ,78350,JOUY EN JOSAS,Jouy-en-Josas,Numéro de rue,101,ECOLE MATERNELLE,78,25,78322
631421.700099997,6845401.4045,Ecole maternelle Saint-Exupéry,0783207M,529,0783207M,Ecole maternelle Saint-Exupéry,ST EXUPERY,Public,Allée du 8 Mai 1945, , ,78470,ST REMY LES CHEVREUSE,Saint-Rémy-lès-Chevreuse,Numéro de rue,101,ECOLE MATERNELLE,78,25,78575
622124.800099999,6849499.4045,Ecole élémentaire Bois du Fay,0783216X,530,0783216X,Ecole élémentaire Bois du Fay,BOIS DU FAY,Public,03 avenue DE PROVENCE, , ,78320,LE MESNIL ST DENIS,Le Mesnil-Saint-Denis,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78397
631543.600100003,6874179.7045,Ecole maternelle Henri Wallon,0783237V,531,0783237V,Ecole maternelle Henri Wallon,HENRI WALLON,Public,08  AVENUE LENINE, , ,78260,ACHERES,Achères,Numéro de rue,101,ECOLE MATERNELLE,78,25,78005
609246.200099997,6857047.7045,Ecole maternelle,0783367L,532,0783367L,Ecole maternelle, ,Public,6 bis rue du Président Coty, , ,78940,LA QUEUE LES YVELINES,La Queue-les-Yvelines,Numéro de rue,101,ECOLE MATERNELLE,78,25,78513
656574.299999997,6845224.1045,Ecole privée Rhazès,0912320C,533,0912320C,Ecole privée Rhazès,RHAZES,Privé,17 rue Galilée, , ,91270,VIGNEUX SUR SEINE,Vigneux-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,91,25,91657
619019.000100002,6881087.5045,Ecole élémentaire des quatre vents,0781346P,534,0781346P,Ecole élémentaire des quatre vents,DES QUATRE VENTS,Public,17 grande rue, , ,78250,GAILLON SUR MONTCIENT,Gaillon-sur-Montcient,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78261
683623.5,6831716.6045,Ecole élémentaire Les Terres Dorées,0770716K,535,0770716K,Ecole élémentaire Les Terres Dorées,LES TERRES DOREES,Public,176 rue Juliette Rousseau, , ,77390,FOUJU,Fouju,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77195
653038.0,6870217.0045,Ecole primaire La Roseraie - Jacqueline de Chambrun,0932595R,536,0932595R,Ecole primaire La Roseraie - Jacqueline de Chambrun,LA ROSERAIE - JACQUELINE DE CHAMBRUN,Public,47 rue Pinel, , ,93200,ST DENIS,Saint-Denis,BATIMENT,151,ECOLE DE NIVEAU ELEMENTAIRE,93,24,93066
662949.299999997,6858514.5045,ECOLE ELEMENTAIRE SIMONE VEIL,0942418T,537,0942418T,ECOLE ELEMENTAIRE SIMONE VEIL,SIMONE VEIL,Public,104 boulevard de Stalingrad, , ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,94,24,94017
644732.200000003,6873721.5045,Ecole élémentaire Georges Lapierre,0950069J,538,0950069J,Ecole élémentaire Georges Lapierre,GEORGES LAPIERRE,Public,70 rue de Champagne, , ,95100,ARGENTEUIL,Argenteuil,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95018
640232.799999997,6877013.9045,Ecole  primaire Emile Glay,0950086C,539,0950086C,Ecole  primaire Emile Glay,EMILE GLAY,Public,77 rue Fortune Charlot, , ,95370,MONTIGNY LES CORMEILLES,Montigny-lès-Cormeilles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95424
634030.500100002,6884533.8045,Ecole élémentaire Paul Cézanne,0950226E,540,0950226E,Ecole élémentaire Paul Cézanne,PAUL CEZANNE,Public,2 boulevard des Cordeliers, , ,95300,PONTOISE,Pontoise,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95500
633866.9001,6888772.0045,Ecole élémentaire,0950251G,541,0950251G,Ecole élémentaire, ,Public,4 rue de la Mairie, , ,95300,LIVILLIERS,Livilliers,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95341
642061.799999997,6870353.6045,Ecole élémentaire Louise Michel 1,0950274G,542,0950274G,Ecole élémentaire Louise Michel 1,LOUISE MICHEL  1,Public,2 rue Alexandre Blanc, , ,95870,BEZONS,Bezons,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95063
647583.399999999,6879019.2045,Ecole primaire Lucien Bunel,0950321H,543,0950321H,Ecole primaire Lucien Bunel,LUCIEN BUNEL,Public,1 rue des Ecoles, , ,95680,MONTLIGNON,Montlignon,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95426
644167.700000003,6879352.1045,Ecole élémentaire Marie Curie,0950328R,544,0950328R,Ecole élémentaire Marie Curie,MARIE CURIE,Public,42 rue de Verdun, , ,95320,ST LEU LA FORET,Saint-Leu-la-Forêt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95563
657687.899999999,6878386.6045,Ecole élémentaire Marc Bloch,0950438K,545,0950438K,Ecole élémentaire Marc Bloch,MARC BLOCH,Public,Square du Nord, , ,95500,GONESSE,Gonesse,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95277
651070.100000001,6893261.5045,Ecole primaire Jules Ferry,0950477C,546,0950477C,Ecole primaire Jules Ferry,JULES FERRY,Public,Rue Jules Ferry, , ,95270,NOISY SUR OISE,Noisy-sur-Oise,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95456
658025.899999999,6890679.7045,Ecole maternelle Rosemonde Gérard,0950559S,547,0950559S,Ecole maternelle Rosemonde Gérard,ROSEMONDE GERARD,Public,Place de la Garenne, , ,95270,LUZARCHES,Luzarches,Numéro de rue,101,ECOLE MATERNELLE,95,25,95352
647413.799999997,6876198.6045,Ecole maternelle Paul Bert,0950565Y,548,0950565Y,Ecole maternelle Paul Bert,PAUL BERT,Public,57 rue Edouard Vaillant, , ,95600,EAUBONNE,Eaubonne,Numéro de rue,101,ECOLE MATERNELLE,95,25,95203
644336.299999997,6873532.0045,Ecole maternelle Françoise Dolto,0950588Y,549,0950588Y,Ecole maternelle Françoise Dolto,FRANCOISE DOLTO,Public,14 rue de Chailloit, , ,95100,ARGENTEUIL,Argenteuil,Numéro de rue,101,ECOLE MATERNELLE,95,25,95018
642909.899999999,6890757.5045,Ecole maternelle Dambry,0950626P,550,0950626P,Ecole maternelle Dambry,DAMBRY,Public,2 rue Dambry, , ,95290,L ISLE ADAM,L'Isle-Adam,Numéro de rue,101,ECOLE MATERNELLE,95,25,95313
642452.799999997,6880399.5045,Ecole élémentaire Jean Mermoz,0950764P,551,0950764P,Ecole élémentaire Jean Mermoz,JEAN MERMOZ,Public,16 rue Jean Mermoz, , ,95150,TAVERNY,Taverny,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95607
