X,Y,nom,id,objectid,numero_uai,appellatio,denominati,patronyme_,adresse_ua,lieu_dit_u,code_posta,localite_a,libelle_co,code_depar,code_acade,code_commu
659028.899999999,6836879.8045,Section d'enseignement général et professionnel adapté du Collège Le Village,0911148D,1106,0911148D,Section d'enseignement général et professionnel adapté du Collège Le Village,SEGPA,CLG LE VILLAGE,10 rue du Village, ,91000,EVRY,Evry,91,25,91228
643313.299999997,6844683.5045,Section d'enseignement général et professionnel adapté du Collège Jules Verne,0911336H,1107,0911336H,Section d'enseignement général et professionnel adapté du Collège Jules Verne,SEGPA,CLG JULES VERNE,6 avenue Georges Pompidou, ,91140,VILLEBON SUR YVETTE,Villebon-sur-Yvette,91,25,91661
662862.0,6844809.5045,Section d'enseignement général et professionnel adapté du Collège Louis Pasteur,0911339L,1108,0911339L,Section d'enseignement général et professionnel adapté du Collège Louis Pasteur,SEGPA,CLG LOUIS PASTEUR,18 rue DE SOULINS, ,91805,BRUNOY CEDEX,Brunoy,91,25,91114
657752.0,6829426.6045,Section d'enseignement général et professionnel adapté du Collège Parc de Villeroy,0911344S,1109,0911344S,Section d'enseignement général et professionnel adapté du Collège Parc de Villeroy,SEGPA,CLG PARC DE VILLEROY,AVENUE DE VILLEROY, ,91540,MENNECY,Mennecy,91,25,91386
638357.100000001,6842726.2045,Section d'enseignement général et professionnel adapté du Collège Aimé Césaire,0911487X,1110,0911487X,Section d'enseignement général et professionnel adapté du Collège Aimé Césaire,SEGPA,CLG AIME CESAIRE,RUE DE VENDEE, ,91940,LES ULIS,Les Ulis,91,25,91692
649092.399999999,6833533.2045,Section d'enseignement général et professionnel adapté du Collège Pablo Neruda,0911571N,1111,0911571N,Section d'enseignement général et professionnel adapté du Collège Pablo Neruda,SEGPA,CLG PABLO NERUDA,2 avenue DES CIGOGNES, ,91220,BRETIGNY SUR ORGE,Brétigny-sur-Orge,91,25,91103
652548.100000001,6819795.6046,Section d'enseignement général et professionnel adapté du Collège Léonard de Vinci,0911575T,1112,0911575T,Section d'enseignement général et professionnel adapté du Collège Léonard de Vinci,SEGPA,CLG LEONARD DE VINCI,Chemin DES PIERRES RANGEES, ,91590,GUIGNEVILLE SUR ESSONNE,Guigneville-sur-Essonne,91,25,91293
662410.899999999,6844068.7045,Collège privé Saint Pierre,0911746D,1113,0911746D,Collège privé Saint Pierre,COLLEGE PRIVE,SAINT PIERRE,70 RUE DE MONTGERON, ,91800,BRUNOY,Brunoy,91,25,91114
673334.399999999,6855480.4045,Collège Anceau de Garlande,0771657H,1114,0771657H,Collège Anceau de Garlande,COLLEGE,ANCEAU DE GARLANDE,Avenue DE LA MALIBRAN, ,77680,ROISSY EN BRIE,Roissy-en-Brie,77,24,77390
670518.700000003,6865434.4045,Collège de l'Europe,0771759U,1115,0771759U,Collège de l'Europe,COLLEGE,DE L'EUROPE,Rue DU TIR, ,77508,CHELLES CEDEX,Chelles,77,24,77108
706484.200000003,6857181.4045,Collège Madame de La Fayette,0771760V,1116,0771760V,Collège Madame de La Fayette,COLLEGE,MADAME DE LA FAYETTE,16 avenue de la République, ,77120,COULOMMIERS,Coulommiers,77,24,77131
671590.899999999,6860784.7045,Collège le Luzard,0771841H,1117,0771841H,Collège le Luzard,COLLEGE,LE LUZARD,2 cours DES ROCHES-NOISIEL, ,77448,MARNE LA VALLEE CEDEX 2,Noisiel,77,24,77337
676706.5,6871219.9045,Collège les Tilleuls,0771911J,1118,0771911J,Collège les Tilleuls,COLLEGE,LES TILLEULS,2 rue DES LONGUES RAIES, ,77410,CLAYE SOUILLY,Claye-Souilly,77,24,77118
672263.5,6827128.0046,Collège Jean de La Fontaine,0772056S,1119,0772056S,Collège Jean de La Fontaine,COLLEGE,JEAN DE LA FONTAINE,260 rue DU PRE RIGOT, ,77350,LE MEE SUR SEINE,Le Mée-sur-Seine,77,24,77285
671176.5,6860133.8045,Collège Pablo Picasso,0772330P,1120,0772330P,Collège Pablo Picasso,COLLEGE,PABLO PICASSO,10 place PABLO PICASSO, ,77420,CHAMPS SUR MARNE,Champs-sur-Marne,77,24,77083
667194.799999997,6819307.8046,Collège Christine de Pisan,0772427V,1121,0772427V,Collège Christine de Pisan,COLLEGE,CHRISTINE DE PISAN,9 rue DE FLEURY, ,77930,PERTHES,Perthes,77,24,77359
666756.600000001,6837315.2045,Collège de la Pyramide,0772429X,1122,0772429X,Collège de la Pyramide,COLLEGE,DE LA PYRAMIDE,2 avenue DES PLATANES, ,77127,LIEUSAINT,Lieusaint,77,24,77251
638874.0,6871893.7045,Ecole secondaire privée Cours Château,0783284W,1123,0783284W,Ecole secondaire privée Cours Château,ECOLE SECONDAIRE PRIVEE,COURS CHATEAU,43 rue DE STALINGRAD, ,78500,SARTROUVILLE,Sartrouville,78,25,78586
604559.100100003,6878681.2045,Ecole secondaire privée Mathurin Cordier,0783621M,1124,0783621M,Ecole secondaire privée Mathurin Cordier,ECOLE SECONDAIRE PRIVEE,MATHURIN CORDIER,35 RUE DES GARENNES, ,78200,MANTES LA JOLIE,Mantes-la-Jolie,78,25,78361
674477.200000003,6874621.1045,Section d'enseignement général et professionnel adapté Paul Langevin,0771418Y,1125,0771418Y,Section d'enseignement général et professionnel adapté Paul Langevin,SEGPA,CLG PAUL LANGEVIN,ROUTE DE CLAYE, ,77290,MITRY MORY,Mitry-Mory,77,24,77294
678554.700000003,6795864.5046,Section d'enseignement général et professionnel adapté Arthur Rimbaud,0771425F,1126,0771425F,Section d'enseignement général et professionnel adapté Arthur Rimbaud,SEGPA,CLG ARTHUR RIMBAUD,29 AVENUE ETIENNE DAILLY, ,77140,NEMOURS,Nemours,77,24,77333
685704.0,6866254.6045,Section d'enseignement général et professionnel adapté Louis Braille,0771565H,1127,0771565H,Section d'enseignement général et professionnel adapté Louis Braille,SEGPA,CLG LOUIS BRAILLE,Rue LOUIS BRAILLE, ,77450,ESBLY,Esbly,77,24,77171
685762.299999997,6810821.4046,Section d'enseignement général et professionnel adapté Fernand Gregh,0771568L,1128,0771568L,Section d'enseignement général et professionnel adapté Fernand Gregh,SEGPA,CLG FERNAND GREGH,28 rue Pierre de Coubertin, ,77430,CHAMPAGNE SUR SEINE,Champagne-sur-Seine,77,24,77079
625075.800099999,6853257.8045,Section d'enseignement général et professionnel adapté du Collège Youri Gagarine,0780245T,1129,0780245T,Section d'enseignement général et professionnel adapté du Collège Youri Gagarine,SEGPA,CLG YOURI GAGARINE,28 boulevard Martin Luther King, ,78190,TRAPPES,Trappes,78,25,78621
603379.300099999,6878816.9045,Section d'enseignement général et professionnel adapté du Collège Paul Cezanne,0780490J,1130,0780490J,Section d'enseignement général et professionnel adapté du Collège Paul Cezanne,SEGPA,CLG PAUL CEZANNE,7 rue Paul Gauguin, ,78202,MANTES LA JOLIE CEDEX,Mantes-la-Jolie,78,25,78361
637821.299999997,6872688.2045,Collège privé L'Ermitage,0781587B,1131,0781587B,Collège privé L'Ermitage,COLLEGE PRIVE,L ERMITAGE,24 AVENUE DE L'EGLE, ,78600,MAISONS LAFFITTE,Maisons-Laffitte,78,25,78358
628075.000100002,6852240.5045,Collège privé Saint François d'Assise,0781662H,1132,0781662H,Collège privé Saint François d'Assise,COLLEGE PRIVE,SAINT FRANCOIS D'ASSISE,45  AVENUE DU MANET, ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,78,25,78423
628075.000100002,6852240.5045,Section d'éducation spéciale privée du collège Saint Francois d'Assise,0781880V,1133,0781880V,Section d'éducation spéciale privée du collège Saint Francois d'Assise,SEGPA PRIVEE,CLG ST FRANCOIS D'ASSISE,45  AVENUE DU MANET, ,78180,MONTIGNY LE BRETONNEUX,Montigny-le-Bretonneux,78,25,78423
654747.399999999,6871286.7045,Collège la Courtille,0931490P,1134,0931490P,Collège la Courtille,COLLEGE,LA COURTILLE,12 rue JACQUES VACHE, ,93200,ST DENIS,Saint-Denis,93,24,93066
661099.899999999,6865446.0045,Collège Olympe de Gouges,0931710D,1135,0931710D,Collège Olympe de Gouges,COLLEGE,OLYMPE DE GOUGES,205 rue DE BREMENT, ,93130,NOISY LE SEC,Noisy-le-Sec,93,24,93053
693007.0,6793002.6046,Collège Jacques Prévert,0770030P,1136,0770030P,Collège Jacques Prévert,COLLEGE,JACQUES PREVERT,25 rue DE LA TOUR, ,77710,LORREZ LE BOCAGE PREAUX,Lorrez-le-Bocage-Préaux,77,24,77261
710633.700000003,6875596.9045,Etablissement régional d'enseignement adapté de Chamigny Garçon,0770342D,1137,0770342D,Etablissement régional d'enseignement adapté de Chamigny Garçon,ETAB.REGIONAL ENSEIGNT ADAPTE,LEOPOLD BELLAN,Domaine DE L'ANGE GARDIEN, ,77260,CHAMIGNY,Chamigny,77,24,77078
670358.799999997,6854199.5045,Collège Jean Moulin,0771419Z,1138,0771419Z,Collège Jean Moulin,COLLEGE,JEAN MOULIN,Rue Jean Moulin, ,77344,PONTAULT COMBAULT CEDEX,Pontault-Combault,77,24,77373
669809.5,6864337.0045,Collège Pierre Weczerka,0771471F,1139,0771471F,Collège Pierre Weczerka,COLLEGE,PIERRE WECZERKA,25 rue LOUIS ETERLET, ,77500,CHELLES,Chelles,77,24,77108
668617.0,6833493.0045,Collège Louis Armand,0771518G,1140,0771518G,Collège Louis Armand,COLLEGE,LOUIS ARMAND,24 rue DE SAVIGNY,PLESSIS LE ROI,77176,SAVIGNY LE TEMPLE,Savigny-le-Temple,77,24,77445
672196.600000001,6856589.0045,Collège Van Gogh,0772119K,1141,0772119K,Collège Van Gogh,COLLEGE,VAN GOGH,31  RUE D'EMERY, ,77184,EMERAINVILLE,Emerainville,77,24,77169
686405.399999999,6882010.3045,Collège Nicolas Tronchon,0772483F,1142,0772483F,Collège Nicolas Tronchon,COLLEGE,NICOLAS TRONCHON,Rue DE LA CHEVEE, ,77165,ST SOUPPLETS,Saint-Soupplets,77,24,77437
633717.100100003,6882724.3045,Collège privé Saint Martin de France,0951507X,1143,0951507X,Collège privé Saint Martin de France,COLLEGE PRIVE,ST MARTIN DE FRANCE,1 avenue de Verdun, ,95300,PONTOISE,Pontoise,95,25,95500
656842.700000003,6877362.5045,Collège privé ORT,0951916S,1144,0951916S,Collège privé ORT,COLLEGE PRIVE,O R T,32 AVENUE DE CHOISEUL, ,95400,VILLIERS LE BEL,Villiers-le-Bel,95,25,95680
641847.799999997,6888240.5045,Ecole secondaire privée Pierre Gilles de Gennes,0952167P,1145,0952167P,Ecole secondaire privée Pierre Gilles de Gennes,ECOLE SECONDAIRE PRIVEE,PIERRE GILLES DE GENNES,15 RUE DU PORT AUX LOUPS, ,95430,BUTRY SUR OISE,Butry-sur-Oise,95,25,95120
651856.100000001,6839156.1045,Section d'enseignement général et professionnel adapté du Collège Jean Zay,0910926M,1146,0910926M,Section d'enseignement général et professionnel adapté du Collège Jean Zay,SEGPA,CLG JEAN ZAY,8 RUE JULES VALLES, ,91390,MORSANG SUR ORGE,Morsang-sur-Orge,91,25,91434
646091.5,6848539.1045,Section d'enseignement général et professionnel adapté du Collège Gérard Philipe,0910970K,1147,0910970K,Section d'enseignement général et professionnel adapté du Collège Gérard Philipe,SEGPA,CLG GERARD PHILIPE,9  RUE DES MIGNEAUX, ,91300,MASSY,Massy,91,25,91377
646238.399999999,6837661.4045,Collège privé Moreau,0910980W,1148,0910980W,Collège privé Moreau,COLLEGE PRIVE,MOREAU,28 GRANDE RUE, ,91310,MONTLHERY,Montlhéry,91,25,91425
656336.799999997,6841762.0045,Section d'enseignement général et professionnel adapté du Collège Eugène Delacroix,0911103E,1149,0911103E,Section d'enseignement général et professionnel adapté du Collège Eugène Delacroix,SEGPA,CLG EUGENE DELACROIX,RUE FERDINAND BUISSON, ,91210,DRAVEIL,Draveil,91,25,91201
639687.5,6843005.8045,Section d'enseignement général et professionnel adapté du Collège Mondetour,0911144Z,1150,0911144Z,Section d'enseignement général et professionnel adapté du Collège Mondetour,SEGPA,CLG MONDETOUR,4  RUE DES LORRAINS, ,91940,LES ULIS,Les Ulis,91,25,91692
660257.299999997,6833080.6045,Section d'enseignement général et professionnel adapté du Collège La Nacelle,0911489Z,1151,0911489Z,Section d'enseignement général et professionnel adapté du Collège La Nacelle,SEGPA,CLG LA NACELLE,8  RUE DE LA NACELLE, ,91107,CORBEIL ESSONNES CEDEX,Corbeil-Essonnes,91,25,91174
663176.0,6845756.3045,Collège privé Beth Rivkah,0912000E,1152,0912000E,Collège privé Beth Rivkah,COLLEGE PRIVE,BETH RIVKAH,43  RUE RAYMOND POINCARE, ,91330,YERRES,Yerres,91,25,91691
656576.100000001,6845213.8045,Collège privé Rhazès,0912363Z,1153,0912363Z,Collège privé Rhazès,ECOLE SECONDAIRE PRIVEE,RHAZES,15 rue GALILEE, ,91270,VIGNEUX SUR SEINE,Vigneux-sur-Seine,91,25,91657
645740.799999997,6856094.9045,Collège privé Sainte Marie,0920998K,1154,0920998K,Collège privé Sainte Marie,COLLEGE PRIVE,SAINTE MARIE,10 rue HEVIN, ,92140,CLAMART,Clamart,92,25,92023
647060.399999999,6869830.4045,Section d'enseignement général et professionnel adapté du Collège André Malraux,0921546F,1155,0921546F,Section d'enseignement général et professionnel adapté du Collège André Malraux,SEGPA,CLG ANDRE MALRAUX,8 rue SCHEURER KESTNER, ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,92,25,92004
639745.399999999,6863178.4045,Section d'enseignement général et professionnel adapté du Collège Jules Verne,0921558U,1156,0921558U,Section d'enseignement général et professionnel adapté du Collège Jules Verne,SEGPA,CLG JULES VERNE,99 route DE L'EMPEREUR, ,92500,RUEIL MALMAISON,Rueil-Malmaison,92,25,92063
647588.700000003,6867754.3045,Collège privé Sainte Geneviève,0921902T,1157,0921902T,Collège privé Sainte Geneviève,COLLEGE PRIVE,SAINTE GENEVIEVE,19 RUE DE LA STATION, ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,92,25,92004
647243.600000001,6864923.9045,Collège privé Notre-Dame de Sainte Croix,0921913E,1158,0921913E,Collège privé Notre-Dame de Sainte Croix,COLLEGE PRIVE,NOTRE DAME DE SAINTE CROIX,30  AVENUE DU ROULE, ,92200,NEUILLY SUR SEINE,Neuilly-sur-Seine,92,25,92051
647194.899999999,6867506.7045,Collège privé Chambertin,0922256C,1159,0922256C,Collège privé Chambertin,COLLEGE PRIVE,CHAMBERTIN,9 avenue DE LA MARNE, ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,92,25,92004
646142.399999999,6867326.0045,Ecole secondaire privée  les vignes,0922657N,1160,0922657N,Ecole secondaire privée  les vignes,ECOLE SECONDAIRE PRIVEE,LES VIGNES,21 RUE DE LOUVAIN, ,92400,COURBEVOIE,Courbevoie,92,25,92026
662992.0,6873318.6045,Section d'enseignement général et professionnel adapté Victor Hugo,0931020D,1161,0931020D,Section d'enseignement général et professionnel adapté Victor Hugo,SEGPA,CLG VICTOR HUGO,55 rue Auguste Renoir, ,93600,AULNAY SOUS BOIS,Aulnay-sous-Bois,93,24,93005
662870.899999999,6862744.9045,Section d'enseignement général et professionnel adapté Saint-Exupéry,0931323H,1162,0931323H,Section d'enseignement général et professionnel adapté Saint-Exupéry,SEGPA,CLG SAINT EXUPERY,173 rue Victor Hugo, ,93110,ROSNY SOUS BOIS,Rosny-sous-Bois,93,24,93064
665666.100000001,6869047.3045,Section d'enseignement général et professionnel adapté Léon Jouhaux,0931435E,1163,0931435E,Section d'enseignement général et professionnel adapté Léon Jouhaux,SEGPA,CLG LEON JOUHAUX,60 rue LEON JOUHAUX, ,93190,LIVRY GARGAN,Livry-Gargan,93,24,93046
658587.0,6867570.9045,Section d'enseignement général et professionnel adapté République,0931438H,1164,0931438H,Section d'enseignement général et professionnel adapté République,SEGPA,CLG REPUBLIQUE,66 rue de la République, ,93000,BOBIGNY,Bobigny,93,24,93008
660521.0,6862260.6045,Section d'enseignement général et professionnel adapté Lenain de Tillemont,0931440K,1165,0931440K,Section d'enseignement général et professionnel adapté Lenain de Tillemont,SEGPA,CLG LENAIN DE TILLEMONT,87  RUE LENAIN DE TILLEMONT, ,93100,MONTREUIL,Montreuil,93,24,93048
653257.399999999,6872424.7045,Section d'enseignement général et professionnel adapté Gustave Courbet,0931442M,1166,0931442M,Section d'enseignement général et professionnel adapté Gustave Courbet,SEGPA,CLG GUSTAVE COURBET,17 rue François Mitterrand, ,93380,PIERREFITTE SUR SEINE,Pierrefitte-sur-Seine,93,24,93059
659107.100000001,6864400.4045,Section d'enseignement général et professionnel adapté Gustave Courbet,0931495V,1167,0931495V,Section d'enseignement général et professionnel adapté Gustave Courbet,SEGPA,CLG GUSTAVE COURBET,101 boulevard Henri Barbusse, ,93230,ROMAINVILLE,Romainville,93,24,93063
655307.100000001,6873889.0045,Section d'enseignement général et professionnel adapté Pablo Néruda,0931543X,1168,0931543X,Section d'enseignement général et professionnel adapté Pablo Néruda,SEGPA,CLG PABLO NERUDA,17 RUE DES HULEUX, ,93240,STAINS,Stains,93,24,93072
659296.0,6872311.4045,Section d'enseignement général et professionnel adapté Descartes,0931563U,1169,0931563U,Section d'enseignement général et professionnel adapté Descartes,SEGPA,CLG DESCARTES,58 avenue LENINE, ,93150,LE BLANC MESNIL,Le Blanc-Mesnil,93,24,93007
667101.899999999,6872112.1045,Section d'enseignement général et professionnel adapté Jean Jaurès,0931608T,1170,0931608T,Section d'enseignement général et professionnel adapté Jean Jaurès,SEGPA,CLG JEAN JAURES,26 rue PAUL LAFARGUE, ,93420,VILLEPINTE,Villepinte,93,24,93078
649530.200000003,6873381.3045,Section d'enseignement général et professionnel adapté Robespierre,0931706Z,1171,0931706Z,Section d'enseignement général et professionnel adapté Robespierre,SEGPA,CLG ROBESPIERRE,1 RUE DES SAULES, ,93800,EPINAY SUR SEINE,Epinay-sur-Seine,93,24,93031
661986.200000003,6867992.5045,Section d'enseignement général et professionnel adapté Jean Zay,0931733D,1172,0931733D,Section d'enseignement général et professionnel adapté Jean Zay,SEGPA,CLG JEAN ZAY,66 BIS ROUTE D'AULNAY, ,93140,BONDY,Bondy,93,24,93010
651326.200000003,6868086.2045,Section d'enseignement général et professionnel adapté Jean Jaurès,0932045T,1173,0932045T,Section d'enseignement général et professionnel adapté Jean Jaurès,SEGPA,CLG JEAN JAURES,Place Jean Jaurès, ,93400,ST OUEN,Saint-Ouen,93,24,93070
668798.100000001,6839555.9045,Collège les Cités Unies,0771959L,1174,0771959L,Collège les Cités Unies,COLLEGE,LES CITES UNIES,88 rue DU BOIS L'EVEQUE, ,77380,COMBS LA VILLE,Combs-la-Ville,77,24,77122
645278.799999997,6853926.6045,Section d'enseignement général et professionnel adapté du Collège Romain Rolland,0921192W,1175,0921192W,Section d'enseignement général et professionnel adapté du Collège Romain Rolland,SEGPA,CLG ROMAIN ROLLAND,1 place WOKING, ,92350,LE PLESSIS ROBINSON,Le Plessis-Robinson,92,25,92060
650757.399999999,6871489.4045,Section d'enseignement général et professionnel adapté du Collège Georges Pompidou,0921544D,1176,0921544D,Section d'enseignement général et professionnel adapté du Collège Georges Pompidou,SEGPA,CLG GEORGES POMPIDOU,1 avenue Georges Pompidou, ,92390,VILLENEUVE LA GARENNE,Villeneuve-la-Garenne,92,25,92078
645278.899999999,6866916.8045,Section d'enseignement général et professionnel adapté du Collège Georges Pompidou,0921549J,1177,0921549J,Section d'enseignement général et professionnel adapté du Collège Georges Pompidou,SEGPA,CLG GEORGES POMPIDOU,20 avenue DU CHATEAU DU LOIR, ,92400,COURBEVOIE,Courbevoie,92,25,92026
640406.5,6865705.4045,Section d'enseignement général et professionnel adapté du Collège Jean Perrin,0921777G,1178,0921777G,Section d'enseignement général et professionnel adapté du Collège Jean Perrin,SEGPA,CLG JEAN PERRIN,20 rue DES GOULVENTS, ,92000,NANTERRE,Nanterre,92,25,92050
663306.200000003,6866670.1045,Collège Eric Tabarly,0930100D,1179,0930100D,Collège Eric Tabarly,COLLEGE,ERIC TABARLY,30 avenue Albert Thomas, ,93320,LES PAVILLONS SOUS BOIS,Les Pavillons-sous-Bois,93,24,93057
649705.399999999,6861033.6045,Collège privé Sainte Jeanne-Elisabeth,0752894N,1180,0752894N,Collège privé Sainte Jeanne-Elisabeth,COLLEGE PRIVE,SAINTE-JEANNE ELISABETH,8  RUE MAURICE DE LA SIZERANNE, ,75007,PARIS,Paris  7e  Arrondissement,75,01,75107
652277.100000001,6864489.2045,Collège privé Rocroy Saint Vincent de Paul,0752923V,1181,0752923V,Collège privé Rocroy Saint Vincent de Paul,COLLEGE PRIVE,ROCROY SAINT VINCENT DE PAUL,106  RUE DU FAUBOURG POISSONNIERE, ,75010,PARIS,Paris 10e  Arrondissement,75,01,75110
650950.600000001,6860822.1045,Collège privé Saint Sulpice,0752924W,1182,0752924W,Collège privé Saint Sulpice,COLLEGE PRIVE,SAINT-SULPICE,68  RUE D'ASSAS, ,75006,PARIS,Paris  6e  Arrondissement,75,01,75106
655708.0,6860421.0045,Collège privé Saint Michel de Picpus,0752934G,1183,0752934G,Collège privé Saint Michel de Picpus,COLLEGE PRIVE,SAINT-MICHEL DE PICPUS,53  RUE DE LA GARE DE REUILLY, ,75012,PARIS,Paris 12e  Arrondissement,75,01,75112
647962.100000001,6861090.0045,Ecole Active Jeannine Manuel (Collège privé),0752935H,1184,0752935H,Ecole Active Jeannine Manuel (Collège privé),COLLEGE PRIVE,ECOLE ACTIVE JEANNINE MANUEL,70 rue DU THEATRE, ,75015,PARIS,Paris 15e  Arrondissement,75,01,75115
648231.0,6863214.7045,Collège privé L'Assomption,0752936J,1185,0752936J,Collège privé L'Assomption,COLLEGE PRIVE,L'ASSOMPTION,6  RUE DE LUBECK, ,75016,PARIS,Paris 16e  Arrondissement,75,01,75116
656140.600000001,6862757.7045,Collège privé Beth Yacov,0753387Z,1186,0753387Z,Collège privé Beth Yacov,COLLEGE PRIVE,BETH YACOV,50 BIS RUE DES PRAIRIES, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
656327.799999997,6862504.5045,Collège privé Saint Germain de Charonne,0754005W,1187,0754005W,Collège privé Saint Germain de Charonne,COLLEGE PRIVE,SAINT-GERMAIN DE CHARONNE,3  RUE DES PRAIRIES, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
652569.200000003,6864277.0045,Collège privé Bossuet-Notre-Dame,0754506R,1188,0754506R,Collège privé Bossuet-Notre-Dame,COLLEGE PRIVE,BOSSUET-NOTRE-DAME,35  RUE DE CHABROL, ,75010,PARIS,Paris 10e  Arrondissement,75,01,75110
642836.899999999,6832632.6045,Etablissement régional d'enseignement adapté Le Château du Lac,0910429X,1189,0910429X,Etablissement régional d'enseignement adapté Le Château du Lac,ETAB.REGIONAL ENSEIGNT ADAPTE,LE CHATEAU DU LAC,2 rue DE LA ROCHE, ,91340,OLLAINVILLE,Ollainville,91,25,91461
639061.799999997,6860118.6045,Etablissement régional d'enseignement adapté Jacques Brel,0922287L,1190,0922287L,Etablissement régional d'enseignement adapté Jacques Brel,ETAB.REGIONAL ENSEIGNT ADAPTE,JACQUES BREL,104 bis boulevard Raymond Poincaré, ,92380,GARCHES,Garches,92,25,92033
654825.200000003,6867683.9045,Collège Gisèle Halimi,0932694Y,1191,0932694Y,Collège Gisèle Halimi,COLLEGE,GISELE HALIMI,45 rue Sadi Carnot, ,93300,AUBERVILLIERS,Aubervilliers,93,24,93001
662376.899999999,6846307.1045,Collège Guillaume Budé,0910062Y,1192,0910062Y,Collège Guillaume Budé,COLLEGE,GUILLAUME BUDE,107 rue Charles de Gaulle, ,91330,YERRES,Yerres,91,25,91691
656111.399999999,6851018.0045,Collège Paul Klee,0940575P,1193,0940575P,Collège Paul Klee,COLLEGE,PAUL KLEE,14 rue DU PAVE DE GRIGNON, ,94320,THIAIS,Thiais,94,24,94073
660483.0,6848205.0045,Collège Pierre Brossolette,0940791Z,1194,0940791Z,Collège Pierre Brossolette,COLLEGE,PIERRE BROSSOLETTE,38 avenue DU PRESIDENT KENNEDY, ,94190,VILLENEUVE ST GEORGES,Villeneuve-Saint-Georges,94,24,94078
657791.0,6855017.7045,Collège Léon Blum,0941022A,1195,0941022A,Collège Léon Blum,COLLEGE,LEON BLUM,58 rue ETIENNE DOLET, ,94140,ALFORTVILLE,Alfortville,94,24,94002
666310.5,6857115.9045,Collège Paul Vaillant-Couturier,0941299B,1196,0941299B,Collège Paul Vaillant-Couturier,COLLEGE,PAUL VAILLANT-COUTURIER,20 rue PAUL VAILLANT COUTURIER, ,94500,CHAMPIGNY SUR MARNE,Champigny-sur-Marne,94,24,94017
658979.0,6860943.9045,Collège privé Notre-Dame de la Providence,0941718G,1197,0941718G,Collège privé Notre-Dame de la Providence,COLLEGE PRIVE,NOTRE DAME DE LA PROVIDENCE,7 avenue Gabriel Péri, ,94307,VINCENNES CEDEX,Vincennes,94,24,94080
656548.399999999,6853922.4045,Collège privé Éducation et Savoir,0942223F,1198,0942223F,Collège privé Éducation et Savoir,COLLEGE PRIVEE,EDUCATION ET SAVOIR,144 rue LEON GEFFROY - BAT.A, ,94400,VITRY SUR SEINE,Vitry-sur-Seine,94,24,94081
675029.200000003,6826428.7046,Collège privé Sainte Marie,0771220H,1199,0771220H,Collège privé Sainte Marie,COLLEGE PRIVE,SAINTE MARIE,10 boulevard Gambetta, ,77000,MELUN,Melun,77,24,77288
628341.000100002,6871329.6045,Collège Flora Tristan,0780032L,1200,0780032L,Collège Flora Tristan,COLLEGE,FLORA TRISTAN,595 rue Pasteur, ,78955,CARRIERES SOUS POISSY,Carrières-sous-Poissy,78,25,78123
631775.700099997,6860152.7045,Collège J-B de La Quintinye,0780179W,1201,0780179W,Collège J-B de La Quintinye,COLLEGE,J-B DE LA QUINTINYE,1 place de la Quintinye, ,78590,NOISY LE ROI,Noisy-le-Roi,78,25,78455
631037.100100003,6857002.7045,Collège Jean Racine,0780186D,1202,0780186D,Collège Jean Racine,COLLEGE,JEAN RACINE,5 rue Jean Moulin, ,78210,ST CYR L ECOLE,Saint-Cyr-l'Ecole,78,25,78545
639496.799999997,6854032.3045,Collège Saint-Exupéry,0780210E,1203,0780210E,Collège Saint-Exupéry,COLLEGE,ST EXUPERY,21 avenue Robert Wagner, ,78140,VELIZY VILLACOUBLAY,Vélizy-Villacoublay,78,25,78640
626698.800099999,6859687.2045,Collège Léon Blum,0780260J,1204,0780260J,Collège Léon Blum,COLLEGE,LEON BLUM,19 avenue Lieutenant Maurice Hervé, ,78450,VILLEPREUX,Villepreux,78,25,78674
603371.600100003,6878849.3045,Collège Paul Cézanne,0780417E,1205,0780417E,Collège Paul Cézanne,COLLEGE,PAUL CEZANNE,7 rue Paul Gauguin, ,78202,MANTES LA JOLIE CEDEX,Mantes-la-Jolie,78,25,78361
622802.700099997,6849911.3045,Collège Philippe de Champaigne,0780512H,1206,0780512H,Collège Philippe de Champaigne,COLLEGE,PHILIPPE DE CHAMPAIGNE,4 avenue de Breteuil, ,78320,LE MESNIL ST DENIS,Le Mesnil-Saint-Denis,78,25,78397
626232.000100002,6853899.7045,Collège Le Village,0780514K,1207,0780514K,Collège Le Village,COLLEGE,LE VILLAGE,90 rue de Montfort, ,78194,TRAPPES CEDEX,Trappes,78,25,78621
619008.300099999,6847334.4045,Collège Les Molières,0780574A,1208,0780574A,Collège Les Molières,COLLEGE,LES MOLIERES,2 place de Salem, ,78690,LES ESSARTS LE ROI,Les Essarts-le-Roi,78,25,78220
605848.700099997,6877733.1045,Collège Jules Ferry,0780708W,1209,0780708W,Collège Jules Ferry,COLLEGE,JULES FERRY,5 rue des Ecoles, ,78200,MANTES LA JOLIE,Mantes-la-Jolie,78,25,78361
