X,Y,nom,id,objectid,numero_uai,appellatio,denominati,patronyme_,adresse_ua,lieu_dit_u,code_posta,localite_a,libelle_co,code_depar,code_acade,code_commu
656326.600000001,6852175.3045,Collège Emile Zola,0941040V,1,0941040V,Collège Emile Zola,COLLEGE,EMILE ZOLA,30 bis rue EMILE ZOLA -PLACE D'HENNIGS, ,94600,CHOISY LE ROI,Choisy-le-Roi,94,24,94022
655666.5,6849480.2045,Collège Dorval,0941042X,2,0941042X,Collège Dorval,COLLEGE,DORVAL,16 rue du Maréchal Foch, ,94310,ORLY,Orly,94,24,94054
661385.700000003,6860690.4045,Collège Victor Duruy,0941090Z,3,0941090Z,Collège Victor Duruy,COLLEGE,VICTOR DURUY,3 rue MOLIERE, ,94120,FONTENAY SOUS BOIS,Fontenay-sous-Bois,94,24,94033
656602.200000003,6851247.6045,Collège Henri Matisse,0941231C,4,0941231C,Collège Henri Matisse,COLLEGE,HENRI MATISSE,25 rue PAUL CARLE, ,94600,CHOISY LE ROI,Choisy-le-Roi,94,24,94022
661154.700000003,6852092.8045,Collège Simone de Beauvoir,0942127B,5,0942127B,Collège Simone de Beauvoir,COLLEGE,SIMONE DE BEAUVOIR,9 mail SAUSSURE, ,94000,CRETEIL,Créteil,94,24,94028
662357.100000001,6865819.7045,Collège Pierre Curie,0931005M,6,0931005M,Collège Pierre Curie,COLLEGE,PIERRE CURIE,128 route DE VILLEMOMBLE, ,93140,BONDY,Bondy,93,24,93010
653857.899999999,6872593.4045,Collège Barbara,0931147S,7,0931147S,Collège Barbara,COLLEGE,BARBARA,19 rue D'AMIENS, ,93240,STAINS,Stains,93,24,93072
659380.299999997,6868039.9045,Collège Pierre Semard,0931196V,8,0931196V,Collège Pierre Semard,COLLEGE,PIERRE SEMARD,85 rue PIERRE SEMARD, ,93000,BOBIGNY,Bobigny,93,24,93008
658690.5,6869745.8045,Collège Pierre Sémard,0931200Z,9,0931200Z,Collège Pierre Sémard,COLLEGE,PIERRE SEMARD,1 place MAURICE NILES, ,93700,DRANCY,Drancy,93,24,93029
659690.700000003,6868361.2045,Collège Liberté,0931202B,10,0931202B,Collège Liberté,COLLEGE,LIBERTE,84 rue de la Liberté, ,93700,DRANCY,Drancy,93,24,93029
658702.299999997,6861926.6045,Collège Marcelin Berthelot,0931210K,11,0931210K,Collège Marcelin Berthelot,COLLEGE,MARCELIN BERTHELOT,21 rue DE VINCENNES, ,93104,MONTREUIL CEDEX,Montreuil,93,24,93048
659870.0,6864108.4045,Collège Colonel Fabien,0931213N,12,0931213N,Collège Colonel Fabien,COLLEGE,COLONEL FABIEN,81 avenue DU COLONEL FABIEN, ,93100,MONTREUIL,Montreuil,93,24,93048
656866.0,6868548.2045,Collège Jean Jaurès,0931216S,13,0931216S,Collège Jean Jaurès,COLLEGE,JEAN JAURES,3 rue EDOUARD RENARD PROLONGEE, ,93500,PANTIN,Pantin,93,24,93055
655762.600000001,6867127.0045,Collège Jean Lolive,0931218U,14,0931218U,Collège Jean Lolive,COLLEGE,JEAN LOLIVE,34 rue CARTIER BRESSON, ,93500,PANTIN,Pantin,93,24,93055
652508.799999997,6871722.9045,Collège Fabien,0931229F,15,0931229F,Collège Fabien,COLLEGE,FABIEN,1 rue MAX JACOB, ,93200,ST DENIS,Saint-Denis,93,24,93066
654382.600000001,6871254.0045,Collège Henri Barbusse,0931232J,16,0931232J,Collège Henri Barbusse,COLLEGE,HENRI BARBUSSE,23 rue DE SEVRAN, ,93200,ST DENIS,Saint-Denis,93,24,93066
659107.100000001,6864400.4045,Collège Gustave Courbet,0931381W,17,0931381W,Collège Gustave Courbet,COLLEGE,GUSTAVE COURBET,101 boulevard Henri Barbusse, ,93230,ROMAINVILLE,Romainville,93,24,93063
654923.700000003,6869300.7045,Collège Jean Vilar,0931429Y,18,0931429Y,Collège Jean Vilar,COLLEGE,JEAN VILAR,28 RUE SUZANNE MASSON, ,93120,LA COURNEUVE,La Courneuve,93,24,93027
709994.5,6871342.6045,Collège la Rochefoucauld,0770024H,19,0770024H,Collège la Rochefoucauld,COLLEGE,LA ROCHEFOUCAULD,59  RUE DU GUET, ,77260,LA FERTE SOUS JOUARRE,La Ferté-sous-Jouarre,77,24,77183
649714.700000003,6859572.6045,Collège Alberto Giacometti,0750445B,20,0750445B,Collège Alberto Giacometti,COLLEGE,ALBERTO GIACOMETTI,7 rue DU CANGE, ,75014,PARIS,Paris 14e  Arrondissement,75,01,75114
652449.899999999,6865639.8045,Collège Georges Clémenceau,0750546L,21,0750546L,Collège Georges Clémenceau,COLLEGE,GEORGES CLEMENCEAU,43 rue DES POISSONNIERS, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
653673.200000003,6864806.9045,Collège Valmy,0750584C,22,0750584C,Collège Valmy,COLLEGE,VALMY,199 quai DE VALMY, ,75010,PARIS,Paris 10e  Arrondissement,75,01,75110
655532.200000003,6859891.9045,Collège Jules Verne,0750610F,23,0750610F,Collège Jules Verne,COLLEGE,JULES VERNE,20  RUE DE LA BRECHE AUX LOUPS, ,75012,PARIS,Paris 12e  Arrondissement,75,01,75112
654434.299999997,6864760.3045,Collège Edouard Pailleron,0751707Y,24,0751707Y,Collège Edouard Pailleron,COLLEGE,EDOUARD PAILLERON,33  RUE EDOUARD PAILLERON, ,75019,PARIS,Paris 19e  Arrondissement,75,01,75119
650641.0,6864760.5045,Collège Condorcet,0751791P,25,0751791P,Collège Condorcet,COLLEGE,CONDORCET,61  RUE D'AMSTERDAM, ,75008,PARIS,Paris  8e  Arrondissement,75,01,75108
654918.5,6860768.0045,Collège Guy Flavien,0752189X,26,0752189X,Collège Guy Flavien,COLLEGE,GUY FLAVIEN,6  RUE D'ARTAGNAN, ,75012,PARIS,Paris 12e  Arrondissement,75,01,75112
651083.399999999,6866406.6045,Collège Hector Berlioz,0752252R,27,0752252R,Collège Hector Berlioz,COLLEGE,HECTOR BERLIOZ,17 RUE GEORGETTE AGUTTE, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
650859.600000001,6865941.8045,Collège Antoine Coysevox,0752319N,28,0752319N,Collège Antoine Coysevox,COLLEGE,ANTOINE COYSEVOX,16 RUE COYSEVOX, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
653202.299999997,6859228.2045,Collège Elsa Triolet,0752385K,29,0752385K,Collège Elsa Triolet,COLLEGE,ELSA TRIOLET,9 rue YEO THOMAS, ,75013,PARIS,Paris 13e  Arrondissement,75,01,75113
653064.799999997,6861760.6045,Collège Charlemagne,0752525M,30,0752525M,Collège Charlemagne,COLLEGE,CHARLEMAGNE,13 rue Charlemagne, ,75004,PARIS,Paris  4e  Arrondissement,75,01,75104
651508.899999999,6860460.0045,Collège Lavoisier,0752531U,31,0752531U,Collège Lavoisier,COLLEGE,LAVOISIER,17 rue Henri Barbusse, ,75005,PARIS,Paris  5e  Arrondissement,75,01,75105
654845.5,6862786.7045,Collège Voltaire,0752536Z,32,0752536Z,Collège Voltaire,COLLEGE,VOLTAIRE,101 avenue de la République, ,75011,PARIS,Paris 11e  Arrondissement,75,01,75111
649035.399999999,6858699.4045,Collège François Villon,0752544H,33,0752544H,Collège François Villon,COLLEGE,FRANCOIS VILLON,10 avenue MARC SANGNIER, ,75014,PARIS,Paris 14e  Arrondissement,75,01,75114
652788.200000003,6861848.5045,Collège François Couperin,0752693V,34,0752693V,Collège François Couperin,COLLEGE,FRANCOIS COUPERIN,2 allée DES JUSTES, ,75004,PARIS,Paris  4e  Arrondissement,75,01,75104
656186.600000001,6863494.7045,Collège Léon Gambetta,0752696Y,35,0752696Y,Collège Léon Gambetta,COLLEGE,LEON GAMBETTA,149 avenue Gambetta, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
656797.299999997,6862029.1045,Collège Jean Perrin,0753939Z,36,0753939Z,Collège Jean Perrin,COLLEGE,JEAN PERRIN,6 rue EUGENE REISZ, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
654331.5,6858943.7045,Collège Thomas Mann,0755000C,37,0755000C,Collège Thomas Mann,COLLEGE,THOMAS MANN,91 avenue DE FRANCE, ,75013,PARIS,Paris 13e  Arrondissement,75,01,75113
653252.899999999,6865565.6045,Collège Aimé Césaire,0755433Y,38,0755433Y,Collège Aimé Césaire,COLLEGE,AIMÉ CÉSAIRE,2 esplanade NATHALIE SARRAUTE, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
670106.399999999,6873943.1045,Collège Erik Satie,0772573D,39,0772573D,Collège Erik Satie,COLLEGE,ERIK SATIE,Avenue DES MARTYRS DE CHATEAUBRIANT, ,77290,MITRY MORY,Mitry-Mory,77,24,77294
652971.100000001,6880213.5045,Collège privé Le Luat,0951817J,40,0951817J,Collège privé Le Luat,COLLEGE PRIVE,LE LUAT,Pavillon Château du Luat, ,95350,PISCOP,Piscop,95,25,95489
653793.600000001,6841348.9045,Collège privé Saint Louis Saint Clément,0911752K,41,0911752K,Collège privé Saint Louis Saint Clément,COLLEGE PRIVE,SAINT-LOUIS SAINT-CLEMENT,1 RUE MARGOT, ,91170,VIRY CHATILLON,Viry-Châtillon,91,25,91687
649958.200000003,6857862.5045,Collège privé Jeanne d'Arc,0921911C,42,0921911C,Collège privé Jeanne d'Arc,COLLEGE PRIVE,JEANNE D ARC,44 rue Gabriel Péri, ,92120,MONTROUGE,Montrouge,92,25,92049
647476.600000001,6878361.5045,Collège privé Notre-Dame de Bury,0951505V,43,0951505V,Collège privé Notre-Dame de Bury,COLLEGE PRIVE,NOTRE-DAME DE BURY,1 avenue Georges Pompidou, ,95580,MARGENCY,Margency,95,25,95369
680137.700000003,6812555.3046,Collège de la Vallée,0771422C,44,0771422C,Collège de la Vallée,COLLEGE,DE LA VALLEE,87 rue DU VIEUX RU, ,77216,AVON CEDEX,Avon,77,24,77014
696963.600000001,6810470.0046,Collège André Malraux,0771761W,45,0771761W,Collège André Malraux,COLLEGE,ANDRE MALRAUX,Avenue du Lycée, ,77871,MONTEREAU CEDEX,Montereau-Fault-Yonne,77,24,77305
717539.799999997,6861014.4045,Collège Jacques Prévert,0771770F,46,0771770F,Collège Jacques Prévert,COLLEGE,JACQUES PREVERT,Chemin DU BOIS DES NOUES, ,77510,REBAIS,Rebais,77,24,77385
666625.100000001,6836619.9045,Collège Saint-Louis,0772128V,47,0772128V,Collège Saint-Louis,COLLEGE,SAINT LOUIS,124 mail DES PEPINIERES, ,77127,LIEUSAINT,Lieusaint,77,24,77251
675870.100000001,6862085.1045,Collège Léonard de Vinci,0772154Y,48,0772154Y,Collège Léonard de Vinci,COLLEGE,LEONARD DE VINCI,Rue DES SABLONS, ,77400,ST THIBAULT DES VIGNES,Saint-Thibault-des-Vignes,77,24,77438
721872.0,6827625.6046,Collège Marie Curie,0772481D,49,0772481D,Collège Marie Curie,COLLEGE,MARIE CURIE,6 rue JACQUES BEURDELEY, ,77160,PROVINS,Provins,77,24,77379
675779.899999999,6797619.2046,Collège Vasco de Gama,0772574E,50,0772574E,Collège Vasco de Gama,COLLEGE,VASCO DE GAMA,25 rue GUINEBERT, ,77140,ST PIERRE LES NEMOURS,Saint-Pierre-lès-Nemours,77,24,77431
649496.899999999,6854164.8045,Section d'enseignement général et professionnel adapté du Collège Evariste Galois,0921403A,51,0921403A,Section d'enseignement général et professionnel adapté du Collège Evariste Galois,SEGPA,CLG EVARISTE GALOIS,34 rue DE FONTENAY, ,92340,BOURG LA REINE,Bourg-la-Reine,92,25,92014
653554.399999999,6862876.4045,Collège Beaumarchais,0750362L,52,0750362L,Collège Beaumarchais,COLLEGE,BEAUMARCHAIS,124 rue Amelot, ,75011,PARIS,Paris 11e  Arrondissement,75,01,75111
653360.799999997,6862975.2045,Collège Pierre Jean de Béranger,0750387N,53,0750387N,Collège Pierre Jean de Béranger,COLLEGE,PIERRE-JEAN DE BERANGER,5 rue Beranger, ,75003,PARIS,Paris  3e  Arrondissement,75,01,75103
656009.0,6860445.1045,Ecole Secondaire Privée du Cerene,0755726S,54,0755726S,Ecole Secondaire Privée du Cerene,ECOLE SECONDAIRE PRIVEE,CERENE,25 rue Dagorno, ,75012,PARIS,Paris 12e  Arrondissement,75,01,75112
649406.700000003,6865699.4045,Collège La rose blanche,0755779Z,55,0755779Z,Collège La rose blanche,COLLEGE,LA ROSE BLANCHE,34 rue Marie-Georges Picquart, ,75017,PARIS,Paris 17e  Arrondissement,75,01,75117
649309.5,6862341.5045,Cours du Pont de Pierre,0755799W,56,0755799W,Cours du Pont de Pierre,ECOLE SECONDAIRE PRIVEE,COURS DU PONT DE PIERRE,11 rue de la Comète, ,75007,PARIS,Paris  7e  Arrondissement,75,01,75107
645612.899999999,6860669.5045,Collège privé MCCAXES,0755895A,57,0755895A,Collège privé MCCAXES,COLLEGE PRIVE,MCCAXES,83 boulevard Exelmans, ,75016,PARIS,Paris 16e  Arrondissement,75,01,75116
686273.600000001,6863173.0045,Collège Jacqueline de Romilly,0772713F,58,0772713F,Collège Jacqueline de Romilly,COLLEGE,JACQUELINE DE ROMILLY,44 rue des Grouettes, ,77700,MAGNY LE HONGRE,Magny-le-Hongre,77,24,77268
687900.0,6856583.3045,College Père Jacques,0772650M,59,0772650M,College Père Jacques,COLLEGE PRIVE,PERE JACQUES,Route DE PROVINS, ,77174,VILLENEUVE LE COMTE,Villeneuve-le-Comte,77,24,77508
695943.600000001,6810874.2046,College Avenir et Reussite,0772879L,60,0772879L,College Avenir et Reussite,ECOLE SECONDAIRE PRIVEE,AVENIR ET REUSSITE,8 rue Roberte Boucher, ,77130,MONTEREAU FAULT YONNE,Montereau-Fault-Yonne,77,24,77305
635916.100100003,6860796.4045,Collège Victor Hugo,0780036R,61,0780036R,Collège Victor Hugo,COLLEGE,VICTOR HUGO,52 avenue des Etangs, ,78170,LA CELLE ST CLOUD,La Celle-Saint-Cloud,78,25,78126
605211.500100002,6875689.2045,Collège Les Plaisances,0780116C,62,0780116C,Collège Les Plaisances,COLLEGE,LES PLAISANCES,Rue Jean Moulin, ,78711,MANTES LA VILLE,Mantes-la-Ville,78,25,78362
639365.5,6855738.6045,Collège Jean Racine,0780184B,63,0780184B,Collège Jean Racine,COLLEGE,JEAN RACINE,2 rue Racine, ,78220,VIROFLAY,Viroflay,78,25,78686
625049.300099999,6853203.9045,Collège Youri Gagarine,0780187E,64,0780187E,Collège Youri Gagarine,COLLEGE,YOURI GAGARINE,28 boulevard Martin Luther King, ,78190,TRAPPES,Trappes,78,25,78621
597804.300099999,6855398.6045,Collège François Mauriac,0780254C,65,0780254C,Collège François Mauriac,COLLEGE,FRANCOIS MAURIAC,677 rue Des Clos de l'Ecu, ,78550,HOUDAN,Houdan,78,25,78310
628388.4001,6855906.2045,Collège Mozart,0780261K,66,0780261K,Collège Mozart,COLLEGE,MOZART,9 avenue Mozart, ,78390,BOIS D ARCY,Bois-d'Arcy,78,25,78073
623981.500100002,6876016.2045,Collège Jean Zay,0780267S,67,0780267S,Collège Jean Zay,COLLEGE,JEAN ZAY,1 rue Jean Zay, ,78480,VERNEUIL SUR SEINE,Verneuil-sur-Seine,78,25,78642
622358.500100002,6852041.6045,Collège Louis Pergaud,0780419G,68,0780419G,Collège Louis Pergaud,COLLEGE,LOUIS PERGAUD,15 avenue de l'Image, ,78315,MAUREPAS CEDEX,Maurepas,78,25,78383
637907.5,6865835.8045,Collège Paul Bert,0780575B,69,0780575B,Collège Paul Bert,COLLEGE,PAUL BERT,12 rue des Ecoles, ,78400,CHATOU,Chatou,78,25,78146
636169.5,6855750.1045,Collège Pierre de Nolhac,0780580G,70,0780580G,Collège Pierre de Nolhac,COLLEGE,PIERRE DE NOLHAC,10 rue de Limoges, ,78000,VERSAILLES,Versailles,78,25,78646
595329.800099999,6882251.5045,Collège Marcel Pagnol,0780707V,71,0780707V,Collège Marcel Pagnol,COLLEGE,MARCEL PAGNOL,Rue Marcel Pagnol, ,78270,BONNIERES SUR SEINE,Bonnières-sur-Seine,78,25,78089
622268.600100003,6831140.5045,Collège Georges Brassens,0780712A,72,0780712A,Collège Georges Brassens,COLLEGE,GEORGES BRASSENS,14 rue de Guhermont, ,78730,ST ARNOULT EN YVELINES,Saint-Arnoult-en-Yvelines,78,25,78537
635409.000100002,6852558.2045,Collège Martin Luther King,0780715D,73,0780715D,Collège Martin Luther King,COLLEGE,MARTIN LUTHER KING,9 rue Collin Mamet, ,78530,BUC,Buc,78,25,78117
613402.800099999,6838512.0045,Collège Le Rondeau,0780846W,74,0780846W,Collège Le Rondeau,COLLEGE,LE RONDEAU,5 AVENUE DU GAL LECLERC, ,78511,RAMBOUILLET CEDEX,Rambouillet,78,25,78517
637253.600000001,6864247.7045,Collège Jean Moulin,0780847X,75,0780847X,Collège Jean Moulin,COLLEGE,JEAN MOULIN,19 rue de Seine, ,78290,CROISSY SUR SEINE,Croissy-sur-Seine,78,25,78190
636597.799999997,6856527.2045,Collège Hoche,0781106D,76,0781106D,Collège Hoche,COLLEGE,HOCHE,73 avenue de Saint-Cloud, ,78000,VERSAILLES,Versailles,78,25,78646
620871.200099997,6850952.8045,Collège La Mare aux Saules,0781511U,77,0781511U,Collège La Mare aux Saules,COLLEGE,LA MARE AUX SAULES,14 rue du Moulin à Vent, ,78310,COIGNIERES,Coignières,78,25,78168
624925.500100002,6854358.8045,Collège Gustave Courbet,0781618K,78,0781618K,Collège Gustave Courbet,COLLEGE,GUSTAVE COURBET,2 allée Victor Jara, ,78190,TRAPPES,Trappes,78,25,78621
611702.100100003,6877249.8045,Collège Jacques Cartier,0781885A,79,0781885A,Collège Jacques Cartier,COLLEGE,JACQUES CARTIER,190 route Départepentale, ,78440,ISSOU,Issou,78,25,78314
615405.300099999,6839095.3045,Collège Catherine de Vivonne,0781886B,80,0781886B,Collège Catherine de Vivonne,COLLEGE,CATHERINE DE VIVONNE,Rue de Clairefontaine, ,78513,RAMBOUILLET CEDEX,Rambouillet,78,25,78517
620857.4001,6873418.2045,Collège Léonard de Vinci,0781915H,81,0781915H,Collège Léonard de Vinci,COLLEGE,LEONARD DE VINCI,9 rue des Sablons, ,78920,ECQUEVILLY,Ecquevilly,78,25,78206
607546.600100003,6879091.1045,Collège Galilée,0782115A,82,0782115A,Collège Galilée,COLLEGE,GALILEE,8 avenue Edouard fossé, ,78520,LIMAY,Limay,78,25,78335
639277.399999999,6872341.5045,Collège Louis Paulhan,0783463R,83,0783463R,Collège Louis Paulhan,COLLEGE,LOUIS PAULHAN,15 RUE GUY DE MAUPASSANT, ,78500,SARTROUVILLE,Sartrouville,78,25,78586
651405.100000001,6838088.2045,Collège Jean Macé,0910678T,84,0910678T,Collège Jean Macé,COLLEGE,JEAN MACE,7 rue ROGER MARTIN DU GARD, ,91700,STE GENEVIEVE DES BOIS,Sainte-Geneviève-des-Bois,91,25,91549
660801.799999997,6834091.3045,Collège Le Chantemerle,0910752Y,85,0910752Y,Collège Le Chantemerle,COLLEGE,LE CHANTEMERLE,9 boulevard GEORGES MICHEL, ,91100,CORBEIL ESSONNES,Corbeil-Essonnes,91,25,91174
657197.100000001,6844952.6045,Collège Paul Eluard,0910776Z,86,0910776Z,Collège Paul Eluard,COLLEGE,PAUL ELUARD,1 rue PAUL ELUARD, ,91270,VIGNEUX SUR SEINE,Vigneux-sur-Seine,91,25,91657
646112.899999999,6848590.1045,Collège Gérard Philipe,0910859P,87,0910859P,Collège Gérard Philipe,COLLEGE,GERARD PHILIPE,9 rue DES MIGNEAUX, ,91300,MASSY,Massy,91,25,91377
649854.200000003,6838624.5045,Collège Jules Ferry,0910860R,88,0910860R,Collège Jules Ferry,COLLEGE,JULES FERRY,99 avenue PIERRE SEMART, ,91700,STE GENEVIEVE DES BOIS,Sainte-Geneviève-des-Bois,91,25,91549
640996.899999999,6845176.3045,Collège Alain Fournier,0910968H,89,0910968H,Collège Alain Fournier,COLLEGE,ALAIN FOURNIER,14 rue ALAIN FOURNIER, ,91402,ORSAY CEDEX,Orsay,91,25,91471
656324.700000003,6841818.4045,Collège Eugène Delacroix,0910973N,90,0910973N,Collège Eugène Delacroix,COLLEGE,EUGENE DELACROIX,Rue FERDINAND BUISSON, ,91210,DRAVEIL,Draveil,91,25,91201
661626.299999997,6832541.1045,Collège Louise Michel,0911024U,91,0911024U,Collège Louise Michel,COLLEGE,LOUISE MICHEL,21 CHEMIN DES MOZARDS, ,91100,CORBEIL ESSONNES,Corbeil-Essonnes,91,25,91174
646957.899999999,6847722.7045,Collège Denis Diderot,0911031B,92,0911031B,Collège Denis Diderot,COLLEGE,DENIS DIDEROT,56 ter rue DE LONGJUMEAU, ,91300,MASSY,Massy,91,25,91377
649473.100000001,6834880.9045,Collège Paul Eluard,0911039K,93,0911039K,Collège Paul Eluard,COLLEGE,PAUL ELUARD,8  RUE HENRI DOUARD, ,91220,BRETIGNY SUR ORGE,Brétigny-sur-Orge,91,25,91103
651710.600000001,6837603.6045,Collège Paul Eluard,0911042N,94,0911042N,Collège Paul Eluard,COLLEGE,PAUL ELUARD,Rue Léo Lagrange, ,91700,STE GENEVIEVE DES BOIS,Sainte-Geneviève-des-Bois,91,25,91549
639702.600000001,6843037.6045,Collège Mondetour,0911127F,95,0911127F,Collège Mondetour,COLLEGE,MONDETOUR,4 rue DES LORRAINS, ,91940,LES ULIS,Les Ulis,91,25,91692
656385.299999997,6860610.5045,Collège Georges Courteline,0750444A,96,0750444A,Collège Georges Courteline,COLLEGE,GEORGES COURTELINE,48 avenue DR ARNOLD NETTER, ,75012,PARIS,Paris 12e  Arrondissement,75,01,75112
654486.399999999,6865685.7045,Collège Wolfgang Amadeus Mozart,0750484U,97,0750484U,Collège Wolfgang Amadeus Mozart,COLLEGE,W.A. MOZART,7 rue Jomard, ,75019,PARIS,Paris 19e  Arrondissement,75,01,75119
654998.700000003,6865095.8045,Collège Georges Brassens,0750507U,98,0750507U,Collège Georges Brassens,COLLEGE,GEORGES BRASSENS,4  RUE ERIK SATIE, ,75019,PARIS,Paris 19e  Arrondissement,75,01,75119
656448.299999997,6861372.0045,Collège Lucie Faure,0750550R,99,0750550R,Collège Lucie Faure,COLLEGE,LUCIE FAURE,40 rue des Pyrénées, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
650697.100000001,6858838.5045,Collège Jean Moulin,0750611G,100,0750611G,Collège Jean Moulin,COLLEGE,JEAN MOULIN,75 rue D'ALESIA, ,75014,PARIS,Paris 14e  Arrondissement,75,01,75114
651553.5,6866445.5045,Section d'enseignement général et professionnel adapté du Collège Hector Berlioz,0751767N,101,0751767N,Section d'enseignement général et professionnel adapté du Collège Hector Berlioz,SEGPA,COLLEGE HECTOR BERLIOZ,74 BIS RUE DU POTEAU, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
648967.799999997,6865320.4045,Collège Pierre de Ronsard,0752107H,102,0752107H,Collège Pierre de Ronsard,COLLEGE,PIERRE DE RONSARD,140 avenue DE WAGRAM, ,75017,PARIS,Paris 17e  Arrondissement,75,01,75117
651046.899999999,6861838.7045,Collège Jacques Prévert,0752187V,103,0752187V,Collège Jacques Prévert,COLLEGE,JACQUES PREVERT,18 rue SAINT BENOIT, ,75006,PARIS,Paris  6e  Arrondissement,75,01,75106
653047.799999997,6865577.4045,Collège Marx Dormoy,0752196E,104,0752196E,Collège Marx Dormoy,COLLEGE,MARX DORMOY,55 rue MARX DORMOY, ,75018,PARIS,Paris 18e  Arrondissement,75,01,75118
652106.200000003,6860899.4045,Collège Henri IV,0752526N,105,0752526N,Collège Henri IV,COLLEGE,HENRI IV,23 rue CLOVIS, ,75005,PARIS,Paris  5e  Arrondissement,75,01,75105
650106.700000003,6864850.1045,Collège Chaptal,0752529S,106,0752529S,Collège Chaptal,COLLEGE,CHAPTAL,45 boulevard DES BATIGNOLLES, ,75008,PARIS,Paris  8e  Arrondissement,75,01,75108
651847.200000003,6864807.4045,Collège Jacques Decour,0752532V,107,0752532V,Collège Jacques Decour,COLLEGE,JACQUES DECOUR,12 AVENUE TRUDAINE, ,75009,PARIS,Paris  9e  Arrondissement,75,01,75109
654943.299999997,6861112.3045,Collège Jean François Oeben,0752542F,108,0752542F,Collège Jean François Oeben,COLLEGE,JEAN-FRANCOIS OEBEN,21 RUE DE REUILLY, ,75012,PARIS,Paris 12e  Arrondissement,75,01,75112
648400.399999999,6860553.1045,Collège Camille Sée,0752546K,109,0752546K,Collège Camille Sée,COLLEGE,CAMILLE SEE,11 rue LEON LHERMITTE, ,75015,PARIS,Paris 15e  Arrondissement,75,01,75115
646234.899999999,6861049.2045,Collège Jean-Baptiste Say,0752549N,110,0752549N,Collège Jean-Baptiste Say,COLLEGE,JEAN-BAPTISTE SAY,11 BIS RUE D'AUTEUIL, ,75016,PARIS,Paris 16e  Arrondissement,75,01,75116
645440.700000003,6860828.4045,Collège Jean de La Fontaine,0752550P,111,0752550P,Collège Jean de La Fontaine,COLLEGE,JEAN DE LA FONTAINE,1 place DE LA PORTE MOLITOR, ,75016,PARIS,Paris 16e  Arrondissement,75,01,75116
654378.100000001,6864746.3045,Collège Henri Bergson,0752555V,112,0752555V,Collège Henri Bergson,COLLEGE,HENRI BERGSON,27 RUE EDOUARD PAILLERON, ,75019,PARIS,Paris 19e  Arrondissement,75,01,75119
656479.100000001,6861027.3045,Collège Hélène Boucher,0752556W,113,0752556W,Collège Hélène Boucher,COLLEGE,HELENE BOUCHER,75 cours DE VINCENNES, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
653349.700000003,6858008.4045,Collège Camille Claudel,0752694W,114,0752694W,Collège Camille Claudel,COLLEGE,CAMILLE CLAUDEL,4 BIS AVENUE DE CHOISY, ,75013,PARIS,Paris 13e  Arrondissement,75,01,75113
652535.5,6864354.8045,Collège Bernard Palissy,0752829T,115,0752829T,Collège Bernard Palissy,COLLEGE,BERNARD PALISSY,21 RUE DES PETITS HOTELS, ,75010,PARIS,Paris 10e  Arrondissement,75,01,75110
656342.0,6862269.2045,Collège Flora Tristan,0753046D,116,0753046D,Collège Flora Tristan,COLLEGE,FLORA TRISTAN,4 rue GALLERON, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
654281.899999999,6866132.7045,Collège Edmond Michelet,0753345D,117,0753345D,Collège Edmond Michelet,COLLEGE,EDMOND MICHELET,70  RUE DE L'OURCQ, ,75019,PARIS,Paris 19e  Arrondissement,75,01,75119
647049.5,6860108.3045,Collège André Citroën,0754305X,118,0754305X,Collège André Citroën,COLLEGE,ANDRE CITROEN,208 rue SAINT CHARLES, ,75015,PARIS,Paris 15e  Arrondissement,75,01,75115
655106.799999997,6863180.7045,Collège Robert Doisneau,0754355B,119,0754355B,Collège Robert Doisneau,COLLEGE,ROBERT DOISNEAU,51 rue DES PANOYAUX, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
655106.799999997,6863180.7045,Section d'enseignement général et professionnel adapté du Collège Robert Doisneau,0754405F,120,0754405F,Section d'enseignement général et professionnel adapté du Collège Robert Doisneau,SEGPA,COLLEGE ROBERT DOISNEAU,51 RUE DES PANOYAUX, ,75020,PARIS,Paris 20e  Arrondissement,75,01,75120
651601.600000001,6861873.4045,Section d'enseignement général et professionnel adapté du Collège Jacques Prévert,0754482P,121,0754482P,Section d'enseignement général et professionnel adapté du Collège Jacques Prévert,SEGPA,COLLEGE JACQUES PREVERT,2 RUE DU PONT DE LODI, ,75006,PARIS,Paris  6e  Arrondissement,75,01,75106
649714.700000003,6859572.6045,Section d'enseignement général et professionnel adapté du Collège Giacometti,0754483R,122,0754483R,Section d'enseignement général et professionnel adapté du Collège Giacometti,SEGPA,COLLEGE GIACOMETTI,7 RUE DU CANGE, ,75014,PARIS,Paris 14e  Arrondissement,75,01,75114
