objectid,numero_uai,appellatio,denominati,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,appariemen,localisati,nature_uai,etat_eta_1,code_depar,code_acade,code_commu,libelle_de,libelle_ac,contrat,id,nom,x,y
560,0922427N,"Lycée polyvalent Claude Garamont, lycée des métiers des industries et arts graphiques",LPO LYCEE DES METIERS,CLAUDE GARAMONT,Public,69 rue DE L'INDUSTRIE, , ,92701,COLOMBES CEDEX,Colombes,Parfaite,Numéro de rue,306,OUVERT,92,25,92025,Hauts-de-Seine,Versailles,Public,0922427N,"Lycée polyvalent Claude Garamont, lycée des métiers des industries et arts graphiques",644780.100043,6868448.40453
561,0922443F,"Lycée polyvalent  Etienne-Jules Marey, lycée des métiers de la petite enfance et des soins à la personne",LPO LYCEE DES METIERS,ETIENNE-JULES MAREY,Public,154 rue DE SILLY, , ,92100,BOULOGNE BILLANCOURT,Boulogne-Billancourt,Parfaite,Numéro de rue,306,OUVERT,92,25,92012,Hauts-de-Seine,Versailles,Public,0922443F,"Lycée polyvalent  Etienne-Jules Marey, lycée des métiers de la petite enfance et des soins à la personne",643703.500044,6859434.50453
562,0930929E,Lycée professionnel privé Jeanne la Lorraine,LYCEE PROFESSIONNEL PRIVE,JEANNE LA LORRAINE,Privé,3 BOULEVARD DU NORD, , ,93340,LE RAINCY,Le Raincy,Parfaite,Numéro de rue,320,OUVERT,93,24,93062,Seine-Saint-Denis,Créteil,Privé sous contrat,0930929E,Lycée professionnel privé Jeanne la Lorraine,664341.000028,6867005.30453
563,0930933J,Lycée polyvalent privé Assomption,LYCEE POLYVALENT PRIVE,ASSOMPTION,Privé,12 avenue de Verdun, , ,93140,BONDY,Bondy,Parfaite,Numéro de rue,306,OUVERT,93,24,93010,Seine-Saint-Denis,Créteil,Privé sous contrat,0930933J,Lycée polyvalent privé Assomption,662627.600029,6867193.60453
564,0930960N,Lycée professionnel privé ORT,ECOLE 2D DEGRE PROF.PRIVEE,ORT,Privé,39 rue Raspail, , ,93107,MONTREUIL CEDEX,Montreuil,Correcte,Numéro de rue,320,OUVERT,93,24,93048,Seine-Saint-Denis,Créteil, ,0930960N,Lycée professionnel privé ORT,657807.800033,6861574.70453
565,0932110N,Lycée général privé Chne Or,LYCEE GENERAL PRIVE,CHNE OR,Privé,150 rue ANDRE KARMAN, , ,93300,AUBERVILLIERS,Aubervilliers,Parfaite,Numéro de rue,302,OUVERT,93,24,93001,Seine-Saint-Denis,Créteil,Privé sous contrat,0932110N,Lycée général privé Chne Or,655044.200035,6868136.80453
566,0941232D,Lycée professionnel Jean Macé,LYCEE PROFESSIONNEL,JEAN MACE,Public,103 rue MIRABEAU, , ,94600,CHOISY LE ROI,Choisy-le-Roi,Parfaite,Numéro de rue,320,OUVERT,94,24,94022,Val-de-Marne,Créteil,Public,0941232D,Lycée professionnel Jean Macé,657492.500033,6851662.50454
567,0752382G,Cours privé Clapeyron,ECOLE GEN.ET TECHNOL.PRIVEE,COURS PRIVE CLAPEYRON,Privé,64 BIS RUE TAITBOUT, , ,75009,PARIS,Paris  9e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75109,Paris,Paris,Privé hors contrat,0752382G,Cours privé Clapeyron,651252.600038,6864201.50453
568,0753845X,Cours Montaigne (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,MONTAIGNE,Privé,1 RUE DUPIN, , ,75006,PARIS,Paris  6e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75106,Paris,Paris,Privé hors contrat,0753845X,Cours Montaigne (Ecole secondaire privée),650456.000039,6861352.40453
569,0753857K,Ecole du Champ de Mars (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,ECOLE DU CHAMP DE MARS,Privé,87  AVENUE DE LA BOURDONNAIS, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé hors contrat,0753857K,Ecole du Champ de Mars (Ecole secondaire privée),648851.10004,6862005.10453
570,0755367B,ECOLE 2D DEGRE GENERAL PRIVEE COURS DIAGONALE,ECOLE 2D DEGRE GENERAL PRIVEE,COURS DIAGONALE,Privé,21 RUE DU VAL DE GRACE, , ,75005,PARIS,Paris  5e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75105,Paris,Paris,Privé hors contrat,0755367B,ECOLE 2D DEGRE GENERAL PRIVEE COURS DIAGONALE,651441.500038,6860366.60453
571,0755880J,Lycée privé Ecole Démocratique de Paris,LYCEE,ECOLE DEMOCRATIQUE DE PARIS,Privé,6 rue Léon Giraud, , ,75019,PARIS,Paris 19e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75119,Paris,Paris, ,0755880J,Lycée privé Ecole Démocratique de Paris,654640.200035,6865432.50453
572,0942145W,LYCEE TECHNOLOGIQUE PRIVE CE 3P,LYCEE TECHNOLOGIQUE PRIVE,CE 3P,Privé,5  RUE RENE ROBIN, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Parfaite,Numéro de rue,301,OUVERT,94,24,94041,Val-de-Marne,Créteil, ,0942145W,LYCEE TECHNOLOGIQUE PRIVE CE 3P,654336.100036,6857235.30454
573,0753146M,Prépasup (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,PREPASUP,Privé,16 bis rue DE L'ESTRAPADE, , ,75005,PARIS,Paris  5e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75105,Paris,Paris,Privé hors contrat,0753146M,Prépasup (Ecole secondaire privée),652012.600038,6860747.80453
574,0771512A,Lycée général et technologique Van Dongen,LYCEE GENERAL ET TECHNOLOGIQUE,VAN DONGEN,Public,45 rue JEAN MERMOZ, , ,77400,LAGNY SUR MARNE,Lagny-sur-Marne,Parfaite,Numéro de rue,300,OUVERT,77,24,77243,Seine-et-Marne,Créteil,Public,0771512A,Lycée général et technologique Van Dongen,679470.700016,6863139.20453
575,0771880A,Lycée professionnel Charles Baudelaire,LYCEE PROFESSIONNEL,CHARLES BAUDELAIRE,Public,Boulevard DU CHEVALIER BAYARD, ,588,77333,MEAUX CEDEX,Meaux,Correcte,Rue,320,OUVERT,77,24,77284,Seine-et-Marne,Créteil,Public,0771880A,Lycée professionnel Charles Baudelaire,693694.100005,6872726.40453
576,0772230F,Lycée polyvalent Blaise Pascal,LYCEE POLYVALENT,BLAISE PASCAL,Public,15 allée DU COMMANDANT GUESNET, ,83,77253,BRIE COMTE ROBERT CEDEX,Brie-Comte-Robert,Parfaite,Numéro de rue,306,OUVERT,77,24,77053,Seine-et-Marne,Créteil,Public,0772230F,Lycée polyvalent Blaise Pascal,670288.300023,6844266.70454
577,0772277G,Lycée polyvalent Henri Becquerel,LYCEE POLYVALENT,HENRI BECQUEREL,Public,1 boulevard HENRI ROUSSELLE, , ,77370,NANGIS,Nangis,Correcte,Numéro de rue,306,OUVERT,77,24,77327,Seine-et-Marne,Créteil,Public,0772277G,Lycée polyvalent Henri Becquerel,700559.3,6827892.10455
578,0772296C,Lycée polyvalent de la Mare Carrée,LYCEE POLYVALENT,DE LA MARE CARREE,Public,Rue du Lycée, ,70,77552,MOISSY CRAMAYEL CEDEX,Moissy-Cramayel,Parfaite,Numéro de rue,306,OUVERT,77,24,77296,Seine-et-Marne,Créteil,Public,0772296C,Lycée polyvalent de la Mare Carrée,668807.300024,6836504.30455
579,0772737G,Lycée général - Internat d'excellence de Sourdun,LYCEE GENERAL,INTERNAT D'EXCELLENCE SOURDUN,Public,100 rue de Paris,Sourdun,20001,77171,SOURDUN,Sourdun,Parfaite,Numéro de rue,302,OUVERT,77,24,77459,Seine-et-Marne,Créteil,Public,0772737G,Lycée général - Internat d'excellence de Sourdun,727470.699979,6825852.40455
580,0930119Z,Lycée polyvalent Eugène Delacroix,LYCEE POLYVALENT,EUGENE DELACROIX,Public,4 rue DU DOCTEUR SCHWEITZER, , ,93700,DRANCY,Drancy,Parfaite,Numéro de rue,306,OUVERT,93,24,93029,Seine-Saint-Denis,Créteil,Public,0930119Z,Lycée polyvalent Eugène Delacroix,660371.800031,6869566.50453
581,0930126G,Lycée polyvalent Auguste Blanqui,LYCEE POLYVALENT,AUGUSTE BLANQUI,Public,54 rue CHARLES SCHMIDT, ,196,93404,ST OUEN CEDEX,Saint-Ouen,Parfaite,Numéro de rue,306,OUVERT,93,24,93070,Seine-Saint-Denis,Créteil,Public,0930126G,Lycée polyvalent Auguste Blanqui,651124.100038,6867243.40453
582,0783350T,Lycée général et technologique privé Saint Jean et Hulst,LYCEE GEN.ET TECHNOL.PRIVE,SAINT JEAN ET HULST,Privé,26 RUE MAL DE LATTRE DE TASSIGNY, , ,78000,VERSAILLES,Versailles,Correcte,Numéro de rue,300,OUVERT,78,25,78646,Yvelines,Versailles,Privé sous contrat,0783350T,Lycée général et technologique privé Saint Jean et Hulst,636622.80005,6857909.30453
583,0950759J,Lycée général et technologique privé Notre Dame de Bury,LYCEE GEN. ET TECHNOL. PRIVE,NOTRE-DAME DE BURY,Privé,1 avenue Georges Pompidou, , ,95580,MARGENCY,Margency,Parfaite,Numéro de rue,300,OUVERT,95,25,95369,Val-d'Oise,Versailles,Privé sous contrat,0950759J,Lycée général et technologique privé Notre Dame de Bury,647484.700041,6878343.80452
584,0952158E,Lycée général et technologique Paul Ricoeur,LYCEE GEN.ET TECHNOL.PRIVE,PAUL RICOEUR,Privé,85 rue de Paris, , ,95380,LOUVRES,Louvres,Parfaite,Numéro de rue,300,OUVERT,95,25,95351,Val-d'Oise,Versailles,Privé sous contrat,0952158E,Lycée général et technologique Paul Ricoeur,663966.700028,6882820.70452
585,0931565W,Lycée général et technologique Flora Tristan,LYCEE GENERAL ET TECHNOLOGIQUE,FLORA TRISTAN,Public,27 RUE DES HAUTS ROSEAUX, , ,93166,NOISY LE GRAND CEDEX,Noisy-le-Grand,Parfaite,Numéro de rue,300,OUVERT,93,24,93051,Seine-Saint-Denis,Créteil,Public,0931565W,Lycée général et technologique Flora Tristan,668723.600024,6860436.70453
586,0931738J,Lycée professionnel Arthur Rimbaud,LYCEE PROFESSIONNEL,ARTHUR RIMBAUD,Public,112 avenue Jean Jaurès, , ,93120,LA COURNEUVE,La Courneuve,Parfaite,Numéro de rue,320,OUVERT,93,24,93027,Seine-Saint-Denis,Créteil,Public,0931738J,Lycée professionnel Arthur Rimbaud,656644.600034,6869239.70453
587,0940742W,Lycée polyvalent Guillaume Budé,LYCEE POLYVALENT,GUILLAUME BUDE,Public,2 voie Georges Pompidou, , ,94456,LIMEIL BREVANNES CEDEX,Limeil-Brévannes,Correcte,Numéro de rue,306,OUVERT,94,24,94044,Val-de-Marne,Créteil,Public,0940742W,Lycée polyvalent Guillaume Budé,664022.200028,6849403.00454
588,0941711Z,Lycée général privé Ozar Hatorah Filles,LYCEE GENERAL PRIVE,OZAR HATORAH FILLES,Privé,65  RUE SAINT SIMON, , ,94000,CRETEIL,Créteil,Parfaite,Numéro de rue,302,OUVERT,94,24,94028,Val-de-Marne,Créteil,Privé sous contrat,0941711Z,Lycée général privé Ozar Hatorah Filles,659245.900032,6855070.50454
589,0950647M,Lycée général et technologique Gérard de Nerval,LYCEE GENERAL ET TECHNOLOGIQUE,GERARD DE NERVAL,Public,Place de l'Europe, , ,95270,LUZARCHES,Luzarches,Parfaite,Numéro de rue,300,OUVERT,95,25,95352,Val-d'Oise,Versailles,Public,0950647M,Lycée général et technologique Gérard de Nerval,658012.800033,6889964.70452
590,0950656X,"Lycée professionnel Le Corbusier, lycée des métiers du bâtiment",LP LYCEE DES METIERS,LE CORBUSIER,Public,2 rue PAUL BLOCH, , ,95240,CORMEILLES EN PARISIS,Cormeilles-en-Parisis,Parfaite,Numéro de rue,320,OUVERT,95,25,95176,Val-d'Oise,Versailles,Public,0950656X,"Lycée professionnel Le Corbusier, lycée des métiers du bâtiment",641473.000046,6875717.80453
591,0950657Y,Lycée professionnel Ferdinand Buisson,LYCEE PROFESSIONNEL,FERDINAND BUISSON,Public,245  RUE FERDINAND BUISSON, , ,95120,ERMONT,Ermont,Parfaite,Numéro de rue,320,OUVERT,95,25,95219,Val-d'Oise,Versailles,Public,0950657Y,Lycée professionnel Ferdinand Buisson,646681.900042,6875649.40453
592,0951104J,Lycée polyvalent Jean Perrin,LYCEE POLYVALENT,JEAN PERRIN,Public,2 rue DES EGALISSES, , ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,Parfaite,Numéro de rue,306,OUVERT,95,25,95572,Val-d'Oise,Versailles,Public,0951104J,Lycée polyvalent Jean Perrin,636461.50005,6884424.80452
593,0951399E,Lycée général et technologique Alfred Kastler,LYCEE GENERAL ET TECHNOLOGIQUE,ALFRED KASTLER,Public,26 avenue DE LA PALETTE, , ,95011,CERGY PONTOISE CEDEX,Cergy,Parfaite,Numéro de rue,300,OUVERT,95,25,95127,Val-d'Oise,Versailles,Public,0951399E,Lycée général et technologique Alfred Kastler,633073.500052,6882030.20452
594,0951710T,"Lycée polyvalent Camille Claudel, lycée des métiers des arts et du design",LPO LYCEE DES METIERS,CAMILLE CLAUDEL,Public,Avenue FEDERICO GARCIA LORCA, , ,95490,VAUREAL,Vauréal,Parfaite,Numéro de rue,306,OUVERT,95,25,95637,Val-d'Oise,Versailles,Public,0951710T,"Lycée polyvalent Camille Claudel, lycée des métiers des arts et du design",628460.200056,6881854.80452
595,0951722F,Lycée polyvalent Jean Monnet,LYCEE POLYVALENT,JEAN MONNET,Public,Rue JEAN MONNET, ,14,95131,FRANCONVILLE CEDEX,Franconville,Parfaite,Numéro de rue,306,OUVERT,95,25,95252,Val-d'Oise,Versailles,Public,0951722F,Lycée polyvalent Jean Monnet,642507.600045,6877077.20452
596,0951748J,Lycée polyvalent Evariste Galois,LYCEE POLYVALENT,EVARISTE GALOIS,Public,14 boulevard Léon Blum, , ,95260,BEAUMONT SUR OISE,Beaumont-sur-Oise,Parfaite,Numéro de rue,306,OUVERT,95,25,95052,Val-d'Oise,Versailles,Public,0951748J,Lycée polyvalent Evariste Galois,648728.60004,6894279.50451
597,0951811C,"Lycée polyvalent Fernand et Nadia Léger, lycée des métiers du social, de la santé, des services",LPO LYCEE DES METIERS,FERNAND ET NADIA LEGER,Public,7 allée F ET N LEGER, , ,95104,ARGENTEUIL CEDEX,Argenteuil,Correcte,Numéro de rue,306,OUVERT,95,25,95018,Val-d'Oise,Versailles,Public,0951811C,"Lycée polyvalent Fernand et Nadia Léger, lycée des métiers du social, de la santé, des services",643349.500044,6872655.50453
598,0951937P,Lycée polyvalent Paul-Emile Victor,LYCEE POLYVALENT,PAUL-EMILE VICTOR,Public,116 rue DE LIVILLIERS, , ,95520,OSNY,Osny,Parfaite,Numéro de rue,306,OUVERT,95,25,95476,Val-d'Oise,Versailles,Public,0951937P,Lycée polyvalent Paul-Emile Victor,632258.400053,6886439.20452
599,0771996B,lycée polyvalent honoré de balzac,LYCEE GENERAL ET TECHNOLOGIQUE,HONORE DE BALZAC,Public,Avenue PAUL LANGEVIN, , ,77290,MITRY MORY,Mitry-Mory,Parfaite,Numéro de rue,300,OUVERT,77,24,77294,Seine-et-Marne,Créteil,Public,0771996B,lycée polyvalent honoré de balzac,674556.00002,6875007.60453
600,0940112L,Lycée polyvalent Louise Michel - Lycée des métiers de la santé,LPO LYCEE DES METIERS,LOUISE MICHEL,Public,7 rue PIERRE MARIE DERRIEN, , ,94507,CHAMPIGNY SUR MARNE CEDEX,Champigny-sur-Marne,Parfaite,Numéro de rue,306,OUVERT,94,24,94017,Val-de-Marne,Créteil,Public,0940112L,Lycée polyvalent Louise Michel - Lycée des métiers de la santé,662915.000029,6857476.50454
601,0932650A,Lycée professionnel privé Paris Football Club Academy,LYCEE PROFFESSIONNEL,PARIS FOOTBALL CLUB ACADEMY,Privé,259 rue de Paris, , ,93100,MONTREUIL,Montreuil,Parfaite,Numéro de rue,320,OUVERT,93,24,93048,Seine-Saint-Denis,Créteil,Privé hors contrat,0932650A,Lycée professionnel privé Paris Football Club Academy,657235.500033,6861754.50453
602,0942364J,Lycée professionnel privé Sports études de Paris (Tee Break),LYCEE PROFESSIONNEL PRIVE,SPORTS ETUDES TEE BREAK,Privé,Chemin DES MARMOUSETS, , ,94510,LA QUEUE EN BRIE,La Queue-en-Brie,MANUEL,BATIMENT,320,OUVERT,94,24,94060,Val-de-Marne,Créteil,Privé hors contrat,0942364J,Lycée professionnel privé Sports études de Paris (Tee Break),669687.000024,6851986.00454
603,0921594H,Lycée général et technologique Michel Ange,LYCEE GENERAL ET TECHNOLOGIQUE,MICHEL ANGE,Public,2 avenue Georges Pompidou, , ,92390,VILLENEUVE LA GARENNE,Villeneuve-la-Garenne,Parfaite,Numéro de rue,300,OUVERT,92,25,92078,Hauts-de-Seine,Versailles,Public,0921594H,Lycée général et technologique Michel Ange,650644.100039,6871414.50453
604,0941877E,Lycée général privé Notre Dame des Missions,LYCEE GENERAL PRIVE,NOTRE DAME DES MISSIONS,Privé,4 RUE DU PRESIDENT KENNEDY, , ,94220,CHARENTON LE PONT,Charenton-le-Pont,Parfaite,Numéro de rue,302,OUVERT,94,24,94018,Val-de-Marne,Créteil,Privé sous contrat,0941877E,Lycée général privé Notre Dame des Missions,656286.000034,6858206.20453
605,0942355Z,Lp ensemble sainte marie,LYCEE PROFESSIONNEL PRIVE,ENSEMBLE SAINTE MARIE,Privé,6  RUE DE L'EGLISE, , ,94340,JOINVILLE LE PONT,Joinville-le-Pont,MANUEL,BATIMENT,320,OUVERT,94,24,94042,Val-de-Marne,Créteil,Privé sous contrat,0942355Z,Lp ensemble sainte marie,660802.000031,6857835.00453
606,0942376X,Lycée général privé cours du hameau,LYCEE GENERAL PRIVE,COURS DU HAMEAU,Privé,19 rue JEAN FRANCOIS MARMONTEL, , ,94320,THIAIS,Thiais,Parfaite,Numéro de rue,302,OUVERT,94,24,94073,Val-de-Marne,Créteil,Privé hors contrat,0942376X,Lycée général privé cours du hameau,655602.600035,6850517.20454
607,0771232W,Lycée général privé Jeanne d'Arc-Saint-Aspais,LYCEE GENERAL PRIVE,JEANNE D'ARC SAINT ASPAIS,Privé,18 BOULEVARD ANDRE MAGINOT, , ,77300,FONTAINEBLEAU,Fontainebleau,Parfaite,Numéro de rue,302,OUVERT,77,24,77186,Seine-et-Marne,Créteil,Privé sous contrat,0771232W,Lycée général privé Jeanne d'Arc-Saint-Aspais,677070.300018,6811808.50456
608,0771720B,Lycée général privé Guy Gasnier-Sainte Bathilde,LYCEE GENERAL PRIVE,GUY GASNIER-SAINTE BATHILDE,Privé,28 RUE DU TIR, , ,77500,CHELLES,Chelles,Parfaite,Numéro de rue,302,OUVERT,77,24,77108,Seine-et-Marne,Créteil,Privé sous contrat,0771720B,Lycée général privé Guy Gasnier-Sainte Bathilde,670399.900023,6865478.40453
609,0750106H,Ecole technologique privée CCIP Centre des Formations Industrielles,ECOLE TECHNOLOGIQUE PRIVEE,CCIP CTRE FORMAT INDUSTRIELLES,Privé,247 avenue Gambetta, , ,75020,PARIS,Paris 20e  Arrondissement,Parfaite,Numéro de rue,301,OUVERT,75,01,75120,Paris,Paris,Privé hors contrat,0750106H,Ecole technologique privée CCIP Centre des Formations Industrielles,656418.200034,6864124.30453
610,0750330B,Lycée technologique privé Ecole Technique Supérieure du Laboratoire,LYCEE TECHNOLOGIQUE PRIVE,EC TECHNIQUE SUP LABORATOIRE,Privé,95 rue du Dessous des Berges, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,301,OUVERT,75,01,75113,Paris,Paris,Privé sous contrat,0750330B,Lycée technologique privé Ecole Technique Supérieure du Laboratoire,653983.600036,6858850.50453
611,0750647W,Lycée général et technologique Turgot,LYCEE GENERAL ET TECHNOLOGIQUE,TURGOT,Public,69 rue de Turbigo, , ,75003,PARIS,Paris  3e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75103,Paris,Paris,Public,0750647W,Lycée général et technologique Turgot,652948.400037,6863092.00453
612,0753851D,Lycée général privé La Rochefoucauld,LYCEE GENERAL PRIVE,LA ROCHEFOUCAULD,Privé,90 bis rue Saint Dominique, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé sous contrat,0753851D,Lycée général privé La Rochefoucauld,649058.30004,6862375.20453
613,0753859M,Cours Fidès (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,FIDES,Privé,10 AVENUE DE LA BOURDONNAIS, , ,75007,PARIS,Paris  7e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75107,Paris,Paris,Privé hors contrat,0753859M,Cours Fidès (Ecole secondaire privée),648369.30004,6862443.40453
614,0753870Z,Lycée général privé Cours Hattemer,LYCEE GENERAL PRIVEE,HATTEMER,Privé,52 rue DE LONDRES, , ,75008,PARIS,Paris  8e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75108,Paris,Paris,Privé hors contrat,0753870Z,Lycée général privé Cours Hattemer,650530.100039,6864476.00453
615,0753894A,Cours Socrate (Ecole secondaire privée),ECOLE GEN.ET TECHNOL. PRIVEE,SOCRATE,Privé,64 bis rue TAITBOUT, , ,75009,PARIS,Paris  9e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75109,Paris,Paris,Privé hors contrat,0753894A,Cours Socrate (Ecole secondaire privée),651333.600038,6863739.50453
616,0941972H,Lycée polyvalent Fernand Léger - Lycée des métiers de la maintenance et de l'après vente automobile,LPO LYCEE DES METIERS,FERNAND LEGER,Public,15 avenue Henri Barbusse, , ,94200,IVRY SUR SEINE,Ivry-sur-Seine,Parfaite,Numéro de rue,306,OUVERT,94,24,94041,Val-de-Marne,Créteil,Public,0941972H,Lycée polyvalent Fernand Léger - Lycée des métiers de la maintenance et de l'après vente automobile,654317.000036,6856753.30454
617,0941974K,Lycée polyvalent Robert Schuman,LYCEE POLYVALENT,ROBERT SCHUMAN,Public,2 rue DE L'EMBARCADERE, , ,94220,CHARENTON LE PONT,Charenton-le-Pont,Parfaite,Numéro de rue,306,OUVERT,94,24,94018,Val-de-Marne,Créteil,Public,0941974K,Lycée polyvalent Robert Schuman,656883.100034,6857755.10453
618,0942130E,Lycée polyvalent Montaleau - Lycée des métiers de l'hôtellerie et de la restauration,LPO LYCEE DES METIERS,MONTALEAU,Public,2 bis rue PIERRE SEMARD, , ,94371,SUCY EN BRIE CEDEX,Sucy-en-Brie,Parfaite,Numéro de rue,306,OUVERT,94,24,94071,Val-de-Marne,Créteil,Public,0942130E,Lycée polyvalent Montaleau - Lycée des métiers de l'hôtellerie et de la restauration,664386.300028,6852366.80454
619,0910826D,Lycée général et technologique privé Saint-Louis Saint-Clément,LYCEE GEN.ET TECHNOL.PRIVE,SAINT- LOUIS SAINT-CLEMENT,Privé,1 RUE MARGOT, , ,91170,VIRY CHATILLON,Viry-Châtillon,Parfaite,Numéro de rue,300,OUVERT,91,25,91687,Essonne,Versailles,Privé sous contrat,0910826D,Lycée général et technologique privé Saint-Louis Saint-Clément,653771.800036,6841390.10454
620,0920928J,Lycée général et technologique privé La Salle Passy Buzenval,LYCEE GEN. ET TECHNOL. PRIVE,LA SALLE PASSY BUZENVAL,Privé,50  AVENUE OTIS MYGATT, , ,92508,RUEIL MALMAISON CEDEX,Rueil-Malmaison,Parfaite,Numéro de rue,300,OUVERT,92,25,92063,Hauts-de-Seine,Versailles,Privé sous contrat,0920928J,Lycée général et technologique privé La Salle Passy Buzenval,639820.600047,6862421.60453
