commune_name,postal_code,adresse,latitude,longitude,coordinates,accessibilite_de_l_installation_en_faveur_des_personnes_en_situation_de_handicap,accessibilite_de_l_installation_en_transport_en_commun_des_differents_mode,activites,departement_code,nom_de_l_equipement_sportif,nom_de_l_installation_sportive,types_d_amenagements_de_confort
Paris 16e Arrondissement,75016,ROUTE DES MOULINS BOIS DE BOULOGNE,48.8680956691,2.23527853478,"48.8680956691, 2.23527853478",False,Bus,Tennis,75,COURT DE TENNIS N°17,POLO DE PARIS,Sauna
Paris 16e Arrondissement,75016,106 RUE DE LA POMPE,48.8655,2.27945,"48.8655, 2.27945",False,,Lancer,75,ZONE DE LANCER DE POIDS 2,CITE SCOLAIRE JANSON DE SAILLY,
Paris 20e Arrondissement,75020,72 RUE LOUIS LUMIERE,48.863183,2.412156,"48.863183, 2.412156",True,"Métro,Bus,Tramway","Handball / Mini hand / Handball de plage,Tennis",75,COURT DE TENNIS N°4,CENTRE SPORTIF DE LA PORTE DE BAGNOLET,
Paris 5e Arrondissement,75005,19 rue de pontoise,48.8491,2.35181,"48.8491, 2.35181",True,"Métro,Bus",Squash,75,COURT DE SQUASH 3,ESPACE SPORTIF PONTOISE,Sauna
Paris 19e Arrondissement,75019,27 RUE EDOUARD PAILLERON,48.8812,2.3784,"48.8812, 2.3784",True,,"Activités de forme et de santé,Aikido / Aikibudo / Budo,Gymnastique Artistique,Gymnastique Rythmique,Hockey en salle / Hockey sur gazon,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine",75,GYMNASE 610 ET 620 2,COLLEGE-LYCEE BERGSON,
Paris 12e Arrondissement,75012,11 Avenue du Tremblay,48.83148,2.45054,"48.83148, 2.45054",True,Bus,Cyclisme en salle,75,VELODROME STADE JOSEPH MAIGROT,INSEP,Bain(s) bouillonnant(s)
Paris 18e Arrondissement,75018,2 RUE JEAN COCTEAU,48.90035,2.35075,"48.90035, 2.35075",True,"Métro,Bus",Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY-BALL,CENTRE SPORTIF DES POISSONNIERS,
Paris 14e Arrondissement,75014,7 avenue paul appell,48.820259,2.326816,"48.820259, 2.326816",False,"Métro,Bus",Tennis,75,COURT DE TENNIS COUVERT 7,CENTRE SPORTIF ELISABETH,
Paris 5e Arrondissement,75005,23 RUE CLOVIS,48.846346,2.347623,"48.846346, 2.347623",True,"Bus,Métro",Basket-Ball,75,TERRAIN DE BASKET-BALL,LYCEE HENRI IV,
Paris 6e Arrondissement,75006,22 Rue Notre-Dame des Champs,48.84535,2.32716,"48.84535, 2.32716",True,"Bus,Métro","Badminton,Jeu de volant,Basket-Ball,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE G3,COLLEGE STANISLAS,
Paris 18e Arrondissement,75018,56 RUE D'AUBERVILLIERS,48.88895,2.36676,"48.88895, 2.36676",True,"Métro,Bus","Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,2 TERRAINS DE HANDBALL 2,LES JARDINS D'EOLE,
Paris 20e Arrondissement,75020,81 RUE DE LAGNY,48.849170208,2.4088704586,"48.849170208, 2.4088704586",True,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION LIBRE,NEONESS PARIS NATION,
Paris 20e Arrondissement,75020,63-65 RUE DE BAGNOLET,48.8574,2.39914,"48.8574, 2.39914",True,,"Activités de forme et de santé,Danses par Couple (Danses de compétition)",75,STUDIO 1,CMG SPORT CLUB ONE BAGNOLET,Sauna
Paris 13e Arrondissement,75013,5 place paul verlaine,48.82722,2.35257,"48.82722, 2.35257",True,"Métro,Bus",Activités de forme et de santé,75,SALLE DE FITNESS,PISCINE MUNICIPALE DE LA BUTTES AUX CAILLES,
Paris 15e Arrondissement,75015,4 RUE LOUIS ARMAND,48.8309901953,2.27659821488,"48.8309901953, 2.27659821488",True,"Métro,Bus,Tramway",Tennis,75,COURT DE TENNIS 5,FOREST HILL AQUABOULEVARD,Bain(s) de vapeur / hammam;Bain(s) bouillonnant(s);Sauna;Solarium
Paris 13e Arrondissement,75013,1 RUE DU DOCTEUR MAGNAN,48.82668,2.36282,"48.82668, 2.36282",True,,"Activités de forme et de santé,Autres Danses,Boxe Anglaise,Gymnastique Artistique",75,SALLE DE JUDO,COLLEGE - LYCEE CLAUDE MONET,
Paris 8e Arrondissement,75008,30 RUE DE LISBONNE,48.8778294057,2.31372250026,"48.8778294057, 2.31372250026",True,"Bus,Métro","Activités de forme et de santé,Autres Danses,Expression gymnique",75,STUDIO N°4,KEEP COOL PARIS 8 MONCEAU,Sauna
Paris 12e Arrondissement,75012,16A BD DE REUILLY,48.838902,2.391222,"48.838902, 2.391222",True,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DE DANSE N°2,RE-CORPS,
Paris 18e Arrondissement,75018,172 RUE CHAMPIONNET,48.89567,2.33509,"48.89567, 2.33509",True,"Métro,Bus",Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY BALL,CENTRE SPORTIF CHAMPIONNET,
Paris 20e Arrondissement,75020,21 RUE DES CENDRIERS,48.8661808133,2.38642950203,"48.8661808133, 2.38642950203",True,"Métro,Bus",Tennis,75,COURT DE TENNIS N°2,TEP AMANDIERS,
Paris 16e Arrondissement,75016,56 RUE LA FONTAINE,48.850728,2.271054,"48.850728, 2.271054",True,"Métro,Bus","Activités de forme et de santé,Musculation",75,SALLE DE CYCLING,HEALTHCITY PARIS XVI,Bain(s) de vapeur / hammam;Sauna
Paris 16e Arrondissement,75016,11 chemin de la croix catelan,48.8653,2.25654,"48.8653, 2.25654",True,,Tennis,75,COURT DE TENNIS EN GREENSET 4,LAGARDERE PARIS RACING,
Paris 12e Arrondissement,75012,ROUTE DU BOSQUET MORTEMART BOIS DE VINCENNES,48.827492,2.459229,"48.827492, 2.459229",False,Bus,Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL N°13,STADE PERSHING,
Paris 4e Arrondissement,75004,41 RUE DU TEMPLE,48.85972,2.35354,"48.85972, 2.35354",False,"Métro,Bus,Train",Autres Danses,75,SALLE WAGNER,CENTRE DE DANSE DU MARAIS,
Paris 8e Arrondissement,75008,30 RUE DE LISBONNE,48.87775,2.31365,"48.87775, 2.31365",True,"Bus,Métro","Activités de forme et de santé,Autres Danses,Expression gymnique",75,2 STUDIOS N° 1 ET 2,KEEP COOL PARIS 8 MONCEAU,Sauna
Paris 11e Arrondissement,75011,13 RUE FAIDHERBE PARIS,48.851609,2.383364,"48.851609, 2.383364",False,"Bus,Métro","Activités de forme et de santé,Musculation",75,SALLE DE MUSCULATON,KAJYN,
Paris 13e Arrondissement,75013,14 RUE VANDREZANNE,48.82801,2.35483,"48.82801, 2.35483",False,"Métro,Bus",Cyclisme en salle,75,SALLE RPM IMMERSIVE,CMG SPORT CLUB ONE ITALIE,Bain(s) de vapeur / hammam;Sauna
Paris 15e Arrondissement,75015,107 RUE DE LA CROIX NIVERT,48.8421,2.2951,"48.8421, 2.2951",False,"Métro,Bus","Basket-Ball,Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,PLATEAU MULTISPORTS,CENTRE SPORTIF CROIX NIVERT,
Paris 18e Arrondissement,75018,12 rue rené binet,48.89967,2.34209,"48.89967, 2.34209",True,"Bus,Métro","Badminton,Jeu de volant,Baseball,Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,CENTRE SPORTIF BERTRAND DAUVIN,
Paris 19e Arrondissement,75019,5 RUE DES LILAS,48.8782,2.39564,"48.8782, 2.39564",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Gymnastique Rythmique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table",75,SALLE DE DANSE,CENTRE SPORTIF DES LILAS,
Paris 20e Arrondissement,75020,162 RUE PELLEPORT,48.8728219271,2.39804774523,"48.8728219271, 2.39804774523",True,"Métro,Bus","Activités de forme et de santé,Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,DOJO,GYMNASE PELLEPORT,
Paris 20e Arrondissement,75020,2 RUE DE LA DUEE,48.87059,2.39672,"48.87059, 2.39672",True,"Métro,Bus","Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,CITY-STADE,SQUARE DES SAINT SIMONIENS,
Paris 20e Arrondissement,75020,4 IMPASSE CORDON BOUSSARD,48.865775764,2.39732086658,"48.865775764, 2.39732086658",False,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DU BAS,ESPACE OXYGENE,
Paris 1er Arrondissement,75001,4 PLACE DE LA ROTONDE - FORUM DES HALLES,48.86188,2.34683,"48.86188, 2.34683",True,"Métro,Bus,Train","Activités de forme et de santé,Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Gymnastique Rythmique,Handball / Mini hand / Handball de plage,Hockey sur patins en ligne / Hockey sur patins,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan,Trampoline / Double mini-tramp,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,GYMNASE SUZANNE BERLIOUX,
Paris 2e Arrondissement,75002,4b rue saint-sauveur,48.86594,2.34963,"48.86594, 2.34963",True,,Musculation,75,SALLE DE CARDIOTRAINING,KLAY,Bain(s) de vapeur / hammam;Sauna
Paris 5e Arrondissement,75005,4 QUAI SAINT BERNARD,48.84605,2.36261,"48.84605, 2.36261",True,"Métro,Bus",Escrime (Epée / Fleuret / Sabre ),75,SALLE D'ESCRIME,GYMNASE LUCIEN GAUDIN,
Paris 15e Arrondissement,75015,26 Avenue Emile Zola,48.8461444697,2.28081736721,"48.8461444697, 2.28081736721",False,,Activités de forme et de santé,75,BASIC FIT,BASIC FIT,
Paris 3e Arrondissement,75003,69 Rue de Turbigo,48.86637,2.35871,"48.86637, 2.35871",True,"Bus,Métro","Basket-Ball,Boxe Anglaise,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE B,LYCEE TURGOT,
Paris 9e Arrondissement,75009,8 RUE DU HAVRE,48.87475,2.32764,"48.87475, 2.32764",False,"Métro,Bus,Train","Badminton,Jeu de volant,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Musculation,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,LYCEE CONDORCET,
Paris 4e Arrondissement,75004,48 RUE VIEILLE DU TEMPLE,48.85813,2.3586,"48.85813, 2.3586",True,"Métro,Bus,Train","Badminton,Jeu de volant,Basket-Ball,Escrime (Epée / Fleuret / Sabre ),Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tai chi chuan / Chi gong,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE B,LA HALLE DES BLANCS MANTEAUX,
Paris 5e Arrondissement,75005,18 RUE ORTOLAN,48.84322,2.35018,"48.84322, 2.35018",False,"Métro,Bus","Aikido / Aikibudo / Budo,Gymnastique Artistique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,GYMNASE,GYMNASE ORTOLAN,
Paris 9e Arrondissement,75009,24 RUE DE ROCHECHOUART,48.8779581517,2.34512312119,"48.8779581517, 2.34512312119",False,"Métro,Bus,Train","Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,CENTRE SPORTIF VALEYRE,
Paris 9e Arrondissement,75009,RUE DE MONTHOLON,48.87679,2.34621,"48.87679, 2.34621",True,"Métro,Bus","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,CITY-STADE,SQUARE MONTHOLON,
Paris 11e Arrondissement,75011,11 RUE CANDIE,48.85155,2.38002,"48.85155, 2.38002",True,,Tennis,75,COURT DE TENNIS N°2,CENTRE SPORTIF CANDIE,
Paris 11e Arrondissement,75011,172 BOULEVARD VOLTAIRE,48.855234,2.384037,"48.855234, 2.384037",True,"Métro,Bus","Activités de forme et de santé,Gymnastique volontaire",75,SALLE DE COURS COLLECTIFS,ON AIR VOLTAIRE,Sauna
Paris 12e Arrondissement,75012,ROUTE DU BOSQUET MORTEMART BOIS DE VINCENNES,48.8275,2.4622,"48.8275, 2.4622",False,Bus,Baseball,75,TERRAIN DE BASE BALL,STADE PERSHING,
Paris 13e Arrondissement,75013,63 AVENUE DE CHOSIY,48.82327,2.36199,"48.82327, 2.36199",True,"Métro,Bus,Tramway",Musculation,75,ESPACE CARDIO,BASIC FIT PARIS 13,
Paris 15e Arrondissement,75015,18 AVENUE PORTE DE BRANCION,48.826871,2.297724,"48.826871, 2.297724",False,"Métro,Bus,Tramway",Tennis,75,COURT DE TENNIS N°1,CENTRE SPORTIF CHARLES RIGOULOT,
Paris 17e Arrondissement,75017,1 BOULEVARD DE REIMS,48.8906,2.29903,"48.8906, 2.29903",False,"Métro,Bus",Tennis,75,"3 COURTS DE TENNIS N°1, 2 ET 3",TENNIS PORTE D'ASNIERES,
Paris 17e Arrondissement,75017,5 BIS RUE SAINT-FERDINAND,48.8789,2.29082,"48.8789, 2.29082",False,,"Autres Danses,Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine,Tennis de table,Trampoline / Double mini-tramp",75,SALLE DE SPORTS,COLLEGE ANDRE MALRAUX,
Paris 11e Arrondissement,75011,147 RUE DE LA ROQUETTE,48.85976,2.38494,"48.85976, 2.38494",True,"Métro,Bus","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,CITY-STADE,SQUARE DE LA ROQUETTE,
Paris 12e Arrondissement,75012,10 PLACE LEONARD BERNSTEIN,48.837054,2.378912,"48.837054, 2.378912",True,"Métro,Bus,Train","Bicross (BMX),Planche à roulettes (Skate),Roller acrobatique",75,SKATE PARK DE BERCY,SKATE PARK DE BERCY,
Paris 13e Arrondissement,75013,26 BOULEVARD AUGUSTE BLANQUI,48.83073,2.35159,"48.83073, 2.35159",True,"Métro,Bus","Autres Danses,Badminton,Jeu de volant,Basket-Ball,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,CENTRE SPORTIF AUGUSTE BLANQUI,
Paris 13e Arrondissement,75013,BOULEVARD MASSENA,48.82084,2.36784,"48.82084, 2.36784",False,"Métro,Bus,Tramway",Pétanque et jeu provencal,75,TERRAIN DE PETANQUE,TERRAIN DE PETANQUE MASSENA,
Paris 15e Arrondissement,75015,71 RUE DESNOUETTES,48.835289,2.285577,"48.835289, 2.285577",True,"Métro,Bus,Tramway",Autres Danses,75,SALLE DE DANSE,STUDIO DANSE ENERGIE,
Paris 17e Arrondissement,75017,79 rue de la jonquière,48.89448,2.31874,"48.89448, 2.31874",True,"Bus,Métro","Aquagym,Natation course sportive",75,BASSIN DE 25 METRES,PISCINE MUNICIPALE BERNARD LAFAY,Solarium
Paris 17e Arrondissement,75017,12 RUE HELENE,48.88644,2.32466,"48.88644, 2.32466",True,"Métro,Bus","Basket-Ball,Football / Football en salle (Futsal)",75,CITY-STADE,SQUARE HELENE,
Paris 11e Arrondissement,75011,11 RUE BOUVIER,48.85249,2.38687,"48.85249, 2.38687",False,"Bus,Métro","Activités de forme et de santé,Badminton,Jeu de volant,Gymnastique Artistique,Tennis,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,COLLEGE PILATRE DE ROZIER,
Paris 13e Arrondissement,75013,1 RUE DU DOCTEUR MAGNAN,48.82684,2.36209,"48.82684, 2.36209",True,,"Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,TERRAIN MULTISPORTS,COLLEGE - LYCEE CLAUDE MONET,
Paris 15e Arrondissement,75015,393 RUE DE VAUGIRARD,48.834519,2.29242,"48.834519, 2.29242",True,"Métro,Tramway","Activités de forme et de santé,Autres Danses,Gymnastique Artistique,Tennis de table",75,SALLE MULTISPORTS,LYCEE INNOVANT DE PARIS (LIP),
Paris 11e Arrondissement,75011,87 RUE LEON FROT,48.85777,2.38333,"48.85777, 2.38333",False,,"Course sur piste,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,TERRAIN DU HAUT,COLLEGE ALAIN FOURNIER,
Paris 15e Arrondissement,75015,45 RUE MADEMOISELLE,48.8436,2.29799,"48.8436, 2.29799",False,,"Gymnastique Artistique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine",75,DOJO,COLLEGE - LYCEE CAMILLE SEE (ANNEXE),
Paris 16e Arrondissement,75016,11 chemin de la croix catelan,48.8653,2.25654,"48.8653, 2.25654",True,,Tennis,75,COURT DE TENNIS EN QUICK 7,LAGARDERE PARIS RACING,
Paris 17e Arrondissement,75017,118 BOULEVARD BESSIERES,48.8948,2.31366,"48.8948, 2.31366",True,"Métro,Tramway,Bus","Aikido / Aikibudo / Budo,Autres Danses,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE DE JUDO,COLLEGE - LYCEE HONORE DE BALZAC,
Paris 12e Arrondissement,75012,1 ROUTE DE LA FALUERE PARIS,48.83157,2.44127,"48.83157, 2.44127",False,Bus,Course sur piste,75,LIGNE DROITE D'ATHLETISME,PLAINE DE JEUX DU POLYGONE,
Paris 13e Arrondissement,75013,11 QUAI FRANCOIS-MAURIAC - TOUR 4160,48.83407,2.37396,"48.83407, 2.37396",True,"Métro,Bus,Train","Gymnastique Rythmique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE AUX ENFANTS DU PARADIS,BIBLIOTHEQUE FRANCOIS MITTERAND,
Paris 16e Arrondissement,75016,8 AVENUE DE LA PORTE DE MOLITOR,48.845243,2.253896,"48.845243, 2.253896",True,"Métro,Bus","Aquagym,Baignade loisirs,Natation course sportive",75,BASSIN INTERIEUR,MOLITOR,Bain(s) de vapeur / hammam;Sauna
Paris 16e Arrondissement,75016,56 RUE LA FONTAINE,48.850728,2.271054,"48.850728, 2.271054",True,"Métro,Bus","Activités de forme et de santé,Musculation",75,PLATEAU MUSCULATION,HEALTHCITY PARIS XVI,Bain(s) de vapeur / hammam;Sauna
Paris 18e Arrondissement,75018,172 RUE CHAMPIONNET,48.89506,2.3345,"48.89506, 2.3345",True,"Métro,Bus","Course sur piste,Lancer,Saut",75,STADE D'ATHLETISME,CENTRE SPORTIF CHAMPIONNET,
Paris 12e Arrondissement,75012,ROUTE DE LA PYRAMIDE - BOIS DE VINCENNES,48.8371,2.43769,"48.8371, 2.43769",False,"Métro,Bus",Tennis,75,COURTS DE TENNIS 8-9-10 2,STADE JEAN MERMOZ,
Paris 16e Arrondissement,75016,4 PLACE DE LA PORTE MOLITOR,48.84614,2.25696,"48.84614, 2.25696",True,"Métro,Bus",Tennis,75,11 COURTS DE TENNIS 11,CENTRE NATIONAL D'ENTRAINEMENT DE LA FFT,
Paris 12e Arrondissement,75012,ROUTE DU BOSQUET MORTEMART BOIS DE VINCENNES,48.827675,2.457475,"48.827675, 2.457475",False,Bus,Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL N°14,STADE PERSHING,
Paris 16e Arrondissement,75016,11 chemin de la croix catelan,48.8647131149,2.25581038804,"48.8647131149, 2.25581038804",True,,Tennis,75,MUR D'ENTRAINEMENT 3,LAGARDERE PARIS RACING,
Paris 3e Arrondissement,75003,31 RUE CHAPON,48.86375,2.354277,"48.86375, 2.354277",True,,Danses par Couple (Danses de compétition),75,SALLE 1,SALSABOR,
Paris 9e Arrondissement,75009,94 RUE SAINT LAZARE,48.87583,2.32806,"48.87583, 2.32806",False,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION 1ER ETAGE,LES CERCLES DE LA FORME SAINT-LAZARE,Bain(s) de vapeur / hammam;Sauna
Paris 9e Arrondissement,75009,54 RUE DE CLICHY,48.88055,2.32894,"48.88055, 2.32894",False,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,STUDIO A,CENTRE INTERNATIONAL DE DANSE JAZZ,
Paris 10e Arrondissement,75010,146 QUAI DE JEMMAPES,48.87678,2.36557,"48.87678, 2.36557",True,"Métro,Bus",Basket-Ball,75,STREET BASKET,TEP JEMMAPES,
Paris 10e Arrondissement,75010,Place du 11 novembre 1918,48.8768795395,2.35750820942,"48.8768795395, 2.35750820942",False,"Métro,Bus,Train",Carabine (hors 300m) / Pistolet / Plateaux,75,Stand de tir de la gare de l'Est,ASCE Section Tir - stand de tir de la Gare de l'Est,
Paris 13e Arrondissement,75013,2 RUE MAX JACOB,48.819867,2.353612,"48.819867, 2.353612",True,"Métro,Bus,Tramway",Tennis,75,COURTS DE TENNIS SOUS BULLE 1,CENTRE SPORTIF POTERNE DES PEUPLIERS,
Paris 13e Arrondissement,75013,3 RUE CAILLAUX,48.82279,2.36189,"48.82279, 2.36189",False,"Métro,Bus,Tramway","Autres Danses,Badminton,Jeu de volant,Basket-Ball,Escrime (Epée / Fleuret / Sabre ),Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tir à l'arc,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,GYMNASE CAILLAUX,
Paris 13e Arrondissement,75013,121 RUE DE LA GLACIERE,48.82708,2.34284,"48.82708, 2.34284",False,"Métro,Bus","Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,CENTRE SPORTIF 121 GLACIERE,
Paris 13e Arrondissement,75013,RUE DU DOCTEUR BOURNEVILLE,48.81838,2.35909,"48.81838, 2.35909",True,"Métro,Bus,Tramway","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,CITY STADE,SQUARE ROBERT BAJAC,
Paris 14e Arrondissement,75014,58 RUE DU COUEDIC,48.83013,2.32984,"48.83013, 2.32984",False,"Métro,Bus,Tramway,Train","Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,DOJO,CERCLE DES ARTS MARTIAUX,
Paris 17e Arrondissement,75017,47 RUE DE SAUSSURE,48.88522,2.3149,"48.88522, 2.3149",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Expression gymnique",75,SALLE 1,CENTRE PARIS ANIM' INTERCLUB 17,
Paris 19e Arrondissement,75019,36 RUE DE NANTES,48.8928,2.38049,"48.8928, 2.38049",False,"Métro,Bus,Train",,75,SALLE DE FITNESS,ENJOY BY FKC,
Paris 19e Arrondissement,75019,176 BOULEVARD MACDONALD,48.89965,2.37549,"48.89965, 2.37549",False,,Basket-Ball,75,TERRAIN DE BASKET-BALL,SQUARE CLAUDE BERNARD,
Paris 15e Arrondissement,75015,78 RUE LECOURBE,48.8436513842,2.30524191835,"48.8436513842, 2.30524191835",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Boxe thaïlandaise Muay Thaï,Gymnastique Rythmique,Judo / Jujitsu / Taïso",75,SALLE DE COURS COLLECTIFS,LES CERCLES DE LA FORME LECOURBE,Sauna
Paris 15e Arrondissement,75015,8 RUE FREMICOURT,48.84713,2.29703,"48.84713, 2.29703",False,"Métro,Bus","Aquagym,Baignade loisirs",75,PISCINE,CMG GRENELLE,Bain(s) de vapeur / hammam;Sauna
Paris 15e Arrondissement,75015,15 RUE GASTON DE CAILLAVET,48.849118,2.28438,"48.849118, 2.28438",True,"Bus,Métro",Bowling,75,SALLE DE BOWLING,BOWLING DU FRONT DE SEINE,
Paris 15e Arrondissement,75015,9 RUE DE LA MONTAGNE D'AULAS,48.8403443992,2.2788164019,"48.8403443992, 2.2788164019",True,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DE DANSE N°1,PARIS ANIM' ESPACE CEVENNES,
Paris 16e Arrondissement,75016,56 BOULEVARD DE L'AMIRAL BRUIX,48.87457,2.27722,"48.87457, 2.27722",False,"Métro,Bus",Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL SYNTHETIQUE,TEP JEAN PIERRE WIMILLE,
Paris 16e Arrondissement,75016,92 BOULEVARD FLANDRIN,48.8702397734,2.27505097392,"48.8702397734, 2.27505097392",False,"Métro,Bus,Train",Tennis,75,COURT DE TENNIS N°1,CENTTRE SPORTIF DES TENNIS DE FLANDRIN,
Paris 17e Arrondissement,75017,88 RUE DE LA JONCQUIERE,48.89473,2.31913,"48.89473, 2.31913",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,SALLE POLYVALENTE,CENTRE PARIS ANIM' LA JONQUIERE,
Paris 18e Arrondissement,75018,32 RUE DE CLIGNANCOURT PARIS,48.88599,2.3476,"48.88599, 2.3476",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Badminton,Jeu de volant,Basket-Ball,Tennis de table",75,SALLE MULTISPORT,SALLE DE SPORTS DE BNP PARIBAS,
Paris 18e Arrondissement,75018,12 RUE DES FILLETTES,48.89437,2.3636,"48.89437, 2.3636",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE MULTI-ACTIVITES N°1,CENTRE PARIS ANIM' HEBERT,
Paris 19e Arrondissement,75019,69 AVENUE SIMON BOLIVAR,48.8764,2.37648,"48.8764, 2.37648",False,"Métro,Bus","Aikido / Aikibudo / Budo,Autres Danses,Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Hockey en salle / Hockey sur gazon,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE A,GYMNASE SIMON BOLIVAR,
