commune_name,postal_code,adresse,latitude,longitude,coordinates,accessibilite_de_l_installation_en_faveur_des_personnes_en_situation_de_handicap,accessibilite_de_l_installation_en_transport_en_commun_des_differents_mode,activites,departement_code,nom_de_l_equipement_sportif,nom_de_l_installation_sportive,types_d_amenagements_de_confort
Paris 16e Arrondissement,75016,60 BOULEVARD LANNES,48.8639038593,2.26883667106,"48.8639038593, 2.26883667106",True,"Train,Bus",Basket-Ball,75,TERRAIN DE BASKET BALL N°2,STADE PORTE DE LA MUETTE,
Paris 12e Arrondissement,75012,11 Avenue du Tremblay,48.832266,2.451732,"48.832266, 2.451732",True,Bus,"Course sur piste,Lancer,Saut",75,STADE Marie-José PEREC,INSEP,Autre
Paris 13e Arrondissement,75013,14 RUE VANDREZANNE,48.828,2.35484,"48.828, 2.35484",False,"Métro,Bus",Musculation,75,SALLE RAMEURS,CMG SPORT CLUB ONE ITALIE,Bain(s) de vapeur / hammam;Sauna
Paris 12e Arrondissement,75012,16A BD DE REUILLY,48.838935,2.391156,"48.838935, 2.391156",True,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,STUDIO 3,RE-CORPS,
Paris 12e Arrondissement,75012,143 RUE DE BERCY PARIS,48.841054,2.377167,"48.841054, 2.377167",True,"Métro,Bus,Train",Activités de forme et de santé,75,SALLE DE REPETITION,MINISTERE DE L'ECONOMIE ET DES FINANCES (CENTRE D'ACTIVITES SPORTIVES ET CULTURELLES ),
Paris 12e Arrondissement,75012,ROUTE DE LA PYRAMIDE BOIS DE VINCENNES,48.821432,2.460253,"48.821432, 2.460253",False,"Train,Bus",Tennis,75,COURT DE TENNIS N°2,TENNIS CLUB PARISIEN DE JOINVILLE,
Paris 16e Arrondissement,75016,15 AVENUE DU GENERAL CLAVERY,48.835764,2.260058,"48.835764, 2.260058",False,"Métro,Bus",Activités de forme et de santé,75,SALLE POLYVALENTE,TENNIS CLUB DU XVIEME,
Paris 17e Arrondissement,75017,17 rue du débarcadère,48.8779694,2.2854593,"48.8779694, 2.2854593",False,"Bus,Métro",Musculation,75,PLATEAU DE MUSCULATION POIDS LIBRES,CMG MAILLOT,Bain(s) de vapeur / hammam;Sauna;Solarium
Paris 19e Arrondissement,75019,22 AVENUE DE LA PORTE CHAUMONT,48.885205,2.399045,"48.885205, 2.399045",True,,Saut,75,SAUT EN LONGUEUR,CENTRE SPORTIF CHAUMONT,
Paris 20e Arrondissement,75020,34 RUE MARYSE HILSZ,48.8522171975,2.41401225328,"48.8522171975, 2.41401225328",True,"Métro,Bus,Tramway",Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY BALL N°1,CENTRE SPORTIF MARYSE HILSZ,
Paris 3e Arrondissement,75003,211 RUE SAINT-MARTIN,48.86366,2.35265,"48.86366, 2.35265",True,,Gymnastique Artistique,75,GYMNASE MATERNELLE,ECOLE SAINT-MARTIN,
Paris 15e Arrondissement,75015,2 RUE LOUIS ARMAND,48.82972,2.268269,"48.82972, 2.268269",False,"Métro,Bus,Tramway",Tennis,75,MUR D'ENTRAINEMENT,CENTRE SPORTIF SUZANNE LENGLEN,
Paris 17e Arrondissement,75017,118 BOULEVARD BESSIERES,48.8963,2.32831,"48.8963, 2.32831",True,"Métro,Tramway,Bus",Basket-Ball,75,TERRAIN DE BASKET BALL,COLLEGE - LYCEE HONORE DE BALZAC,
Paris 19e Arrondissement,75019,39 ROUTE DES PETITS PONTS,48.894095,2.395556,"48.894095, 2.395556",True,"Métro,Bus,Tramway",Tennis,75,Court de tennis couvert n°3,CENTRE SPORTIF JULES LADOUMEGUE,
Paris 15e Arrondissement,75015,13 RUE DU GENERAL GUILLAUMAT,48.82739,2.29759,"48.82739, 2.29759",False,"Métro,Tramway","Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,TEP,CENTRE SPORTIF LA PLAINE,
Paris 6e Arrondissement,75006,109 RUE DE NOTRE DAME DES CHAMPS,48.84125,2.3343,"48.84125, 2.3343",True,"Métro,Bus","Autres Danses,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Musculation,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE CHARCOT,ECOLE ALSACIENNE,
Paris 13e Arrondissement,75013,19 RUE CORVISART,48.83243,2.34823,"48.83243, 2.34823",False,"Bus,Métro","Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Roller acrobatique",75,TERRAIN MULTISPORTS 1,CITE SCOLAIRE RODIN,
Paris 5e Arrondissement,75005,31 Avenue Georges Bernanos,48.84047,2.33787,"48.84047, 2.33787",True,"Métro,Bus,Train","Boxe Anglaise,Boxe française savate,Boxe thaïlandaise Muay Thaï,Kick boxing / Cardio KB / Kick boxing light / KB Défense",75,SALLE DE BOXE,CENTRE SPORTIF UNIVERSITAIRE JEAN SARRAILH (CROUS),
Paris 16e Arrondissement,75016,106 RUE DE LA POMPE,48.8655,2.27945,"48.8655, 2.27945",False,,Basket-Ball,75,TERRAIN DE BASKET BALL,CITE SCOLAIRE JANSON DE SAILLY,
Paris 16e Arrondissement,75016,74 BIS RUE LAURISTON,48.86837,2.28889,"48.86837, 2.28889",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Expression gymnique",75,7 STUDIOS 6,KEEP COOL PARIS 16,Sauna
Paris 16e Arrondissement,75016,24 AVENUE GORDON BENNET,48.846587,2.25043,"48.846587, 2.25043",True,,Tennis,75,COURT DE TENNIS 1 3,ROLAND GARROS,Bain(s) de vapeur / hammam;Bain(s) bouillonnant(s);Sauna
Paris 12e Arrondissement,75012,113 ROUTE DE LA PYRAMIDE BOIS DE VINCENNES,48.833233,2.441033,"48.833233, 2.441033",True,"Métro,Bus",Tennis,75,COURT DE TENNIS N°6,TENNIS DE LA FALUERE,
Paris 14e Arrondissement,75014,7 avenue paul appell,48.820276,2.328914,"48.820276, 2.328914",False,"Métro,Bus",Tennis,75,COURTS DE TENNIS 3,CENTRE SPORTIF ELISABETH,
Paris 15e Arrondissement,75015,2 RUE LOUIS ARMAND,48.8313702464,2.27027825138,"48.8313702464, 2.27027825138",False,"Métro,Bus,Tramway",Course sur piste,75,PISTE D'ATHLETISME,CENTRE SPORTIF SUZANNE LENGLEN,
Paris 16e Arrondissement,75016,11 RUE CHANEZ,48.84704,2.25985,"48.84704, 2.25985",False,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE WELNESS - STUDIO 2,CMG SPORTS CLUB WAOU AUTEUIL,Bain(s) de vapeur / hammam;Sauna
Paris 12e Arrondissement,75012,12 AVENUE DES CANADIENS BOIS DE VINCENNES,48.81921,2.45955,"48.81921, 2.45955",False,Bus,Tennis,75,MUR D'ENTRAINEMENT,STADE JEAN PIERRE GARCHERIE,
Paris 13e Arrondissement,75013,81 BOULEVARD MASSENA,48.81965,2.36905,"48.81965, 2.36905",True,"Métro,Bus,Tramway","Course sur piste,Lancer,Saut",75,STADE D'ATHLETISME,CENTRE SPORTIF GEORGES CARPENTIER,
Paris 15e Arrondissement,75015,44 RUE EMERIAU,48.84917,2.28552,"48.84917, 2.28552",True,"Métro,Bus",Squash,75,COURT DE SQUASH N°4,SQUASH FRONT DE SEINE,Sauna
Paris 15e Arrondissement,75015,19 RUE GASTON DE CAILLAVET,48.84946,2.28526,"48.84946, 2.28526",False,"Métro,Bus,Train",Basket-Ball,75,TERRAIN DE BASKET-BALL N°3,CENTRE SPORTIF RENE ET ANDRE MOURLON,
Paris 18e Arrondissement,75018,172 RUE CHAMPIONNET,48.895298,2.334364,"48.895298, 2.334364",True,"Métro,Bus",Tennis,75,COURT DE TENNIS N°2,CENTRE SPORTIF CHAMPIONNET,
Paris 17e Arrondissement,75017,118 BOULEVARD BESSIERES,48.8948,2.31366,"48.8948, 2.31366",True,"Métro,Tramway,Bus",Saut,75,ZONE DE SAUT,COLLEGE - LYCEE HONORE DE BALZAC,
Paris 12e Arrondissement,75012,135 avenue daumesnil,48.843584,2.383447,"48.843584, 2.383447",False,"Métro,Bus",Activités de forme et de santé,75,Espace de boxe,easyGym Paris Daumesnil,
Paris 13e Arrondissement,75013,81 BOULEVARD MASSENA,48.81943,2.3696,"48.81943, 2.3696",True,"Métro,Bus,Tramway",Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL A 7,CENTRE SPORTIF GEORGES CARPENTIER,
Paris 11e Arrondissement,75011,101 AVENUE DE LA REPUBLIQUE,48.86442,2.38461,"48.86442, 2.38461",False,,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY BALL,CITE SCOLAIRE VOLTAIRE,
Paris 5e Arrondissement,75005,QUAI SAINT BERNARD,48.84831,2.35828,"48.84831, 2.35828",True,"Métro,Bus","Boxe Anglaise,Boxe française savate",75,SALLE DE BOXE,Université PARIS VI - CENTRE SPORTIF JEAN TALBOT,
Paris 15e Arrondissement,75015,45 RUE MADEMOISELLE,48.8436,2.29799,"48.8436, 2.29799",False,,Tennis de table,75,SALLE DE TENNIS DE TABLE,COLLEGE - LYCEE CAMILLE SEE (ANNEXE),
Paris 17e Arrondissement,75017,118 BOULEVARD BESSIERES,48.8952,2.31365,"48.8952, 2.31365",True,"Métro,Tramway,Bus",Course sur piste,75,PISTE D'ATHLETISME CIRCULAIRE,COLLEGE - LYCEE HONORE DE BALZAC,
Paris 12e Arrondissement,75012,77 AVENUE DU DOCTEUR ARNOLD NETTER PARIS,48.84677,2.40537,"48.84677, 2.40537",False,"Métro,Bus",Pétanque et jeu provencal,75,JEUX DE BOULES,STADE ARNOLD NETTER,
Paris 14e Arrondissement,75014,6 ALLEE DE LA SECONDE DIVISION BLINDEE - PLACE DES 5 MARTYRS DU LYCEE BUFFON,48.83893,2.31793,"48.83893, 2.31793",True,"Métro,Bus,Train",Activités de forme et de santé,75,ESPACE ETIREMENT ETAGE,NEONESS MONTPARNASSE,
Paris 20e Arrondissement,75020,72 RUE LOUIS LUMIERE,48.8621,2.41135,"48.8621, 2.41135",True,"Métro,Bus,Tramway",Course sur piste,75,STADE D'ATHLETISME,CENTRE SPORTIF DE LA PORTE DE BAGNOLET,
Paris 20e Arrondissement,75020,21 RUE DES CENDRIERS,48.866033788,2.38618217556,"48.866033788, 2.38618217556",True,"Métro,Bus",Saut,75,SAUT EN LONGUEUR,TEP AMANDIERS,
Paris 6e Arrondissement,75006,22 Rue Notre-Dame des Champs,48.84535,2.32716,"48.84535, 2.32716",True,"Bus,Métro","Escalade,Tennis de table",75,GYMNASE G1,COLLEGE STANISLAS,
Paris 15e Arrondissement,75015,1 Rue Lacretelle,48.8341092467,2.29110717763,"48.8341092467, 2.29110717763",True,"Métro,Bus,Tramway","Activités de forme et de santé,Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine",75,DOJO,Université Paris Cité - UFR STAPS,
Paris 11e Arrondissement,75011,9-11 RUE ALPHONSE BAUDIN PARIS,48.860603,2.370297,"48.860603, 2.370297",True,"Métro,Bus","Activités de forme et de santé,Tai chi chuan / Chi gong,Tennis de table",75,SALLE DE TENNIS DE TABLE,CENTRE SPORTIF DE LA COUR DES LIONS,
Paris 14e Arrondissement,75014,7 avenue paul appell,48.819881,2.328737,"48.819881, 2.328737",False,"Métro,Bus",Tennis,75,COURTS DE TENNIS COUVERTS 1,CENTRE SPORTIF ELISABETH,
Paris 15e Arrondissement,75015,18 AVENUE PORTE DE BRANCION,48.826785,2.298919,"48.826785, 2.298919",False,"Métro,Bus,Tramway","Football / Football en salle (Futsal),Rugby à 15 / Rugby à 7",75,TERRAIN DE FOOTBALL EN GAZON,CENTRE SPORTIF CHARLES RIGOULOT,
Paris 18e Arrondissement,75018,11 RUE TRISTAN TZARA,48.89455,2.36443,"48.89455, 2.36443",True,"Métro,Bus,Tramway",Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY-BALL,CENTRE SPORTIF TRISTAN TZARA,
Paris 12e Arrondissement,75012,ROUTE DU BOSQUET MORTEMART BOIS DE VINCENNES,48.826954,2.457117,"48.826954, 2.457117",False,Bus,Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL N°17,STADE PERSHING,
Paris 8e Arrondissement,75008,76-78 AVENUE DES CHAMPS ELYSEES GALERIE DES ARCADES,48.8715803147,2.30453542492,"48.8715803147, 2.30453542492",True,"Métro,Bus","Activités de forme et de santé,Musculation",75,SALLE DE MUSCULATION,HEALTHCITY PARIS CHAMPS ELYSEES,Bain(s) de vapeur / hammam;Sauna
Paris 13e Arrondissement,75013,61 RUE DUNOIS,48.83256,2.36686,"48.83256, 2.36686",True,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DE GYMNASTIQUE,CENTRE PARIS ANIM' DUNOIS,
Paris 14e Arrondissement,75014,28 AVENUE DU GENERAL LECLERC,48.83193,2.32994,"48.83193, 2.32994",True,"Métro,Bus,Tramway,Train","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,SALLE DE COURS COLLECTIFS N°2,CMG SPORT CLUB DENFERT,Sauna
Paris 20e Arrondissement,75020,1 RUE PAUL MEURICE,48.87434,2.4117,"48.87434, 2.4117",False,"Métro,Bus,Tramway","Activités de forme et de santé,Autres Danses,Judo / Jujitsu / Taïso",75,SALLE POLYVALENTE,CENTRE SPORTIF PAUL MEURICE,
Paris 19e Arrondissement,75019,46 TER RUE DE MEAUX,48.88158,2.37384,"48.88158, 2.37384",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,SALLE DE COURS COLLECTIFS,NEONESS BUTTES CHAUMONT - JAURES,
Paris 20e Arrondissement,75020,46 RUE LOUIS LUMIERE,48.86041,2.41153,"48.86041, 2.41153",False,"Métro,Bus,Tramway","Activités de forme et de santé,Autres Danses,Expression gymnique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE BALLERINE,CENTRE PARIS ANIM' LOUIS LUMIERE,
Paris 20e Arrondissement,75020,63-65 RUE DE BAGNOLET,48.857624,2.399095,"48.857624, 2.399095",True,,Activités de forme et de santé,75,ESPACE ABDOMINAUX,CMG SPORT CLUB ONE BAGNOLET,Sauna
Paris 7e Arrondissement,75007,22 RUE MALAR,48.86019,2.30515,"48.86019, 2.30515",True,,"Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Tennis,Tennis de table",75,GYMNASE,ECOLE - COLLEGE - LYCEE LA ROCHEFOUCAULD,
Paris 5e Arrondissement,75005,16 rue thouin,48.84473,2.34789,"48.84473, 2.34789",True,,"Activités de forme et de santé,Aquagym,Baignade loisirs,Natation course sportive",75,BASSIN DE 25 M,PISCINE MUNICIPALE JEAN TARIS,
Paris 6e Arrondissement,75006,6 RUE GIT LE COEUR,48.85403,2.3429,"48.85403, 2.3429",False,"Métro,Bus",Escrime (Epée / Fleuret / Sabre ),75,SALLE D'ARMES,SALLE D'ARMES CAUDURIER,
Paris 11e Arrondissement,75011,23-25 RUE PETION,48.8593,2.3809,"48.8593, 2.3809",True,"Métro,Bus",Activités de forme et de santé,75,SALLE DE COURS COLLECTIFS,FITNESS VOLTAIRE,Sauna
Paris 15e Arrondissement,75015,107 RUE DE LA CROIX NIVERT,48.8418996066,2.29526085561,"48.8418996066, 2.29526085561",False,"Métro,Bus","Basket-Ball,Gymnastique Artistique,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C,CENTRE SPORTIF CROIX NIVERT,
Paris 15e Arrondissement,75015,18 RUE JUGE,48.84983,2.29299,"48.84983, 2.29299",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,SALLE DE COURS COLLECTIFS,NEONESS PARIS LA MOTTE PICQUET,
Paris 16e Arrondissement,75016,24 AVENUE GORDON BENNET,48.846649,2.25049,"48.846649, 2.25049",True,,Tennis,75,COURT DE TENNIS N°1,ROLAND GARROS,Sauna
Paris 16e Arrondissement,75016,15 AVENUE DU GENERAL CLAVERY,48.835745,2.259689,"48.835745, 2.259689",False,"Métro,Bus",Tennis,75,COURT DE TENNIS N°3,TENNIS CLUB DU XVIEME,
Paris 16e Arrondissement,75016,50 route de l'etoile,48.87197,2.2589,"48.87197, 2.2589",True,"Métro,Bus",Basket-Ball,75,TERRAIN DE BASKET-BALL,Association du Cercle du Bois de Boulogne,Bain(s) de vapeur / hammam;Sauna
Paris 12e Arrondissement,75012,103 RUE DE REUILLY,48.84391,2.39224,"48.84391, 2.39224",True,"Bus,Métro","Badminton,Jeu de volant,Basket-Ball,Handball / Mini hand / Handball de plage,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,COLLEGE SAINTE CLOTILDE,
Paris 13e Arrondissement,75013,95 RUE BRILLAT SAVARIN,48.824695,2.342598,"48.824695, 2.342598",True,,"Judo / Jujitsu / Taïso,Tennis de table",75,LE HALL,COLLEGE GEORGES BRAQUE,
Paris 17e Arrondissement,75017,56 Boulevard des Batignolles,48.88326,2.32093,"48.88326, 2.32093",True,"Bus,Métro","Autres Danses,Gymnastique Artistique,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,INSPE,
Paris 12e Arrondissement,75012,51 BOULEVARD DE PICPUS,48.84422,2.40198,"48.84422, 2.40198",True,"Métro,Bus,Tramway,Train",Pétanque et jeu provencal,75,TERRAIN DE PETANQUE,SQUARE COURTELINE,
Paris 12e Arrondissement,75012,6 RUE COTTE PARIS,48.84829,2.37721,"48.84829, 2.37721",False,,"Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,TERRAIN MULTISPORTS,TEP COTTE,
Paris 13e Arrondissement,75013,47 AVENUE D'IVRY,48.82302,2.36575,"48.82302, 2.36575",False,"Métro,Bus,Tramway","Autres Danses,Badminton,Jeu de volant,Ballon au poing,Basket-Ball,Football / Football en salle (Futsal),Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table",75,GYMNASE,GYMNASE DE LA POINTE D'IVRY,
Paris 13e Arrondissement,75013,90 BOULEVARD AUGUSTE BLANQUI,48.83083,2.34461,"48.83083, 2.34461",False,"Métro,Bus",Basket-Ball,75,TERRAIN DE BASKET BALL - PLAYGROUND,TEP GLACIERE,
Paris 14e Arrondissement,75014,95 AVENUE DU GENERAL LECLERC,48.82645,2.32674,"48.82645, 2.32674",True,,Musculation,75,SALLE CARDIOTRAINING,FITNESS PARK ALESIA,
Paris 14e Arrondissement,75014,22 RUE GUILLEMINOT,48.83585,2.31804,"48.83585, 2.31804",True,"Métro,Bus,Train","Activités de forme et de santé,Autres Danses,Expression gymnique,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan",75,SALLE DE DANSE,SALLES DE SPORT GUILLEMINOT,
Paris 15e Arrondissement,75015,16 RUE DE LA FEDERATION,48.854287,2.29012,"48.854287, 2.29012",False,"Métro,Bus,Train","Badminton,Jeu de volant",75,GYMNASE FEDERATION,GYMNASE FEDERATION,
Paris 15e Arrondissement,75015,127 BOULEVARD LEVEBVRE,48.829465,2.298588,"48.829465, 2.298588",True,"Métro,Bus,Tramway","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,PLATEAU MULTISPORTS,TEP PERICHAUX,
Paris 16e Arrondissement,75016,8 avenue Foch,48.87396,2.29142,"48.87396, 2.29142",False,"Bus,Train",Tir aux armes réglementaires,75,STAND DE TIR,CLUB DE TIR DE LA POLICE NATIONALE DE PARIS,
Paris 17e Arrondissement,75017,19 RUE NOLLET,48.88559,2.32336,"48.88559, 2.32336",False,"Métro,Bus",Judo / Jujitsu / Taïso,75,DOJO,DOJO VERONIQUE PARISET,
Paris 17e Arrondissement,75017,25 BIS RUE JEAN LECLAIRE,48.89603,2.32554,"48.89603, 2.32554",True,"Métro,Bus","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,TERRAIN MULTISPORTS,SQUARE JEAN LECLAIRE,
Paris 17e Arrondissement,75017,2 RUE DU CAPORAL PEUGEOT,48.88679,2.29014,"48.88679, 2.29014",False,"Métro,Bus,Train",Bowling,75,BOWLING,BOWLING CHAMPERRET,
Paris 13e Arrondissement,75013,81 AVENUE DE CHOISY,48.82356,2.35932,"48.82356, 2.35932",False,"Bus,Métro","Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Handball / Mini hand / Handball de plage,Saut,Tennis,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,CITE SCOLAIRE GABRIEL FAURE,
Paris 19e Arrondissement,75019,26 RUE ARCHEREAU,48.8905,2.37371,"48.8905, 2.37371",True,"Métro,Train",Football / Football en salle (Futsal),75,PLATEAU MULTIPORTS,TEP ARCHEREAU,
Paris 12e Arrondissement,75012,1 ROUTE DE LA FALUERE PARIS,48.828424,2.44638,"48.828424, 2.44638",False,Bus,"Rugby à 13 / Rugby à 7,Rugby à 15 / Rugby à 7",75,TERRAIN DE RUGBY N°3,PLAINE DE JEUX DU POLYGONE,
Paris 16e Arrondissement,75016,11 chemin de la croix catelan,48.8653,2.25654,"48.8653, 2.25654",True,,Tennis,75,COURT DE TENNIS EN QUICK 12,LAGARDERE PARIS RACING,
Paris 7e Arrondissement,75007,5 rue eblé,48.8489769235,2.31456032845,"48.8489769235, 2.31456032845",False,"Bus,Train,Métro","Baignade loisirs,Natation course sportive",75,PISCINE FOUCHER CRETEAU - PETIT BASSIN,RACING CLUB DE FRANCE,
Paris 12e Arrondissement,75012,113 ROUTE DE LA PYRAMIDE BOIS DE VINCENNES,48.833602,2.440067,"48.833602, 2.440067",True,"Métro,Bus",Tennis,75,COURT DE TENNIS N°4,TENNIS DE LA FALUERE,
Paris 14e Arrondissement,75014,7 avenue paul appell,48.82148,2.32617,"48.82148, 2.32617",False,"Métro,Bus",Pétanque et jeu provencal,75,BOULODROME,CENTRE SPORTIF ELISABETH,
Paris 17e Arrondissement,75017,24 RUE CHAZELLES,48.88065,2.30592,"48.88065, 2.30592",False,"Métro,Bus","Activités de forme et de santé,Musculation",75,GRANDE SALLE DE CARDIOTRAINING,CMG SPORT CLUB ONE MONCEAU,Sauna
Paris 16e Arrondissement,75016,50 route de l'etoile,48.87355,2.26149,"48.87355, 2.26149",True,"Métro,Bus",Tennis,75,COURT DE TENNIS N°21 EN QUICK,Association du Cercle du Bois de Boulogne,Bain(s) de vapeur / hammam;Sauna
Paris 6e Arrondissement,75006,149 RUE DE RENNES,48.8455434144,2.32583816574,"48.8455434144, 2.32583816574",False,"Métro,Bus",Squash,75,COURT DE SQUASH 6,CMG SPORTS CLUB ONE MONTPARNASSE,Sauna
Paris 12e Arrondissement,75012,1 ROUTE DE LA FALUERE PARIS,48.830609,2.44056,"48.830609, 2.44056",False,Bus,Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL N°3,PLAINE DE JEUX DU POLYGONE,
Paris 16e Arrondissement,75016,ROUTE DES MOULINS BOIS DE BOULOGNE,48.8666964948,2.23396706881,"48.8666964948, 2.23396706881",False,Bus,Tennis,75,COURT DE TENNIS N°6,POLO DE PARIS,Sauna
Paris 12e Arrondissement,75012,11 Avenue du Tremblay,48.831984,2.449994,"48.831984, 2.449994",True,Bus,"Basket-Ball,Basket-Ball",75,Terrain de basket 3 x 3 extérieur,INSEP,
Paris 6e Arrondissement,75006,149 RUE DE RENNES,48.8455342881,2.32587303446,"48.8455342881, 2.32587303446",False,"Métro,Bus",Squash,75,COURT DE SQUASH 4,CMG SPORTS CLUB ONE MONTPARNASSE,Sauna
Paris 12e Arrondissement,75012,13 RUE DE PRAGUE PARIS,48.849693,2.375729,"48.849693, 2.375729",True,"Métro,Bus","Gymnastique Artistique,Tennis de table",75,Gymnase,INSTITUT SAINT PIERRE FOURIER,
Paris 10e Arrondissement,75010,11 RUE DE LANCRY PARIS,48.86952,2.360189,"48.86952, 2.360189",True,,"Activités de forme et de santé,Gymnastique Artistique,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE D'ARTS MARTIAUX,CENTRE SPORTIF JEAN VERDIER,
Paris 4e Arrondissement,75004,5-7 RUE NEUVE SAINT-PIERRE,48.853336,2.363369,"48.853336, 2.363369",True,"Métro,Bus","Basket-Ball,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,TEP,TEP NEUVE SAINT-PIERRE,
Paris 9e Arrondissement,75009,44 RUE DE CLICHY,48.8796454087,2.3294224486,"48.8796454087, 2.3294224486",True,"Métro,Bus","Activités de forme et de santé,Musculation",75,SALLE DE CARDIOTRAINING,NEONESS SAINT-LAZARE,
Paris 10e Arrondissement,75010,13 rue de la Grange aux Belles,48.873889,2.365065,"48.873889, 2.365065",True,Bus,"Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine,Sambo",75,SALLE DE LUTTE,BATTLING CLUB PARIS,
Paris 13e Arrondissement,75013,61 RUE DUNOIS,48.83256,2.36687,"48.83256, 2.36687",True,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION,CENTRE PARIS ANIM' DUNOIS,
Paris 15e Arrondissement,75015,44 RUE EMERIAU,48.84916,2.28551,"48.84916, 2.28551",True,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION,SQUASH FRONT DE SEINE,Sauna
Paris 18e Arrondissement,75018,4 BIS CITE VERON,48.88457,2.33225,"48.88457, 2.33225",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,STUDIO ROBBINS,ACADEMIE DES ARTS CHOREGRAPHIQUES,
Paris 18e Arrondissement,75018,26 AVENUE DE LA PORTE MONTMARTRE,48.90016,2.33603,"48.90016, 2.33603",True,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DE DANSE,CENTRE PARIS ANIM' BINET,
Paris 18e Arrondissement,75018,12 RUE DES FILLETTES,48.89437,2.36361,"48.89437, 2.36361",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE MULTI-ACTIVITES N°2,CENTRE PARIS ANIM' HEBERT,
Paris 20e Arrondissement,75020,138 RUE DE BAGNOLET,48.86125,2.40559,"48.86125, 2.40559",False,"Métro,Bus,Tramway","Autres Danses,Expression gymnique",75,STUDIO RDC,CERCLE DE LA FORME PORTE DE BAGNOLET,Sauna
Paris 11e Arrondissement,75011,40 RUE EMILE LEPEU PARIS,48.85636,2.38839,"48.85636, 2.38839",False,"Métro,Bus","Planche à roulettes (Skate),Roller acrobatique",75,SKATE PARC,TEP EMILE LEPEU,
Paris 11e Arrondissement,75011,55 BOULEVARD RICHARD LENOIR PARIS,48.859404,2.371978,"48.859404, 2.371978",True,"Métro,Bus",Pétanque et jeu provencal,75,BOULODROME N°2,SQUARE DU BATACLAN,
