objectid,nom,commune_code,commune_name,postal_code,department_code,x_coord,y_coord,adresse_ua,nature_u_1,patronyme,secteur_pu
1766,Ecole maternelle TORCY C,75118,PARIS,75018,75,653416.200000003,6865864.3045,7 rue de Torcy,ECOLE MATERNELLE,TORCY C,Public
1767,Ecole maternelle TROIS BORNES F,75111,PARIS,75011,75,654121.200000003,6863216.7045,39 rue des trois Bornes,ECOLE MATERNELLE,TROIS BORNES F,Public
1768,Ecole maternelle TURENNE,75103,PARIS,75003,75,653381.399999999,6862229.4045,52 rue de Turenne,ECOLE MATERNELLE,TURENNE,Public
1769,Ecole maternelle VAUVENARGUES P,75118,PARIS,75018,75,650989.0,6866364.9045,52 rue Vauvenargues,ECOLE MATERNELLE,VAUVENARGUES P,Public
1770,Ecole primaire Les Enfants du Spectacle Cardinal Lemoine,75105,PARIS,75005,75,652540.299999997,6861107.9045,24 rue du Cardinal Lemoine,ECOLE DE NIVEAU ELEMENTAIRE,CARDINAL LEMOINE,Public
1771,Ecole maternelle SARRETTE A,75114,PARIS,75014,75,650581.0,6858542.8045,55 rue Sarrette,ECOLE MATERNELLE,SARRETTE A,Public
1772,Ecole primaire Colette Magny A,75119,PARIS,75019,75,654267.299999997,6866283.7045,15 rue Colette Magny,ECOLE DE NIVEAU ELEMENTAIRE,COLETTE MAGNY A,Public
1773,Ecole primaire DECAMPS,75116,PARIS,75016,75,647365.799999997,6863041.3045,4 rue Decamps,ECOLE DE NIVEAU ELEMENTAIRE,DECAMPS,Public
1774,Ecole primaire BUFFON C,75105,PARIS,75005,75,653119.399999999,6860459.8045,21 rue Buffon,ECOLE DE NIVEAU ELEMENTAIRE,BUFFON C,Public
1775,Ecole maternelle YEO THOMAS,75113,PARIS,75013,75,653225.700000003,6859239.8045,5 rue Yéo Thomas,ECOLE MATERNELLE,YEO THOMAS,Public
1776,Ecole primaire MIOLLIS C,75115,PARIS,75015,75,648798.0,6860818.2045,33 bis rue Miollis,ECOLE DE NIVEAU ELEMENTAIRE,MIOLLIS C,Public
1777,Ecole primaire PYRENEES T,75120,PARIS,75020,75,656448.299999997,6861372.0045,40 rue des Pyrénées,ECOLE DE NIVEAU ELEMENTAIRE,PYRENEES T,Public
1778,Ecole maternelle EMILE LEPEU,75111,PARIS,75011,75,655112.0,6862024.2045,44 rue Emile Lepeu,ECOLE MATERNELLE,EMILE LEPEU,Public
1779,Ecole maternelle ST JACQUES E,75105,PARIS,75005,75,651693.700000003,6860648.8045,242 rue Saint Jacques,ECOLE MATERNELLE,ST JACQUES E,Public
1780,Ecole maternelle VAUVENARGUES L,75118,PARIS,75018,75,651209.600000001,6866002.0045,4 rue Vauvenargues,ECOLE MATERNELLE,VAUVENARGUES L,Public
1781,Ecole maternelle TANGER N,75119,PARIS,75019,75,653644.799999997,6865229.1045,15 rue de Tanger,ECOLE MATERNELLE,TANGER N,Public
1958,Ecole primaire privée Bossuet,75106,PARIS,75006,75,650955.899999999,6861099.2045,51 rue Madame,ECOLE DE NIVEAU ELEMENTAIRE,BOSSUET,Privé
1959,Ecole primaire privée Saint Thomas d'Aquin,75107,PARIS,75007,75,650856.0,6861901.9045,7 rue Perronet,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-THOMAS D'AQUIN,Privé
1960,Ecole primaire privée Fénelon-Sainte Marie,75108,PARIS,75008,75,649878.600000001,6864729.6045,95 rue de Monceau,ECOLE DE NIVEAU ELEMENTAIRE,FENELON SAINTE-MARIE,Privé
1961,Ecole primaire privée Notre-Dame de Lorette,75109,PARIS,75009,75,651717.100000001,6864364.1045,8 ter rue Choron,ECOLE DE NIVEAU ELEMENTAIRE,NOTRE-DAME DE LORETTE,Privé
1962,Ecole primaire privée Sainte Marguerite,75111,PARIS,75011,75,654487.100000001,6861789.7045,16 rue Basfroi,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-MARGUERITE,Privé
1963,Ecole primaire privée Charles de Foucauld,75114,PARIS,75014,75,649277.799999997,6859142.1045,12 rue des Jonquilles,ECOLE DE NIVEAU ELEMENTAIRE,CHARLES DE FOUCAULD,Privé
1964,Ecole primaire privée Saint Joseph de Grenelle,75115,PARIS,75015,75,648096.399999999,6860549.9045,13 place Etienne Pernet,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-JOSEPH,Privé
1965,Ecole primaire privée Sainte Elisabeth,75115,PARIS,75015,75,647609.100000001,6860550.2045,112 rue de Lourmel,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-ELISABETH,Privé
1966,Ecole primaire privée Les Saints-Anges,75115,PARIS,75015,75,648878.799999997,6859664.2045,8 rue de Vouillé,ECOLE DE NIVEAU ELEMENTAIRE,LES SAINTS-ANGES,Privé
1967,Ecole primaire privée Sainte Marthe,75117,PARIS,75017,75,650506.100000001,6866096.9045,5 bis rue Lacaille,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-MARTHE,Privé
1968,Ecole élémentaire privée Sainte Marie des Batignolles,75117,PARIS,75017,75,649991.5,6865535.0045,77 rue Truffaut,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-MARIE DES BATIGNOLLES,Privé
1969,Ecole primaire privée Notre-Dame de Lourdes,75120,PARIS,75020,75,655832.700000003,6863661.7045,16 rue Taclet,ECOLE DE NIVEAU ELEMENTAIRE,NOTRE-DAME DE LOURDES,Privé
1970,Ecole élémentaire privée Saint Germain de Charonne,75120,PARIS,75020,75,656327.799999997,6862504.5045,3 rue des Prairies,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-GERMAIN DE CHARONNE,Privé
1971,Ecole primaire BELLEVILLE,75120,PARIS,75020,75,655010.200000003,6864000.1045,104 rue DE BELLEVILLE,ECOLE DE NIVEAU ELEMENTAIRE,BELLEVILLE,Public
1972,Ecole primaire BLOMET,75115,PARIS,75015,75,649154.0,6860568.5045,19 rue Blomet,ECOLE DE NIVEAU ELEMENTAIRE,BLOMET,Public
1973,Ecole primaire BOULARD D,75114,PARIS,75014,75,650658.299999997,6859387.8045,46 rue Boulard,ECOLE DE NIVEAU ELEMENTAIRE,BOULARD D,Public
1974,Ecole primaire BOUVINES,75111,PARIS,75011,75,655713.600000001,6861258.9045,4 avenue de Bouvines,ECOLE DE NIVEAU ELEMENTAIRE,BOUVINES,Public
1975,Ecole élémentaire CHAMPIONNET,75118,PARIS,75018,75,652477.700000003,6866322.5045,7 rue Championnet,ECOLE DE NIVEAU ELEMENTAIRE,CHAMPIONNET,Public
1976,Ecole primaire CHARENTON,75112,PARIS,75012,75,653965.5,6861409.5045,51 rue de Charenton,ECOLE DE NIVEAU ELEMENTAIRE,CHARENTON,Public
1977,Ecole primaire CHERNOVIZ,75116,PARIS,75016,75,647312.799999997,6862165.8045,8 rue Chernoviz,ECOLE DE NIVEAU ELEMENTAIRE,CHERNOVIZ,Public
1978,Ecole primaire CLAUDE VELLEFAUX,75110,PARIS,75010,75,653802.799999997,6864278.0045,33 avenue Claude Vellefaux,ECOLE DE NIVEAU ELEMENTAIRE,CLAUDE VELLEFAUX,Public
1979,Ecole primaire COMPANS,75119,PARIS,75019,75,655246.200000003,6864659.2045,106 rue COMPANS,ECOLE DE NIVEAU ELEMENTAIRE,COMPANS,Public
2164,Ecole maternelle ARCHEREAU R,75119,PARIS,75019,75,654212.700000003,6866007.3045,58 rue Archereau,ECOLE MATERNELLE,ARCHEREAU R,Public
2165,Ecole maternelle ARCHEREAU ILOT RIQUET,75119,PARIS,75019,75,654035.299999997,6865788.9045,26 rue Archereau,ECOLE MATERNELLE,ARCHEREAU ILOT RIQUET,Public
2166,Ecole primaire BEAUREGARD,75102,PARIS,75002,75,652208.5,6863476.9045,5 rue Beauregard,ECOLE DE NIVEAU ELEMENTAIRE,BEAUREGARD,Public
2167,Ecole primaire SORBIER,75120,PARIS,75020,75,655419.0,6863092.5045,15 rue Sorbier,ECOLE DE NIVEAU ELEMENTAIRE,SORBIER,Public
2168,Ecole maternelle FESSART Z,75119,PARIS,75019,75,654846.399999999,6864268.9045,36 rue Fessart,ECOLE MATERNELLE,FESSART Z,Public
2169,Ecole maternelle CLOS,75120,PARIS,75020,75,656494.700000003,6862072.6045,18 rue du Clos,ECOLE MATERNELLE,CLOS,Public
2170,Ecole maternelle RAMPAL A,75119,PARIS,75019,75,654506.299999997,6863870.1045,5 rue Rampal,ECOLE MATERNELLE,RAMPAL A,Public
2171,Ecole primaire AUBERVILLIERS C,75119,PARIS,75019,75,653750.299999997,6865968.8045,132 rue d'Aubervilliers,ECOLE DE NIVEAU ELEMENTAIRE,AUBERVILLIERS C,Public
2172,Ecole primaire VILLETTE,75119,PARIS,75019,75,655120.399999999,6864439.3045,61 rue de la Villette,ECOLE DE NIVEAU ELEMENTAIRE,VILLETTE,Public
2173,Ecole primaire JEAN ZAY,75114,PARIS,75014,75,650130.700000003,6859942.9045,18 rue Jean Zay,ECOLE DE NIVEAU ELEMENTAIRE,JEAN ZAY,Public
2174,Ecole Primiaire,75120,PARIS,75020,75,656593.600000001,6862518.0045,12 allée Alquier Debrousse,ECOLE DE NIVEAU ELEMENTAIRE,ALQUIER DEBROUSSE,Public
2175,Ecole maternelle MERLIN,75111,PARIS,75011,75,654941.899999999,6862379.6045,14 rue Merlin,ECOLE MATERNELLE,MERLIN,Public
2176,Ecole maternelle CLOYS,75118,PARIS,75018,75,651513.399999999,6866074.6045,33 rue des Cloys,ECOLE MATERNELLE,CLOYS,Public
2177,Ecole maternelle OUEST,75114,PARIS,75014,75,650234.899999999,6859894.9045,13 rue de l'Ouest,ECOLE MATERNELLE,OUEST,Public
2178,Ecole maternelle JOSEPH DE MAISTRE,75118,PARIS,75018,75,650898.5,6866128.1045,94 rue Joseph de Maistre,ECOLE MATERNELLE,JOSEPH DE MAISTRE,Public
2179,Ecole maternelle DARIUS MILHAUD,75119,PARIS,75019,75,655330.100000001,6865122.7045,53 allée Darius Milhaud,ECOLE MATERNELLE,DARIUS MILHAUD,Public
2180,Ecole primaire CHAMPERRET,75117,PARIS,75017,75,647702.5,6865357.2045,7 avenue de la Porte Champerret,ECOLE DE NIVEAU ELEMENTAIRE,CHAMPERRET,Public
2181,Ecole primaire PIERRE GOURDAULT,75113,PARIS,75013,75,653814.5,6859210.1045,11 rue Pierre Gourdault,ECOLE DE NIVEAU ELEMENTAIRE,PIERRE GOURDAULT,Public
2182,Ecole primaire GLACIERE,75113,PARIS,75013,75,651780.799999997,6858999.3045,100 RUE DE LA GLACIERE,ECOLE DE NIVEAU ELEMENTAIRE,GLACIERE,Public
2183,Ecole primaire GOUBET,75119,PARIS,75019,75,655284.5,6865105.6045,4 rue Goubet,ECOLE DE NIVEAU ELEMENTAIRE,GOUBET,Public
2184,Ecole élémentaire ORAN,75118,PARIS,75018,75,652567.799999997,6865643.1045,18 rue d'Oran,ECOLE DE NIVEAU ELEMENTAIRE,ORAN,Public
2185,Ecole primaire BALANCHINE,75113,PARIS,75013,75,654032.700000003,6859786.3045,8 rue George Balanchine,ECOLE DE NIVEAU ELEMENTAIRE,BALANCHINE,Public
2186,Ecole primaire privée Gabriel,75116,PARIS,75016,75,645976.299999997,6861101.2045,6 bis rue Michel Ange,ECOLE DE NIVEAU ELEMENTAIRE,ALLIANCE GUSTAVE LEVEN,Privé
2187,Ecole primaire CUGNOT,75118,PARIS,75018,75,653404.200000003,6866047.3045,28 rue Cugnot,ECOLE DE NIVEAU ELEMENTAIRE,CUGNOT,Public
2188,Ecole primaire PRIMO LEVI,75113,PARIS,75013,75,654382.5,6859113.1045,21 rue Primo Levi,ECOLE DE NIVEAU ELEMENTAIRE,PRIMO LEVI,Public
2189,Ecole primaire CONVENTION,75115,PARIS,75015,75,647504.299999997,6860501.5045,78 rue de la Convention,ECOLE DE NIVEAU ELEMENTAIRE,CONVENTION,Public
2190,Ecole Elementaire CHAMPAGNE,75120,PARIS,75020,75,656281.299999997,6861641.4045,17 cité Champagne,ECOLE DE NIVEAU ELEMENTAIRE,CHAMPAGNE,Public
2191,Ecole primaire PAJOL,75118,PARIS,75018,75,653110.200000003,6865243.8045,11 rue Pajol,ECOLE DE NIVEAU ELEMENTAIRE,PAJOL,Public
2192,Ecole maternelle ROCHECHOUART L,75109,PARIS,75009,75,652080.399999999,6864793.8045,68 rue de Rochechouart,ECOLE MATERNELLE,ROCHECHOUART L,Public
2193,Ecole primaire publique Bernard Buffet,75117,PARIS,75017,75,649855.0,6865961.8045,14 rue Bernard Buffet,ECOLE DE NIVEAU ELEMENTAIRE,BERNARD BUFFET,Public
2194,Ecole primaire Public Olivier Metra,75120,PARIS,75020,75,655538.899999999,6863868.5045,32 rue Olivier Métra,ECOLE DE NIVEAU ELEMENTAIRE,OLIVIER METRA,Public
2295,Ecole primaire DAMESME,75113,PARIS,75013,75,652677.799999997,6858531.0045,5 rue Damesme,ECOLE DE NIVEAU ELEMENTAIRE,DAMESME,Public
2296,Ecole primaire FELIX FAURE B,75115,PARIS,75015,75,647100.600000001,6859941.1045,146 avenue Félix Faure,ECOLE DE NIVEAU ELEMENTAIRE,FELIX FAURE B,Public
2297,Ecole primaire LAUGIER,75117,PARIS,75017,75,648429.399999999,6864701.4045,16 rue Laugier,ECOLE DE NIVEAU ELEMENTAIRE,LAUGIER,Public
2298,Ecole primaire LOUIS BLANC C,75110,PARIS,75010,75,653240.700000003,6864905.1045,49 bis rue Louis Blanc,ECOLE DE NIVEAU ELEMENTAIRE,LOUIS BLANC C,Public
2299,Ecole primaire d'application MUSSET,75116,PARIS,75016,75,645941.100000001,6860511.4045,20 rue de Musset,ECOLE ELEMENTAIRE D APPLICATION,MUSSET,Public
2300,Ecole primaire A,75119,PARIS,75019,75,654178.899999999,6866130.4045,105 BIS RUE DE L'OURCQ,ECOLE DE NIVEAU ELEMENTAIRE,OURCQ EA,Public
2301,Ecole primaire POMMARD,75112,PARIS,75012,75,654860.5,6859693.4045,4 rue Pommard,ECOLE DE NIVEAU ELEMENTAIRE,POMMARD,Public
2302,Ecole primaire ROBERT ESTIENNE,75108,PARIS,75008,75,649024.700000003,6863403.9045,8 rue Robert Estienne,ECOLE DE NIVEAU ELEMENTAIRE,ROBERT ESTIENNE,Public
2303,Ecole primaire d'application A REPUBLIQUE A,75111,PARIS,75011,75,654682.399999999,6862810.3045,98 avenue de la République,ECOLE ELEMENTAIRE D APPLICATION,REPUBLIQUE A,Public
2304,Ecole primaire ST BENOIT,75106,PARIS,75006,75,651071.200000003,6861892.2045,12 rue Saint Benoît,ECOLE DE NIVEAU ELEMENTAIRE,ST BENOIT,Public
2305,Ecole élémentaire ST ISAURE,75118,PARIS,75018,75,651933.399999999,6866215.7045,18 rue Saint Isaure,ECOLE DE NIVEAU ELEMENTAIRE,ST ISAURE,Public
2306,Ecole primaire VANDREZANNE,75113,PARIS,75013,75,652524.399999999,6858822.6045,38 rue Vandrezanne,ECOLE DE NIVEAU ELEMENTAIRE,VANDREZANNE,Public
2307,Ecole primaire VICTOR COUSIN,75105,PARIS,75005,75,651717.600000001,6861021.1045,14 rue Victor Cousin,ECOLE DE NIVEAU ELEMENTAIRE,VICTOR COUSIN,Public
2308,Ecole primaire JOSSEAUME,75120,PARIS,75020,75,656168.0,6861813.1045,3 passage Josseaume,ECOLE DE NIVEAU ELEMENTAIRE,JOSSEAUME,Public
2309,Ecole primaire BOULANGERS,75105,PARIS,75005,75,652516.600000001,6860840.7045,19 rue des Boulangers,ECOLE DE NIVEAU ELEMENTAIRE,BOULANGERS,Public
2310,Ecole primaire B,75118,PARIS,75018,75,651244.200000003,6865976.7045,65 rue Damrémont,ECOLE DE NIVEAU ELEMENTAIRE,DAMREMONT EB,Public
2311,Ecole élémentaire DOUDEAUVILLE,75118,PARIS,75018,75,652977.700000003,6865619.7045,7 rue Doudeauville,ECOLE DE NIVEAU ELEMENTAIRE,DOUDEAUVILLE,Public
2312,Ecole primaire JOMARD,75119,PARIS,75019,75,654506.600000001,6865700.7045,9 rue Jomard,ECOLE DE NIVEAU ELEMENTAIRE,JOMARD,Public
2313,Ecole primaire B,75111,PARIS,75011,75,654275.200000003,6861689.7045,4 rue Keller,ECOLE DE NIVEAU ELEMENTAIRE,KELLER EB,Public
2314,Ecole primaire LONGCHAMP,75116,PARIS,75016,75,647052.899999999,6863269.0045,130 rue de Longchamp,ECOLE DE NIVEAU ELEMENTAIRE,LONGCHAMP,Public
2315,Ecole primaire MARE,75120,PARIS,75020,75,655251.899999999,6863624.8045,42 rue de la Mare,ECOLE DE NIVEAU ELEMENTAIRE,MARE,Public
2316,Ecole primaire MARSOULAN,75112,PARIS,75012,75,656200.399999999,6860874.4045,19 rue Marsoulan,ECOLE DE NIVEAU ELEMENTAIRE,MARSOULAN,Public
2317,Ecole primaire LOUIS DE FUNES,75108,PARIS,75008,75,649104.700000003,6864230.4045,2 allée Louis de Funès,ECOLE DE NIVEAU ELEMENTAIRE,LOUIS DE FUNES,Public
2318,Ecole primaire B,75119,PARIS,75019,75,654178.899999999,6866130.4045,105 BIS RUE DE L'OURCQ,ECOLE DE NIVEAU ELEMENTAIRE,OURCQ EB,Public
2319,Ecole primaire PAUL VALERY,75116,PARIS,75016,75,647918.5,6863603.2045,18 rue Paul Valéry,ECOLE DE NIVEAU ELEMENTAIRE,PAUL VALERY,Public
2320,Ecole primaire B,75120,PARIS,75020,75,656417.0,6862378.6045,14 rue Riblette,ECOLE DE NIVEAU ELEMENTAIRE,RIBLETTE EB,Public
2321,Ecole primaire SIMON BOLIVAR,75119,PARIS,75019,75,654325.200000003,6864217.5045,67 avenue Simon Bolivar,ECOLE DE NIVEAU ELEMENTAIRE,SIMON BOLIVAR,Public
2322,Ecole primaire ST JACQUES,75105,PARIS,75005,75,651984.100000001,6861452.9045,28 rue Saint Jacques,ECOLE DE NIVEAU ELEMENTAIRE,ST JACQUES,Public
2323,Ecole primaire B,75115,PARIS,75015,75,647956.200000003,6860016.3045,12 rue Saint Lambert,ECOLE DE NIVEAU ELEMENTAIRE,ST LAMBERT EB,Public
2324,Ecole maternelle BESLAY,75111,PARIS,75011,75,654034.700000003,6862734.1045,2 passage Beslay,ECOLE MATERNELLE,BESLAY,Public
2325,Ecole maternelle publique,75117,PARIS,75017,75,650460.399999999,6865712.4045,16 rue Dautancourt,ECOLE MATERNELLE,DAUTANCOURT,Public
2326,Ecole maternelle DELAMBRE V,75114,PARIS,75014,75,650588.200000003,6860381.4045,24 rue Delambre,ECOLE MATERNELLE,DELAMBRE V,Public
2327,Ecole maternelle DUSSOUBS B,75102,PARIS,75002,75,652217.899999999,6862983.0045,12 rue Dussoubs,ECOLE MATERNELLE,DUSSOUBS B,Public
2328,Ecole maternelle GENERAL BRUNET R,75119,PARIS,75019,75,655296.600000001,6864659.5045,9 rue du Général Brunet,ECOLE MATERNELLE,GENERAL BRUNET R,Public
2329,Ecole maternelle LACORDAIRE J,75115,PARIS,75015,75,647484.200000003,6860684.4045,5 rue Lacordaire,ECOLE MATERNELLE,LACORDAIRE J,Public
2330,Ecole maternelle LYONNAIS,75105,PARIS,75005,75,652031.399999999,6860028.9045,22 rue des Lyonnais,ECOLE MATERNELLE,LYONNAIS,Public
2331,Ecole maternelle PARMENTIER V,75111,PARIS,75011,75,654422.799999997,6862370.4045,11 bis avenue Parmentier,ECOLE MATERNELLE,PARMENTIER V,Public
2332,Ecole maternelle PEREIRE D,75117,PARIS,75017,75,647882.299999997,6864726.4045,221 boulevard Pereire,ECOLE MATERNELLE,PEREIRE D,Public
2333,Ecole maternelle PORTE D'IVRY M,75113,PARIS,75013,75,653706.299999997,6858087.2045,53 avenue de la Porte d'Ivry,ECOLE MATERNELLE,PORTE D'IVRY M,Public
2334,Ecole maternelle PYRENEES P,75120,PARIS,75020,75,656357.600000001,6861844.3045,99 rue des Pyrénées,ECOLE MATERNELLE,PYRENEES P,Public
2335,Ecole maternelle RAPP,75107,PARIS,75007,75,648655.899999999,6862292.8045,28 avenue Rapp,ECOLE MATERNELLE,RAPP,Public
2336,Ecole maternelle ROMAINVILLE Y,75119,PARIS,75019,75,656242.100000001,6864317.1045,59 bis rue de Romainville,ECOLE MATERNELLE,ROMAINVILLE Y,Public
2337,Ecole maternelle COLONEL MOLL S,75117,PARIS,75017,75,647926.600000001,6864465.2045,16 rue du Colonel Moll,ECOLE MATERNELLE,COLONEL MOLL S,Public
2338,Ecole maternelle ST GERMAIN L'AUXERROIS,75101,PARIS,75001,75,651970.200000003,6862219.4045,6 rue Saint-Germain l'Auxerrois,ECOLE MATERNELLE,ST GERMAIN L'AUXERROIS,Public
2339,Ecole maternelle TANGER X,75119,PARIS,75019,75,653819.600000001,6865489.4045,41 rue de Tanger,ECOLE MATERNELLE,TANGER X,Public
2340,Ecole maternelle TOURTILLE D,75120,PARIS,75020,75,654561.700000003,6863732.7045,39 rue de Tourtille,ECOLE MATERNELLE,TOURTILLE D,Public
2341,Ecole maternelle VOLONTAIRES,75115,PARIS,75015,75,649171.600000001,6860477.2045,17 rue des Volontaires,ECOLE MATERNELLE,VOLONTAIRES,Public
2342,Ecole maternelle MEUNIERS,75112,PARIS,75012,75,655681.399999999,6859599.4045,40 rue des Meuniers,ECOLE MATERNELLE,MEUNIERS,Public
2343,Ecole primaire REIMS,75117,PARIS,75017,75,648336.0,6865593.0045,38 boulevard de Reims,ECOLE DE NIVEAU ELEMENTAIRE,REIMS,Public
2344,Ecole maternelle BULLOURDE,75111,PARIS,75011,75,654264.799999997,6861793.4045,4 passage Bullourde,ECOLE MATERNELLE,BULLOURDE,Public
2345,Ecole primaire privée L'Ecole aujourd'hui,75114,PARIS,75014,75,650686.0,6860232.8045,24 boulevard Edgar Quinet,ECOLE DE NIVEAU ELEMENTAIRE,L'ECOLE AUJOURD'HUI,Privé
2346,Ecole primaire ST LOUIS EN L'ISLE,75104,PARIS,75004,75,652835.0,6861468.0045,21 rue Saint Louis en l'Isle,ECOLE DE NIVEAU ELEMENTAIRE,ST LOUIS EN L'ISLE,Public
2347,Ecole maternelle POINTE D'IVRY,75113,PARIS,75013,75,653243.5,6858180.2045,35 rue de la Pointe d'Ivry,ECOLE MATERNELLE,POINTE D'IVRY,Public
2348,Ecole maternelle DEPARTEMENT,75118,PARIS,75018,75,653204.700000003,6865352.2045,51 rue du Département,ECOLE MATERNELLE,DEPARTEMENT,Public
2349,Ecole primaire ARAGO,75114,PARIS,75014,75,651239.899999999,6859571.4045,87 boulevard Arago,ECOLE DE NIVEAU ELEMENTAIRE,ARAGO,Public
2350,Ecole maternelle ARNOLD NETTER,75112,PARIS,75012,75,656377.899999999,6860568.9045,42 avenue du Docteur Arnold Netter,ECOLE MATERNELLE,ARNOLD NETTER,Public
2351,Ecole primaire d'application BLANCHE H,75109,PARIS,75009,75,650991.200000003,6864424.1045,9 rue Blanche,ECOLE ELEMENTAIRE D APPLICATION,BLANCHE H,Public
2352,Ecole primaire A,75113,PARIS,75013,75,653435.600000001,6858297.8045,47 avenue d'Ivry,ECOLE DE NIVEAU ELEMENTAIRE,IVRY EA,Public
2353,Ecole maternelle GRANGE BATELIERE,75109,PARIS,75009,75,651739.600000001,6863867.0045,11 RUE DE LA GRANGE BATELIERE,ECOLE MATERNELLE,GRANGE BATELIERE,Public
2354,Ecole maternelle BALEINE,75111,PARIS,75011,75,654353.0,6863199.8045,5 impasse de la Baleine,ECOLE MATERNELLE,BALEINE,Public
2355,Ecole Maternelle Publique Olivier Metra,75120,PARIS,75020,75,655534.899999999,6863843.0045,31 rue Olivier Métra,ECOLE MATERNELLE,OLIVIER METRA,Public
2356,Ecole maternelle PICPUS,75112,PARIS,75012,75,655744.700000003,6860536.9045,47 rue de Picpus,ECOLE MATERNELLE,PICPUS,Public
2357,Ecole maternelle EIDERS,75119,PARIS,75019,75,654480.399999999,6866210.9045,5 allée des Eiders,ECOLE MATERNELLE,EIDERS,Public
2358,Ecole maternelle BIENFAISANCE F,75108,PARIS,75008,75,650134.200000003,6864302.7045,12 rue de la Bienfaisance,ECOLE MATERNELLE,BIENFAISANCE F,Public
2359,Ecole maternelle ECLUSES ST MARTIN,75110,PARIS,75010,75,653501.0,6864327.8045,28 rue des Ecluses St Martin,ECOLE MATERNELLE,ECLUSES ST MARTIN,Public
2360,Ecole maternelle d'application JONGKIND,75115,PARIS,75015,75,647131.399999999,6860152.3045,3 rue Jongkind,ECOLE MATERNELLE D APPLICATION,JONGKIND,Public
2361,Ecole maternelle publique,75113,PARIS,75013,75,652501.899999999,6859572.5045,5 rue de Croulebarbe,ECOLE MATERNELLE,CROULEBARBE,Public
2362,Ecole primaire d'application FRANCOIS COPPEE,75115,PARIS,75015,75,647729.5,6860215.6045,14 rue François Coppée,ECOLE ELEMENTAIRE D APPLICATION,FRANCOIS COPPEE,Public
2363,Ecole maternelle REUNION,75120,PARIS,75020,75,655994.399999999,6861990.7045,91 rue de la Réunion,ECOLE MATERNELLE,REUNION,Public
2364,Ecole maternelle HOPITAL ST LOUIS F,75110,PARIS,75010,75,653369.399999999,6864139.5045,18 rue de l'Hôpital Saint-Louis,ECOLE MATERNELLE,HOPITAL ST LOUIS F,Public
2365,Ecole primaire JEAN JAURES,75119,PARIS,75019,75,655122.5,6865426.2045,160 avenue Jean Jaurès,ECOLE DE NIVEAU ELEMENTAIRE,JEAN JAURES,Public
2366,Ecole maternelle AMANDIERS,75120,PARIS,75020,75,655207.299999997,6863169.2045,90 rue des Amandiers,ECOLE MATERNELLE,AMANDIERS,Public
2367,Ecole primaire AMANDIERS T,75120,PARIS,75020,75,655157.5,6863243.1045,103 RUE DES AMANDIERS,ECOLE DE NIVEAU ELEMENTAIRE,AMANDIERS T,Public
2368,Ecole maternelle ARMAND ROUSSEAU,75112,PARIS,75012,75,656639.700000003,6859764.4045,13 avenue Armand Rousseau,ECOLE MATERNELLE,ARMAND ROUSSEAU,Public
2369,Ecole maternelle TAPISSERIES,75117,PARIS,75017,75,649229.899999999,6865605.0045,8 rue des Tapisseries,ECOLE MATERNELLE,TAPISSERIES,Public
2370,Ecole maternelle ST ANGE,75117,PARIS,75017,75,650702.100000001,6866484.9045,14 passage Saint Ange,ECOLE MATERNELLE,ST ANGE,Public
2371,Ecole primaire d'application 44 ENFANTS D' IZIEU,75113,PARIS,75013,75,652738.799999997,6858138.7045,2 place des 44 Enfants d'Izieu,ECOLE ELEMENTAIRE D APPLICATION,44 ENFANTS D' IZIEU,Public
2372,Ecole élémentaire TOURELLES,75120,PARIS,75020,75,656291.0,6864018.1045,9 rue des Tourelles,ECOLE DE NIVEAU ELEMENTAIRE,TOURELLES,Public
2636,Ecole primaire privée Montessori 21 Paris Faidherbe,75111,PARIS,75011,75,,,46 rue de Montreuil,ECOLE DE NIVEAU ELEMENTAIRE,MONTESSORI 21 PARIS FAIDHERBE,Privé
2667,Ecole primaire privée Ozar Hatorah,75113,PARIS,75013,75,652194.5,6859472.5045,31 rue des Cordelières,ECOLE DE NIVEAU ELEMENTAIRE,OZAR HATORAH,Privé
3538,Ecole primaire privée Active Bilingue Jeannine Manuel,75107,PARIS,75007,75,649163.299999997,6861045.2045,141 avenue de Suffren,ECOLE DE NIVEAU ELEMENTAIRE,JEANNINE.MANUEL,Privé
3539,Ecole primaire privée Saint Ambroise,75111,PARIS,75011,75,654295.0,6862811.4045,11 passage Saint Ambroise,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-AMBROISE,Privé
3540,Ecole primaire privée Saint Michel de Picpus,75112,PARIS,75012,75,656089.799999997,6860637.1045,47 boulevard de Picpus,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-MICHEL DE PICPUS,Privé
3541,Ecole primaire privée Cours Molière,75112,PARIS,75012,75,656512.299999997,6859710.5045,2 boulevard Soult,ECOLE DE NIVEAU ELEMENTAIRE,COURS MOLIERE,Privé
