objectid,nom,commune_code,commune_name,postal_code,department_code,x_coord,y_coord,adresse_ua,nature_u_1,patronyme,secteur_pu
3542,Ecole primaire privée Blomet,75115,PARIS,75015,75,649277.600000001,6860657.1045,5 rue Blomet,ECOLE DE NIVEAU ELEMENTAIRE,BLOMET,Privé
3543,Ecole primaire privée Saint Honoré d'Eylau,75116,PARIS,75016,75,647614.299999997,6863365.9045,66 avenue Raymond Poincaré,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-HONORE D'EYLAU,Privé
3544,Ecole primaire privée La Providence Passy,75116,PARIS,75016,75,646881.5,6862683.6045,52 rue de la Pompe,ECOLE DE NIVEAU ELEMENTAIRE,PROVIDENCE PASSY,Privé
3545,Ecole primaire BELZUNCE,75110,PARIS,75010,75,652535.600000001,6864546.9045,3 rue de Belzunce,ECOLE DE NIVEAU ELEMENTAIRE,BELZUNCE,Public
3546,Ecole maternelle MENILMONTANT,75120,PARIS,75020,75,654825.0,6863200.7045,10 rue de Ménilmontant,ECOLE MATERNELLE,MENILMONTANT,Public
3547,Ecole primaire privée Saint Bernard,75104,PARIS,75004,75,653267.5,6861501.9045,10 rue du Petit Musc,ECOLE DE NIVEAU ELEMENTAIRE,SAINT LOUIS,Privé
3548,Ecole primaire privée Eurécole,75116,PARIS,75016,75,648229.700000003,6863196.4045,5 rue de Lubeck,ECOLE DE NIVEAU ELEMENTAIRE,EURECOLE,Privé
3549,Ecole primaire privée Montessori Plaisir d'Enfance,75119,PARIS,75019,75,655814.799999997,6864460.3045,56 rue du Pré Saint Gervais,ECOLE DE NIVEAU ELEMENTAIRE,MONTESSORI PLAISIR D'ENFANCE,Privé
3550,Ecole Elémentaire Privée The Lennen Bilingual School,75107,PARIS,75007,75,649154.700000003,6862213.9045,176 rue de Grenelle,ECOLE DE NIVEAU ELEMENTAIRE,THE LENNEN BILINGUAL SCHOOL,Privé
3551,Ecole maternelle privée Le Jardin D' églantine,75114,PARIS,75014,75,650219.0,6858453.0045,165 boulevard Brune,ECOLE MATERNELLE,LE JARDIN D EGLANTINE,Privé
3552,Ecole élémentaire privée Kingsworth International School,75116,PARIS,75016,75,647068.0,6862223.6045,56 rue de Passy,ECOLE DE NIVEAU ELEMENTAIRE,KINGSWORTH INTERNATIONAL SCHOOL,Privé
3553,Ecole primaire privée Ellipse Montessori Academy,75107,PARIS,75007,75,649190.399999999,6862374.8045,3 rue Amélie,ECOLE DE NIVEAU ELEMENTAIRE,ELLIPSE MONTESSORI ACADEMY,Privé
3571,Ecole primaire ALESIA,75114,PARIS,75014,75,651086.299999997,6858834.8045,12 rue d'Alésia,ECOLE DE NIVEAU ELEMENTAIRE,ALESIA,Public
3572,Ecole primaire ARMAND CARREL,75119,PARIS,75019,75,654286.700000003,6864918.3045,43 rue Armand Carrel,ECOLE DE NIVEAU ELEMENTAIRE,ARMAND CARREL,Public
3573,Ecole primaire A,75111,PARIS,75011,75,654332.799999997,6863652.7045,77 boulevard de Belleville,ECOLE DE NIVEAU ELEMENTAIRE,BELLEVILLE EA,Public
3574,Ecole primaire FROMENT,75111,PARIS,75011,75,653959.299999997,6862080.2045,13 rue Froment,ECOLE DE NIVEAU ELEMENTAIRE,FROMENT,Public
3575,Ecole primaire A,75113,PARIS,75013,75,652371.5,6858214.3045,8 rue Kuss,ECOLE DE NIVEAU ELEMENTAIRE,KUSS EA,Public
3576,Ecole primaire POUCHET,75117,PARIS,75017,75,650171.5,6866193.4045,42 rue Pouchet,ECOLE DE NIVEAU ELEMENTAIRE,POUCHET,Public
3577,Ecole primaire A,75120,PARIS,75020,75,656460.200000003,6862389.3045,16 rue Riblette,ECOLE DE NIVEAU ELEMENTAIRE,RIBLETTE EA,Public
3578,Ecole primaire CAPITAINE LAGACHE,75117,PARIS,75017,75,650549.799999997,6865992.6045,19 rue du Capitaine Lagache,ECOLE DE NIVEAU ELEMENTAIRE,CAPITAINE LAGACHE,Public
3579,Ecole élémentaire CHARLES HERMITE,75118,PARIS,75018,75,653715.200000003,6866839.4045,4 rue Charles Hermite,ECOLE DE NIVEAU ELEMENTAIRE,CHARLES HERMITE,Public
3580,Ecole primaire CHATEAU DES RENTIERS,75113,PARIS,75013,75,653158.799999997,6859107.2045,173 rue Château des Rentiers,ECOLE DE NIVEAU ELEMENTAIRE,CHATEAU DES RENTIERS,Public
3581,Ecole primaire AUGUSTE PERRET,75113,PARIS,75013,75,653067.0,6858526.3045,9 rue Auguste Perret,ECOLE DE NIVEAU ELEMENTAIRE,AUGUSTE PERRET,Public
3582,Ecole primaire FOURCROY,75117,PARIS,75017,75,648438.0,6864737.1045,12 bis rue Fourcroy,ECOLE DE NIVEAU ELEMENTAIRE,FOURCROY,Public
3583,Ecole primaire LITTRE,75106,PARIS,75006,75,650368.0,6860846.0045,6 rue Littré,ECOLE DE NIVEAU ELEMENTAIRE,LITTRE,Public
3584,Ecole primaire TOURTILLE,75120,PARIS,75020,75,654545.100000001,6863776.4045,38 rue de Tourtille,ECOLE DE NIVEAU ELEMENTAIRE,TOURTILLE,Public
3799,Ecole maternelle MARAICHERS,75120,PARIS,75020,75,656498.200000003,6861379.0045,31 rue des Maraîchers,ECOLE MATERNELLE,MARAICHERS,Public
3800,Ecole maternelle EUPATORIA,75120,PARIS,75020,75,655056.700000003,6863381.5045,15 rue d'Eupatoria,ECOLE MATERNELLE,EUPATORIA,Public
3801,Ecole maternelle PARC DES PRINCES,75116,PARIS,75016,75,645302.200000003,6860266.3045,27 avenue du Parc des Princes,ECOLE MATERNELLE,PARC DES PRINCES,Public
3802,Ecole maternelle VOLTAIRE W,75111,PARIS,75011,75,655239.600000001,6861561.7045,6 cité Voltaire,ECOLE MATERNELLE,VOLTAIRE W,Public
3803,Ecole primaire TURENNE X,75103,PARIS,75003,75,653381.899999999,6862245.6045,54 rue de Turenne,ECOLE DE NIVEAU ELEMENTAIRE,TURENNE X,Public
3804,Ecole élémentaire CAVE,75118,PARIS,75018,75,652693.200000003,6865378.9045,11 RUE CAVE,ECOLE DE NIVEAU ELEMENTAIRE,CAVE,Public
3805,Ecole maternelle BLANCHE,75109,PARIS,75009,75,650998.200000003,6864411.6045,9 bis rue Blanche,ECOLE MATERNELLE,BLANCHE,Public
3806,Ecole primaire LAFAYETTE,75110,PARIS,75010,75,653596.0,6864838.8045,216 bis rue Lafayette,ECOLE DE NIVEAU ELEMENTAIRE,LAFAYETTE,Public
3807,Ecole maternelle CHOISY K,75113,PARIS,75013,75,653349.700000003,6858008.4045,4 bis avenue de Choisy,ECOLE MATERNELLE,CHOISY K,Public
3808,Ecole primaire ALESIA M,75114,PARIS,75014,75,649519.100000001,6859380.6045,188 rue d'Alésia,ECOLE DE NIVEAU ELEMENTAIRE,ALESIA M,Public
3809,Ecole maternelle MAURICE RIPOCHE,75114,PARIS,75014,75,650307.600000001,6859456.0045,55 rue Maurice Ripoche,ECOLE MATERNELLE,MAURICE RIPOCHE,Public
3810,Ecole primaire CHAT.DES RENTIERS N,75113,PARIS,75013,75,653750.0,6858470.1045,37 rue Château des Rentiers,ECOLE DE NIVEAU ELEMENTAIRE,CHAT.DES RENTIERS N,Public
3811,Ecole maternelle MARX DORMOY,75118,PARIS,75018,75,653059.100000001,6865592.2045,53 bis rue Marx Dormoy,ECOLE MATERNELLE,MARX DORMOY,Public
3812,Ecole maternelle PIAT,75120,PARIS,75020,75,654871.600000001,6863748.3045,36 rue Piat,ECOLE MATERNELLE,PIAT,Public
3813,Ecole maternelle TCHAIKOVSKI,75118,PARIS,75018,75,653449.799999997,6866367.3045,7 rue Tchaikovski,ECOLE MATERNELLE,TCHAIKOVSKI,Public
3814,Ecole primaire MOURAUD T,75120,PARIS,75020,75,656545.200000003,6861792.9045,5 rue Mouraud,ECOLE DE NIVEAU ELEMENTAIRE,MOURAUD T,Public
3815,Ecole primaire DAVOUT,75120,PARIS,75020,75,656759.399999999,6861504.0045,51 boulevard Davout,ECOLE DE NIVEAU ELEMENTAIRE,DAVOUT,Public
3816,Ecole maternelle PROKOFIEV,75116,PARIS,75016,75,646311.700000003,6861803.8045,18 rue Serge Prokofiev,ECOLE MATERNELLE,PROKOFIEV,Public
3817,Ecole primaire SAUSSURE Z,75117,PARIS,75017,75,649527.600000001,6865489.3045,101 rue DE SAUSSURE,ECOLE DE NIVEAU ELEMENTAIRE,SAUSSURE Z,Public
3818,Ecole maternelle BELLEVILLE L,75119,PARIS,75019,75,656414.299999997,6864273.1045,345 rue de Belleville,ECOLE MATERNELLE,BELLEVILLE L,Public
3819,Ecole maternelle PIVER,75111,PARIS,75011,75,654119.200000003,6863555.9045,7 passage Piver,ECOLE MATERNELLE,PIVER,Public
4010,Ecole primaire BELLES FEUILLES,75116,PARIS,75016,75,647240.899999999,6863441.5045,3 impasse des Belles Feuilles,ECOLE DE NIVEAU ELEMENTAIRE,BELLES FEUILLES,Public
4011,Ecole primaire EMILE LEVASSOR,75113,PARIS,75013,75,653673.0,6858054.4045,3 rue Emile Levassor,ECOLE DE NIVEAU ELEMENTAIRE,EMILE LEVASSOR,Public
4012,Ecole élémentaire EUGENE VARLIN,75110,PARIS,75010,75,653410.399999999,6864445.4045,10 rue EUGENE VARLIN,ECOLE DE NIVEAU ELEMENTAIRE,EUGENE VARLIN,Public
4013,Ecole primaire A,75120,PARIS,75020,75,656807.600000001,6863217.8045,20 rue Le Vau,ECOLE DE NIVEAU ELEMENTAIRE,LE VAU EA,Public
4014,Ecole primaire A,75120,PARIS,75020,75,655568.799999997,6863835.2045,24 rue Olivier Métra,ECOLE DE NIVEAU ELEMENTAIRE,OLIVIER METRA EA,Public
4015,Ecole primaire RECOLLETS,75110,PARIS,75010,75,653095.600000001,6863998.1045,19 passage des Récollets,ECOLE DE NIVEAU ELEMENTAIRE,RECOLLETS,Public
4016,Ecole primaire d'application ST SEBASTIEN,75111,PARIS,75011,75,653737.5,6862526.9045,24 rue Saint Sébastien,ECOLE ELEMENTAIRE D APPLICATION,ST SEBASTIEN,Public
4017,Ecole primaire BERCY,75112,PARIS,75012,75,654163.0,6860459.4045,165 rue de Bercy,ECOLE DE NIVEAU ELEMENTAIRE,BERCY,Public
4018,Ecole primaire CHAPTAL,75109,PARIS,75009,75,651128.5,6864740.3045,12 rue Chaptal,ECOLE DE NIVEAU ELEMENTAIRE,CHAPTAL,Public
4019,Ecole primaire FAUBOURG ST DENIS,75110,PARIS,75010,75,652577.799999997,6863647.1045,34 rue du Faubourg Saint Denis,ECOLE DE NIVEAU ELEMENTAIRE,FAUBOURG ST DENIS,Public
4020,Ecole élémentaire FERNAND LABORI,75118,PARIS,75018,75,651777.700000003,6866768.3045,19 rue Fernand Labori,ECOLE DE NIVEAU ELEMENTAIRE,FERNAND LABORI,Public
4021,Ecole primaire B,75112,PARIS,75012,75,656865.0,6860680.5045,8 avenue Lamoricière,ECOLE DE NIVEAU ELEMENTAIRE,LAMORICIERE EB,Public
4022,Ecole primaire d'application LECOMTE,75117,PARIS,75017,75,650215.399999999,6865620.8045,6 rue Lecomte,ECOLE ELEMENTAIRE D APPLICATION,LECOMTE,Public
4023,Ecole maternelle CHARDON LAGACHE,75116,PARIS,75016,75,645977.600000001,6860526.8045,64 rue Chardon Lagache,ECOLE MATERNELLE,CHARDON LAGACHE,Public
4024,Ecole maternelle CLAUZEL,75109,PARIS,75009,75,651497.100000001,6864552.1045,12 rue Clauzel,ECOLE MATERNELLE,CLAUZEL,Public
4025,Ecole maternelle GRANDS CHAMPS,75120,PARIS,75020,75,655952.5,6861324.4045,12 rue des Grands Champs,ECOLE MATERNELLE,GRANDS CHAMPS,Public
4026,Ecole maternelle BOY ZELENSKI,75110,PARIS,75010,75,653637.799999997,6864275.7045,5 rue Boy Zelenski,ECOLE MATERNELLE,BOY ZELENSKI,Public
4027,Ecole maternelle JENNER D,75113,PARIS,75013,75,653071.799999997,6859753.4045,46 rue Jenner,ECOLE MATERNELLE,JENNER D,Public
4028,Ecole maternelle ORSEL,75118,PARIS,75018,75,651661.5,6865039.2045,56 rue d'Orsel,ECOLE MATERNELLE,ORSEL,Public
4029,Ecole maternelle PARMENTIER X,75111,PARIS,75011,75,653959.5,6863284.8045,111 avenue Parmentier,ECOLE MATERNELLE,PARMENTIER X,Public
4030,Ecole maternelle PLANCHAT K,75120,PARIS,75020,75,655734.200000003,6861904.5045,52 rue Planchat,ECOLE MATERNELLE,PLANCHAT K,Public
4031,Ecole maternelle MADEMOISELLE B,75115,PARIS,75015,75,648661.5,6860595.6045,83 rue Mademoiselle,ECOLE MATERNELLE,MADEMOISELLE B,Public
4032,Ecole maternelle VITRUVE,75120,PARIS,75020,75,656494.299999997,6862327.4045,61 rue Vitruve,ECOLE MATERNELLE,VITRUVE,Public
4033,Ecole maternelle EMILE ZOLA,75115,PARIS,75015,75,647297.200000003,6860959.9045,35 avenue Emile Zola,ECOLE MATERNELLE,EMILE ZOLA,Public
4034,Ecole maternelle SOUZY,75111,PARIS,75011,75,655137.600000001,6861466.8045,5 cité Souzy,ECOLE MATERNELLE,SOUZY,Public
4035,Ecole maternelle BRILLAT SAVARIN,75113,PARIS,75013,75,651752.5,6858460.7045,87 rue Brillat Savarin,ECOLE MATERNELLE,BRILLAT SAVARIN,Public
4036,Ecole primaire CHARLES BAUDELAIRE K,75112,PARIS,75012,75,654242.399999999,6861156.6045,8 rue Charles Baudelaire,ECOLE DE NIVEAU ELEMENTAIRE,CHARLES BAUDELAIRE K,Public
4037,Ecole maternelle PROCESSION,75115,PARIS,75015,75,649340.200000003,6859817.9045,66 rue de la Procession,ECOLE MATERNELLE,PROCESSION,Public
4038,Ecole maternelle SEXTIUS MICHEL,75115,PARIS,75015,75,647782.100000001,6861353.8045,22 rue Sextius Michel,ECOLE MATERNELLE,SEXTIUS MICHEL,Public
4039,Ecole maternelle GUTENBERG,75115,PARIS,75015,75,647054.399999999,6860391.0045,72 rue Gutenberg,ECOLE MATERNELLE,GUTENBERG,Public
4040,Ecole maternelle GOUTTE D'OR,75118,PARIS,75018,75,652390.399999999,6865202.4045,57 rue de la Goutte d'Or,ECOLE MATERNELLE,GOUTTE D'OR,Public
4041,Ecole maternelle EMILE DUPLOYE,75118,PARIS,75018,75,652713.899999999,6865728.0045,27 rue Emile Duployé,ECOLE MATERNELLE,EMILE DUPLOYE,Public
4042,Ecole maternelle JEAN MENANS,75119,PARIS,75019,75,654435.299999997,6864739.1045,2 rue Jean Menans,ECOLE MATERNELLE,JEAN MENANS,Public
4058,Ecole primaire privée Notre-Dame-Saint Roch,75101,PARIS,75001,75,651048.799999997,6863109.3045,37 rue Saint Roch,ECOLE DE NIVEAU ELEMENTAIRE,NOTRE-DAME-SAINT-ROCH,Privé
4059,Ecole primaire privée Sainte Geneviève du Marais,75103,PARIS,75003,75,653393.899999999,6862068.9045,9 rue du Foin,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-GENEVIEVE-DU-MARAIS,Privé
4060,Ecole primaire privée Sainte Catherine,75105,PARIS,75005,75,652358.899999999,6861326.8045,13 bis rue des Bernardins,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-CATHERINE,Privé
4061,Ecole primaire privée Alsacienne,75106,PARIS,75006,75,651105.799999997,6860312.4045,109 rue notre Dame des Champs,ECOLE DE NIVEAU ELEMENTAIRE,ECOLE ALSACIENNE,Privé
4062,Ecole primaire privée Sainte Jeanne-Elisabeth,75107,PARIS,75007,75,649633.200000003,6861289.5045,49 avenue Duquesne,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-JEANNE ELISABETH,Privé
4063,Ecole primaire privée Lamazou,75116,PARIS,75016,75,645865.0,6860385.3045,80 rue Boileau,ECOLE DE NIVEAU ELEMENTAIRE,LAMAZOU,Privé
4064,Ecole primaire privée Saint Louis de Gonzague,75116,PARIS,75016,75,647239.5,6862613.3045,15 rue Louis David,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-LOUIS DE GONZAGUE,Privé
4065,Ecole primaire privée Sainte Ursule-Louise de Bettignies,75117,PARIS,75017,75,648587.899999999,6865358.4045,102 boulevard Pereire,ECOLE DE NIVEAU ELEMENTAIRE,STE URSULE-L.DE BETTIGNIES,Privé
4343,Ecole primaire privée Notre-Dame de La Croix,75120,PARIS,75020,75,655614.200000003,6863301.4045,13 rue du Retrait,ECOLE DE NIVEAU ELEMENTAIRE,NOTRE DAME DE LA CROIX,Privé
4344,Ecole maternelle L. M NORDMANN,75113,PARIS,75013,75,651785.0,6859502.0045,140 rue Léon-Maurice Nordmann,ECOLE MATERNELLE,L. M NORDMANN,Public
4345,Ecole primaire privée Montessori Le petit d'Homme,75111,PARIS,75011,75,654652.5,6862873.7045,6 rue des Bluets,ECOLE DE NIVEAU ELEMENTAIRE,MONTESSORI LE PETIT D'HOMME,Privé
4346,Ecole primaire privée Montessori Kids,75105,PARIS,75005,75,652539.0,6860078.3045,28 rue du Fer à Moulin,ECOLE DE NIVEAU ELEMENTAIRE,MONTESSORI KIDS,Privé
4347,Ecole primaire privée Igoud H' Aredi,75119,PARIS,75019,75,655375.799999997,6864804.3045,35 rue Miguel Hidalgo,ECOLE DE NIVEAU ELEMENTAIRE,IGOUD H AREDI,Privé
4348,Ecole primaire privée Living School,75119,PARIS,75019,75,655030.600000001,6865147.2045,6 rue Georges Auric,ECOLE DE NIVEAU ELEMENTAIRE,LIVING SCHOOL,Privé
4349,Ecole primaire privée Galilée,75116,PARIS,75016,75,646497.700000003,6861178.5045,43 rue François Gérard,ECOLE DE NIVEAU ELEMENTAIRE,ECOLE GALILEE,Privé
4350,Ecole primaire privée Montessori's Cool,75117,PARIS,75017,75,649402.399999999,6865578.6045,2 boulevard Pereire,ECOLE DE NIVEAU ELEMENTAIRE,MONTESSORI'S COOL,Privé
4351,Ecole primaire privée Montessori Internationale Jardin du Luxembourg,75105,PARIS,75005,75,651666.700000003,6860479.5045,247 rue Saint-Jacques,ECOLE MATERNELLE,MONTESSORI INTER JARDIN DU LUX,Privé
4352,Ecole maternelle privée Montessori La Baleine,75113,PARIS,75013,75,652279.399999999,6858789.7045,5 rue Buot,ECOLE MATERNELLE,MONTESSORI LA BALEINE,Privé
4353,Ecole Saint-Jean-Paul-II,75115,PARIS,75015,75,649504.700000003,6860854.3045,81 avenue de Breteuil,ECOLE DE NIVEAU ELEMENTAIRE,JEAN PAUL II,Privé
4354,Ecole maternelle privée Montessori Graine à Grandir,75120,PARIS,75020,75,655882.700000003,6862810.4045,13 rue des Rondonneaux,ECOLE MATERNELLE,MONTESSORI GRAINE A GRANDIR,Privé
4355,Ecole primaire privée Montessori,75103,PARIS,75003,75,652596.899999999,6863165.9045,3 rue Papin,ECOLE DE NIVEAU ELEMENTAIRE,MONTESSORI,Privé
4356,Ecole primaire privée Etre et Savoir,75112,PARIS,75012,75,655778.299999997,6860458.0045,2 rue Santerre,ECOLE DE NIVEAU ELEMENTAIRE,ETRE ET SAVOIR,Privé
4357,Ecole primaire privée Démocratique de Paris,75119,PARIS,75019,75,654640.200000003,6865432.5045,6 rue Léon Giraud,ECOLE DE NIVEAU ELEMENTAIRE,ECOLE DEMOCRATIQUE DE PARIS,Privé
4358,Ecole primaire privée Canadienne bilingue de Paris,75108,PARIS,75008,75,650060.299999997,6863547.5045,5 rue d'Aguesseau,ECOLE DE NIVEAU ELEMENTAIRE,ECOLE CANADIENNE BILINGUE PARIS,Privé
4360,Ecole primaire d'application ARAGO D,75113,PARIS,75013,75,652101.0,6859702.8045,30 boulevard Arago,ECOLE ELEMENTAIRE D APPLICATION,ARAGO D,Public
4361,Ecole primaire A,75113,PARIS,75013,75,653253.299999997,6858618.2045,53 rue Baudricourt,ECOLE DE NIVEAU ELEMENTAIRE,BAUDRICOURT EA,Public
4362,Ecole primaire CHARENTON S,75112,PARIS,75012,75,655599.700000003,6859457.2045,315 rue de Charenton,ECOLE DE NIVEAU ELEMENTAIRE,CHARENTON S,Public
4363,Ecole primaire FOYATIER,75118,PARIS,75018,75,651775.200000003,6865162.7045,1 RUE FOYATIER,ECOLE DE NIVEAU ELEMENTAIRE,FOYATIER,Public
4364,Ecole primaire JOSEPH DE MAISTRE H,75118,PARIS,75018,75,650926.200000003,6865935.3045,29 rue Joseph de Maistre,ECOLE DE NIVEAU ELEMENTAIRE,JOSEPH DE MAISTRE H,Public
4365,Ecole primaire A,75112,PARIS,75012,75,656871.299999997,6860695.2045,10 AVENUE LAMORICIERE,ECOLE DE NIVEAU ELEMENTAIRE,LAMORICIERE EA,Public
4366,Ecole primaire MAURICE ROUVIER,75114,PARIS,75014,75,649333.200000003,6859231.2045,8 rue Maurice Rouvier,ECOLE DE NIVEAU ELEMENTAIRE,MAURICE ROUVIER,Public
4367,Ecole élémentaire PIERRE BUDIN,75118,PARIS,75018,75,652537.5,6865713.7045,5 rue Pierre Budin,ECOLE DE NIVEAU ELEMENTAIRE,PIERRE BUDIN,Public
4368,Ecole primaire PIHET,75111,PARIS,75011,75,654065.899999999,6862784.6045,1 RUE PIHET,ECOLE DE NIVEAU ELEMENTAIRE,PIHET,Public
4369,Ecole primaire REUILLY,75112,PARIS,75012,75,654971.399999999,6861055.0045,27 rue de Reuilly,ECOLE DE NIVEAU ELEMENTAIRE,REUILLY,Public
4370,Ecole primaire ST MARTIN,75103,PARIS,75003,75,652520.299999997,6862864.4045,211 rue Saint Martin,ECOLE DE NIVEAU ELEMENTAIRE,ST MARTIN,Public
4371,Ecole primaire B,75113,PARIS,75013,75,653243.799999997,6858599.7045,55 rue Baudricourt,ECOLE DE NIVEAU ELEMENTAIRE,BAUDRICOURT EB,Public
4372,Ecole primaire ST OUEN,75117,PARIS,75017,75,650572.0,6865659.2045,23 avenue de Saint Ouen,ECOLE DE NIVEAU ELEMENTAIRE,ST OUEN,Public
4373,Ecole primaire DELAMBRE,75114,PARIS,75014,75,650588.200000003,6860381.4045,24 rue Delambre,ECOLE DE NIVEAU ELEMENTAIRE,DELAMBRE,Public
4374,Ecole primaire GUSTAVE ROUANET,75118,PARIS,75018,75,651613.600000001,6866458.9045,7 rue Gustave Rouanet,ECOLE DE NIVEAU ELEMENTAIRE,GUSTAVE ROUANET,Public
4375,Ecole primaire PARMENTIER R,75110,PARIS,75010,75,653758.700000003,6863704.7045,159 avenue Parmentier,ECOLE DE NIVEAU ELEMENTAIRE,PARMENTIER R,Public
4376,Ecole primaire PORTE D'IVRY,75113,PARIS,75013,75,653714.799999997,6858080.7045,51 avenue de la Porte d'Ivry,ECOLE DE NIVEAU ELEMENTAIRE,PORTE D'IVRY,Public
4377,Ecole maternelle ARCHIVES,75104,PARIS,75004,75,652748.100000001,6862297.6045,40 rue des Archives,ECOLE MATERNELLE,ARCHIVES,Public
4378,Ecole maternelle PASSY,75116,PARIS,75016,75,647335.899999999,6862238.3045,25 rue de Passy,ECOLE MATERNELLE,PASSY,Public
4379,Ecole maternelle WURTZ U,75113,PARIS,75013,75,651884.899999999,6858740.2045,16 rue Wurtz,ECOLE MATERNELLE,WURTZ U,Public
4380,Ecole maternelle HIPPOLYTE MAINDRON Y,75114,PARIS,75014,75,650121.899999999,6859141.3045,48 rue Hippolyte Maindron,ECOLE MATERNELLE,HIPPOLYTE MAINDRON Y,Public
4381,Ecole maternelle PALESTINE,75119,PARIS,75019,75,655219.600000001,6864214.6045,1 RUE DE PALESTINE,ECOLE MATERNELLE,PALESTINE,Public
4382,Ecole maternelle VANEAU,75107,PARIS,75007,75,650039.700000003,6861456.4045,48 rue Vaneau,ECOLE MATERNELLE,VANEAU,Public
4383,Ecole élémentaire PHILIPPE DE GIRARD,75118,PARIS,75018,75,653152.899999999,6865340.5045,58 rue Philippe de Girard,ECOLE DE NIVEAU ELEMENTAIRE,PHILIPPE DE GIRARD,Public
4384,Ecole maternelle Colette Magny,75119,PARIS,75019,75,654189.100000001,6866344.3045,21 rue Colette Magny,ECOLE MATERNELLE,COLETTE MAGNY,Public
4385,Ecole primaire BERANGER,75103,PARIS,75003,75,653370.0,6862941.9045,3 rue Béranger,ECOLE DE NIVEAU ELEMENTAIRE,BERANGER,Public
4386,Ecole maternelle DURANTI,75111,PARIS,75011,75,654752.700000003,6862440.6045,10 BIS RUE DURANTI,ECOLE MATERNELLE,DURANTI,Public
4387,Ecole primaire POISSONNIERS,75118,PARIS,75018,75,652553.399999999,6866476.5045,142 rue des Poissonniers,ECOLE DE NIVEAU ELEMENTAIRE,POISSONNIERS,Public
4388,Ecole primaire ALOUETTES,75119,PARIS,75019,75,654915.5,6864291.2045,5 rue des Alouettes,ECOLE DE NIVEAU ELEMENTAIRE,ALOUETTES,Public
4389,Ecole maternelle SIMONE WEIL,75113,PARIS,75013,75,653329.299999997,6858348.2045,5 rue Simone Weil,ECOLE MATERNELLE,SIMONE WEIL,Public
4390,Ecole maternelle GUSTAVE DORE,75117,PARIS,75017,75,648888.5,6865362.2045,3 rue Gustave Doré,ECOLE MATERNELLE,GUSTAVE DORE,Public
4391,Ecole primaire TANDOU R,75119,PARIS,75019,75,654530.799999997,6865304.4045,16 rue Tandou,ECOLE DE NIVEAU ELEMENTAIRE,TANDOU R,Public
4392,Ecole primaire CHATEAU DES RENTIERS N,75113,PARIS,75013,75,653746.0,6858505.3045,40 rue du Château des Rentiers,ECOLE DE NIVEAU ELEMENTAIRE,CHATEAU DES RENTIERS N,Public
4393,Ecole primaire HAMELIN,75116,PARIS,75016,75,648058.600000001,6863278.0045,21 rue Hamelin,ECOLE DE NIVEAU ELEMENTAIRE,HAMELIN,Public
4394,Ecole maternelle CHRISTIANI,75118,PARIS,75018,75,652239.5,6865300.5045,8 rue Christiani,ECOLE MATERNELLE,CHRISTIANI,Public
4617,Ecole primaire privée Massillon,75104,PARIS,75004,75,653265.899999999,6861519.8045,9 rue du Petit Musc,ECOLE DE NIVEAU ELEMENTAIRE,MASSILLON,Privé
4618,Ecole primaire privée Sainte Geneviève,75106,PARIS,75006,75,650930.600000001,6860847.0045,64 rue d'Assas,ECOLE DE NIVEAU ELEMENTAIRE,SAINTE-GENEVIEVE,Privé
4619,Ecole primaire privée Active Bilingue Jeannine Manuel,75115,PARIS,75015,75,648266.0,6861643.1045,15 rue Edgar Faure,ECOLE DE NIVEAU ELEMENTAIRE,JEANNINE.MANUEL,Privé
4620,Ecole primaire privée Saint Pierre de Chaillot,75108,PARIS,75008,75,648605.0,6863541.6045,10 rue Chistophe Colomb,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-PIERRE DE CHAILLOT,Privé
4621,Ecole primaire privée La Bruyère-Sainte Isabelle,75114,PARIS,75014,75,650033.799999997,6858899.8045,70 rue de l'Abbé Carton,ECOLE DE NIVEAU ELEMENTAIRE,LA BRUYERE-SAINTE-ISABELLE,Privé
4622,Ecole primaire privée Les Moineaux,75116,PARIS,75016,75,647719.700000003,6863072.2045,5 villa Malakoff,ECOLE DE NIVEAU ELEMENTAIRE,LES MOINEAUX,Privé
4623,Ecole primaire privée Le Sacré-Coeur,75117,PARIS,75017,75,650542.799999997,6865805.0045,36 rue Dautancourt,ECOLE DE NIVEAU ELEMENTAIRE,LE SACRE-COEUR,Privé
4624,Ecole primaire privée Saint Louis,75118,PARIS,75018,75,651590.799999997,6866224.0045,47 rue Montcalm,ECOLE DE NIVEAU ELEMENTAIRE,SAINT-LOUIS,Privé
4625,Ecole primaire privée Saint Jean-Baptiste de Belleville,75119,PARIS,75019,75,654792.399999999,6864206.7045,31 rue Clavel,ECOLE DE NIVEAU ELEMENTAIRE,ST JEAN-BAPTISTE DE BELLEVILLE,Privé
4626,Ecole primaire VULPIAN,75113,PARIS,75013,75,652027.0,6859252.3045,13 rue Vulpian,ECOLE DE NIVEAU ELEMENTAIRE,VULPIAN,Public
