postal_code,latitude,longitude,coordinates,compvoie,lieuditbp,numvoie,rs,typvoie,voie
75008,48.875702,2.2967064,"48.875702,2.2967064",,,10.0,PHARMACIE DE L ARC DE TRIOMPHE,AVENUE,DE WAGRAM
75009,48.8808971,2.3375428,"48.8808971,2.3375428",,,29.0,PHARMACIE DES ARTS,RUE,VICTOR MASSE
75010,48.8795633,2.357466,"48.8795633,2.357466",,,6.0,PHARMANORD,RUE,DE DUNKERQUE
75011,48.86249363000002,2.37359762,"48.86249363000002,2.37359762",,,24.0,PHARMACIE DES SIMPLES,RUE,DE LA FOLIE MERICOURT
75015,48.8405725,2.3000063,"48.8405725,2.3000063",,,2.0,PHARMACIE JACQUEMINET,PL,ADOLPHE CHERIOUX
75015,48.8443635,2.3093451,"48.8443635,2.3093451",,,1.0,PHARMACIE SEVRES LECOURBE,RUE,ERNEST RENAN
75016,48.8485058,2.2659341,"48.8485058,2.2659341",,,5.0,PHARM TEYBER,RUE,BASTIEN LEPAGE
75016,48.87282953,2.2928340700000005,"48.872829530000004,2.2928340700000005",,,6.0,PHARM DE L ARC DE TRIOMPHE,AVENUE,VICTOR HUGO
75017,48.8816761,2.292172,"48.8816761,2.292172",,,45.0,SELARL PHARMACIE GIROT,RUE,BAYEN
75020,48.8514871,2.4062808,"48.8514871,2.4062808",,,336.0,PHARMACIE PYRENEES JOURDAIN,RUE,DES PYRENEES
75003,48.8621134,2.3645511,"48.8621134,2.3645511",,,37.0,PHARM MEYER POINSOT,RUE,DE TURENNE
75003,48.8593755,2.3673858,"48.8593755,2.3673858",,,91.0,PHARMACIE BEAUMARCHAIS,BOULEVARD,BEAUMARCHAIS
75004,48.8557182,2.3579565,"48.8557182,2.3579565",,13 RUE DE RIVOLI,2.0,PHARMACIE RIVOLI,RUE,TIRON
75007,48.8593786,2.298096,"48.8593786,2.298096",,,24.0,PHARMACIE DE LA TOUR EIFFEL,RUE,DE MONTTESSUY
75010,48.8733945,2.3618053,"48.8733945,2.3618053",,,38.0,PHARMACIE DU CANAL SAINT MARTIN,RUE,LUCIEN SAMPAIX
75011,48.86622098000001,2.37134368,"48.86622098000001,2.37134368",,,7.0,SELARL PHARMACIE CHOUMIN,RUE,DES TROIS BORNES
75011,48.8573608,2.386249,"48.8573608,2.386249",,,52.0,M MATHIEU NICOLAS,RUE,DE LA FOLIE REGNAULT
75013,48.820527260000006,2.34899712,"48.820527260000006,2.34899712",,,71.0,SELURL PHARMACIE LAHMI,BOULEVARD,KELLERMANN
75014,48.833355,2.3315621,"48.833355,2.3315621",,,7.0,PHARMACIE DU LION,AVENUE,DU GENERAL LECLERC
75017,48.8910658,2.3246364,"48.8910658,2.3246364",,,40.0,PHARMACIE DAUNY,RUE,DU DOCTEUR HEULIN
75018,48.898037,2.336978,"48.898037,2.336978",,,1.0,PHARMACIE DU BLD NEY,AVENUE,PTE DE MONTMARTRE
75018,48.8982027,2.3527857,"48.8982027,2.3527857",,,37.0,LA PHARMACIE HERBORISTE DE PARIS,BOULEVARD,NEY
75020,48.8544383,2.4022023,"48.8544383,2.4022023",,,60.0,PHARMACIE DE LA REUNION,RUE,DE LA REUNION
75001,48.8685958,2.3251268,"48.8685958,2.3251268",,,12.0,PHARMACIE GAIDOZ,RUE,DU CHEVALIER DE ST GEORGE
75005,48.8398841,2.3565412,"48.8398841,2.3565412",,,18.0,SELARL PHARMACIE SAINT HILAIRE,RUE,GEOFFROY ST HILAIRE
75010,48.8811268,2.3497123,"48.8811268,2.3497123",,GARE DU NORD NIVEAU 1,18.0,PHARMACIE PARIS NORD,RUE,DE DUNKERQUE
75010,48.8706941,2.3613833,"48.8706941,2.3613833",,30 RUE DE LANCRY,2.0,PHARMACIE MAGENTA,PL,JACQUES BONSERGENT
75011,48.86569887,2.3700347500000003,"48.86569887,2.3700347500000003",,,130.0,SELARL PHARMACIE KESSLER BEST,BOULEVARD,RICHARD LENOIR
75012,48.848329,2.371037,"48.848329,2.371037",,,35.0,PHARM GABIN,RUE,DE LYON
75012,48.8425407,2.3977589,"48.8425407,2.3977589",,,59.0,SELAS PHARMACIE TRAN SEBBAGH,RUE,DE PICPUS
75016,48.8554466,2.2699567,"48.8554466,2.2699567",B,,48.0,PHARMACIE COTTET EMARD,AVENUE,MOZART
75017,48.8836922,2.2927877,"48.8836922,2.2927877",,,63.0,PHARMACIE DU CASTOR,RUE,LAUGIER
75017,48.8829808,2.3237818,"48.8829808,2.3237818",,,34.0,PHARMACIE DES BATIGNOLLES,BOULEVARD,DES BATIGNOLLES
75018,48.8883594,2.3493799,"48.8883594,2.3493799",,,25.0,PHARMACIE DOUDEAUVILLE,RUE,DOUDEAUVILLE
75019,48.8784236,2.37438,"48.8784236,2.37438",,,24.0,SELARL PHARMACIE DE L AVENIR,RUE,MATHURIN MOREAU
75020,48.8684156,2.4016849,"48.8684156,2.4016849",,,60.0,PHARM HAIM,AVENUE,GAMBETTA
75006,48.8465829,2.3273297,"48.8465829,2.3273297",,ANGLE 44 RUE DE FLEURUS,7.0,PHARMACIE STANISLAS,RUE,NOTRE DAME DES CHAMPS
75007,48.8563018,2.308199,"48.8563018,2.308199",B,,18.0,PHARMACIE DU 7EME,AVENUE,DE LA MOTTE PICQUET
75008,48.8741607,2.300587,"48.8741607,2.300587",,,29.0,PHARMACIE FRIEDLAND,AVENUE,DE FRIEDLAND
75009,48.87390241,2.34248444,"48.87390241,2.3424844400000002",,53 RUE RICHER,32.0,PHARMACIE CHOPLIN MONTMARTRE,RUE,DU FBG MONTMARTRE
75009,48.88111192000001,2.34972203,"48.88111192000001,2.34972203",,,51.0,SELARL BIOTIDOTE,RUE,DE DUNKERQUE
75011,48.86530027999999,2.37435249,"48.86530027999999,2.37435249",,,48.0,PHARMACIE BOUTRON,AVENUE,DE LA REPUBLIQUE
75011,48.8591443,2.3794671,"48.8591443,2.3794671",,,38.0,PHARMACIE OPTIQUE DU MONDE,AVENUE,PARMENTIER
75014,48.83066175,2.32964615469007,"48.83066175,2.32964615469007",,,29.0,PHARM CHARDAIRE,AVENUE,DU GENERAL LECLERC
75014,48.836965,2.3314466,"48.836965,2.3314466",,,282.0,PHARMACIE RASPAIL 14,BOULEVARD,RASPAIL
75018,48.8933796,2.3426898,"48.8933796,2.3426898",,,82.0,PHARM DU CARREFOUR VERSIGNY,RUE,DUHESME
75002,48.8687845,2.3355254,"48.8687845,2.3355254",,,10.0,PHARMACIE MONSIGNY,RUE,MONSIGNY
75008,48.87769371,2.30601937,"48.877693709999996,2.30601937",,,63.0,SELARL PHARMACIE BRINGER - GRINTAIN,RUE,DE COURCELLES
75008,48.87297341,2.31597368,"48.87297341,2.31597368",,16 R DE PENTHIEVRE,27.0,SELARL PHARMACIE DES ARTS ELYSEES,RUE,DE MIROMESNIL
75009,48.873266,2.3343251,"48.873266,2.3343251",,,8.0,PHARM SANTARELLI,RUE,LA FAYETTE
75009,48.874904,2.3474273,"48.874904,2.3474273",,,1.0,PHARMACIE DU CONSERVATOIRE,RUE,AMBROISE THOMAS
75015,48.8339418,2.2904416,"48.8339418,2.2904416",,,395.0,SARL PHIE DE LA PORTE DE VERSAILLES,RUE,DE VAUGIRARD
75017,48.878583,2.298788,"48.878583,2.298788",,,50.0,PHARMACIE LORRAINE,AVENUE,WAGRAM
75019,48.8812554,2.39174,"48.8812554,2.39174",,,29.0,PHARMACIE BIYONG,RUE,DU GENERAL BRUNET
75005,48.8486599,2.3487031,"48.8486599,2.3487031",,,20.0,PHARMACIE 5,RUE,DES ÉCOLES
75010,48.8701607,2.3545088,"48.8701607,2.3545088",,,11.0,PHARMACIE DE LA SCALA,BOULEVARD,DE STRASBOURG
75014,48.8277549,2.3289438,"48.8277549,2.3289438",,,11.0,M OMAR AADRI,RUE,MARGUERIN
75014,48.8216275,2.34241873,"48.8216275,2.34241873",,,70.0,PHARM DE LA CITÉ,RUE,DE L AMIRAL MOUCHEZ
75015,48.8420925,2.2906251,"48.8420925,2.2906251",,,19.0,PHARMACIE FELIX FAURE,AVENUE,FELIX FAURE
75016,48.8389743,2.2654897,"48.8389743,2.2654897",,,92.0,SELARL PHARMACIE LEVY TEBOUL,BOULEVARD,MURAT
75020,48.8652089,2.3985356,"48.8652089,2.3985356",,,2.0,PHARMACIE GAMBETTA,PL,GAMBETTA
75003,48.8677156,2.353576,"48.8677156,2.353576",,,100.0,SELARL PHARMACIE BUENAVIDA,BOULEVARD,DE SEBASTOPOL
75007,48.854843,2.311547,"48.854843,2.311547",,,25.0,PHARM DES INVALIDES,BOULEVARD,DE LATOUR MAUBOURG
75008,48.8764709,2.3018856,"48.8764709,2.3018856",,,122.0,SELARL PHARMACIE DU FBG SAINT HONORE,RUE,DU FAUBOURG ST HONORE
75011,48.8591443,2.3794671,"48.8591443,2.3794671",,,130.0,PHARM DAHAN B. ET V.,AVENUE,PARMENTIER
75011,48.85043759,2.3818686800000006,"48.85043759,2.3818686800000006",,,191.0,PHARM CENTRALE SAINT ANTOINE,RUE,DU FBG ST ANTOINE
75011,48.84907033000001,2.39711906,"48.84907033000001,2.39711906",,,13.0,NATION PHARMACIE,PL,DE LA NATION
75013,48.826285600000006,2.35726118,"48.826285600000006,2.35726118",,,76.0,PHARMACIE DE L AVENUE,AVENUE,D ITALIE
75015,48.8382468,2.2784429,"48.8382468,2.2784429",,,47.0,PHARMACIE DES CEVENNES,RUE,BALARD
75015,48.8354308,2.3030306,"48.8354308,2.3030306",,,3.0,PHARMACIE CONVENTION VOUILLE,RUE,DE VOUILLE
75020,48.86326878999999,2.3883113299999996,"48.86326878999999,2.3883113299999996",,,11.0,PHARMACIE DE LA PLACE METIVIER,PL,AUGUSTE METIVIER
75008,48.8764709,2.3018856,"48.8764709,2.3018856",,,71.0,PHARMACIE INTERNATIONALE,RUE,DU FAUBOURG SAINT HONORÉ
75011,48.86357456,2.3696807000000004,"48.86357456,2.3696807000000004",,,24.0,SELARL PHARMACIE WIZMAN,RUE,OBERKAMPF
75017,48.8830878,2.287816,"48.8830878,2.287816",,,35.0,PHARM 35,BOULEVARD,GOUVION ST CYR
75017,48.8879946,2.2991453,"48.8879946,2.2991453",,,134.0,PHARM MAAREK,BOULEVARD,BERTHIER
75019,48.8931234,2.3801748,"48.8931234,2.3801748",,,60.0,PHARM TAIEB,AVENUE,DE FLANDRE
75012,48.84924697,2.37831588,"48.84924697,2.37831588",,9 PLACE D ALIGRE,18.0,PHARMACIE DU MARCHE D ALIGRE,RUE,D ALIGRE
75013,48.83055657,2.34405085,"48.83055657,2.34405085",,,69.0,PHARMACIE DU THEATRE,RUE,DE LA GLACIERE
75018,48.8964073,2.3456278,"48.8964073,2.3456278",,,44.0,PHARMACIE DU SIMPLON,BOULEVARD,ORNANO
75019,48.8754556,2.3900866,"48.8754556,2.3900866",,,145.0,PHARMACIE PARGAMIN,RUE,DE BELLEVILLE
75012,48.85066,2.375165,"48.85066,2.375165",,,81.0,PHARM LAHYANI,AVENUE,LEDRU ROLLIN
75020,48.8667312,2.406945,"48.8667312,2.406945",,,38.0,SELARL PHARMACIE ROBIN,RUE,DU CAPITAINE FERBER
75011,48.85390341,2.38239884,"48.85390341,2.38239884",,,43.0,SELARL PHARMACIE LOUGUET,RUE,FAIDHERBE
75012,48.846882,2.3839896,"48.846882,2.3839896",,,88.0,PHARMACIE FROUX,BOULEVARD,DIDEROT
75013,48.830355,2.378446,"48.830355,2.378446",,,19.0,PHARMACIE DE LA BIBLIOTHEQUE,RUE,OLIVIER MESSIAEN
75014,48.826575,2.3095836,"48.826575,2.3095836",,,38.0,PHARMACIE DU MARCHE,BOULEVARD,BRUNE
75015,48.8364494,2.2994673,"48.8364494,2.2994673",,,211.0,PHARMACIE DU MARCHE CONVENTION,RUE,DE LA CONVENTION
75015,48.8427566,2.3028335,"48.8427566,2.3028335",,,112.0,GRANDE PHARMACIE LECOURBE,RUE,LECOURBE
75016,48.8631878,2.2765333,"48.8631878,2.2765333",,118 BIS AVENUE VICTOR HUGO,143.0,SNC PHARMACIE MABILEAU,RUE,DE LA POMPE
75003,48.8632828,2.3614997,"48.8632828,2.3614997",,,47.0,PHARMACIE CHARRET,RUE,DE BRETAGNE
75006,48.8396889,2.3367582,"48.8396889,2.3367582",,,153.0,PHARMACIE LAVAL,BOULEVARD,DU MONTPARNASSE
75006,48.8521108,2.3391176,"48.8521108,2.3391176",,,97.0,PHARMACIE ODEON,BOULEVARD,SAINT GERMAIN
75007,48.8559992,2.3045876,"48.8559992,2.3045876",,,46.0,SARL PHARMACIE BOSQUET,AVENUE,BOSQUET
75008,48.8685399,2.3016134,"48.8685399,2.3016134",,,46.0,PHARM EVANS,RUE,PIERRE CHARRON
75010,48.870543010000006,2.37279652,"48.870543010000006,2.37279652",,,91.0,PHARM MIMOUNI,RUE,DU FBG DU TEMPLE
75011,48.8647505,2.3733405,"48.8647505,2.3733405",,,56.0,PHARMACIE OBERKAMPF,RUE,OBERKAMPF
75014,48.8234265,2.323761,"48.8234265,2.323761",,,128.0,PHARMACIE BERNARD ZERBIB,BOULEVARD,BRUNE
75017,48.8875842,2.3199771,"48.8875842,2.3199771",,73 RUE NOLLET,79.0,PHARMACIE MATHIEU,RUE,LEGENDRE
75019,48.8765181,2.4036491,"48.8765181,2.4036491",,,315.0,PHARM MORET,RUE,DE BELLEVILLE
75003,48.8605948,2.3516451,"48.8605948,2.3516451",,,54.0,PHARMACIE MIMOUN,RUE,BEAUBOURG
75004,48.8535523,2.3657926,"48.8535523,2.3657926",,,21.0,PHARM BATTINO BORGEL,RUE,SAINT ANTOINE
75005,48.8390317,2.349815,"48.8390317,2.349815",,146 RUE MOUFFETARD,2.0,PHARMACIE ST MEDARD,RUE,PASCAL
75011,48.8590967,2.3760315,"48.8590967,2.3760315",,,41.0,PHARMACIE POPINCOURT,RUE,POPINCOURT
75011,48.8540017,2.3823379,"48.8540017,2.3823379",,,135.0,PHARM FOURNEUF,RUE,DE CHARONNE
75013,48.83529603000001,2.35832691,"48.83529603000001,2.35832691",,,137.0,PHARMACIE TEBEKA- FUKS,BOULEVARD,DE L HOPITAL
75017,48.8783503,2.2947778,"48.8783503,2.2947778",,,29.0,PHARMACIE DES TROIS AVENUES,AVENUE,DES TERNES
75017,48.8929148,2.3163857,"48.8929148,2.3163857",,,182.0,PHARM FROMENTIN,AVENUE,DE CLICHY
75017,48.8901483,2.3264696,"48.8901483,2.3264696",,,133.0,PHARM DE LA PORTE DE SAINT OUEN,AVENUE,DE SAINT OUEN
75019,48.8774567,2.3739296,"48.8774567,2.3739296",,,99.0,SARL PHARMACIE BOLIVAR 99,AVENUE,SIMON BOLIVAR
75020,48.8632047,2.4042021,"48.8632047,2.4042021",,,25.0,PHARM GOLDSTEIN,RUE,PELLEPORT
75001,48.862191,2.3396426,"48.862191,2.3396426",,,164.0,PHARMACIE DU PALAIS ROYAL,RUE,SAINT HONORE
75006,48.85169945,2.33868827,"48.85169945,2.33868827",,,1.0,PHARMACIE DE L ECOLE DE MEDECINE,RUE,DE L ODEON
75007,48.8477014,2.3122393,"48.8477014,2.3122393",,,1.0,PHARMACIE DOREL VALIGNY,PL,DE BRETEUIL
75009,48.88011935,2.34499195205847,"48.88011935,2.34499195205847",,,84.0,PHARMACIE DU DELTA,RUE,ROCHECHOUART
75014,48.8255732,2.3277215,"48.8255732,2.3277215",,,3.0,SELAS PHARMACIE SARRETTE SELAS,RUE,SARRETTE
75015,48.8335885,2.3094645,"48.8335885,2.3094645",,,57.0,SELAS PHARMACIE DU PHARE,RUE,DE VOUILLE
75016,48.87025796,2.2826711799999995,"48.87025796,2.2826711799999995",,,18.0,SARL PHARMACIE ELALOUF,AVENUE,BUGEAUD
75016,48.86513561,2.28869408,"48.86513561,2.28869408",,ANGLE RUE DE LONGCHAMP,106.0,SARL PHARMACIE DU TROCADERO,AVENUE,KLEBER
75019,48.8842247,2.3760131,"48.8842247,2.3760131",,,121.0,MME DANIELE SITBON,AVENUE,JEAN JAURES
75020,48.8662352,2.3996224,"48.8662352,2.3996224",,,112.0,PHARMACIE SAINT FARGEAU,AVENUE,GAMBETTA
75009,48.8763897,2.3411233,"48.8763897,2.3411233",,,8.0,PHARMACIE LILI,RUE,DE MAUBEUGE
75011,48.8540017,2.3823379,"48.8540017,2.3823379",,,127.0,PHARM SPORTES,RUE,DE CHARONNE
75012,48.8460618,2.3882692,"48.8460618,2.3882692",,,51.0,PHARM ELMOUCHNINO,RUE,DE REUILLY
75013,48.83176142,2.3543057399999996,"48.83176142,2.3543057399999996",,8 PLACE D ITALIE,1.0,PHARM DE LA PLACE D ITALIE,AVENUE,DE LA SOEUR ROSALIE
75013,48.8313105,2.3609665,"48.8313105,2.3609665",,155 BD VINCENT AURIOL,202.0,PHARMACIE BICHET,RUE,DU CHATEAU DES RENTIERS
75015,48.8414481,2.3075536,"48.8414481,2.3075536",,,198.0,PHARMACIE VOLONTAIRES,RUE,DE VAUGIRARD
75018,48.8851772,2.336914,"48.8851772,2.336914",,,34.0,PHARM CAYLA,RUE,DES ABBESSES
75020,48.85356992,2.4110645099999997,"48.85356992,2.4110645099999997",,,2.0,SELARL PHIE DE LA PORTE DE MONTREUIL,AVENUE,DE LA PORTE MONTREUIL
75004,48.8519511,2.3567388,"48.8519511,2.3567388",,,14.0,SELARL PHARMACIE CENTRALE ILE ST LOUIS,RUE,DES DEUX PONTS
75005,48.8388121,2.350036,"48.8388121,2.350036",,,2.0,SARL PHARMACIE APPEL ET MURAZ,RUE,CLAUDE BERNARD
75005,48.8446062,2.3549149,"48.8446062,2.3549149",,,12.0,PHARM JOURDAN,RUE,LINNÉ
75007,48.8578654,2.3074783,"48.8578654,2.3074783",,,151.0,PHARM COTINAT,RUE,DE GRENELLE
75012,48.8438213,2.3729021,"48.8438213,2.3729021",,,193.0,PHARMACIE GAMMA,RUE,DE BERCY
75012,48.8416869,2.3866213,"48.8416869,2.3866213",,,128.0,PHARMACIE DE LA MAIRIE,AVENUE,DAUMESNIL
75013,48.8233262,2.3476835,"48.8233262,2.3476835",,,96.0,PHARMACIE BOBILLOT MONTSOURIS,RUE,BOBILLOT
75015,48.8403134,2.2954929,"48.8403134,2.2954929",,,199.0,PHARM KAVEH,RUE,LECOURBE
75017,48.88348,2.313647,"48.88348,2.313647",,,5.0,PHARM GATTI,PL,DE LEVIS
75020,48.8759718,2.4024224,"48.8759718,2.4024224",,,6.0,PHARMACIE AU GAGNE PETIT,RUE,DE BELLEVILLE
75005,48.8428621,2.3414429,"48.8428621,2.3414429",,,243.0,PHARMACIE SAINT JACQUES,RUE,SAINT JACQUES
75007,48.8598078,2.3242853,"48.8598078,2.3242853",,,6.0,PHARMACIE D ORSAY,RUE,DE BELLECHASSE
75008,48.8707851,2.3055599,"48.8707851,2.3055599",,130 RUE LA BOETIE,62.0,PHARMACIE ANGLAISE DES CHAMPS ELYSEES,AVENUE,DES CHAMPS ELYSÉES
75009,48.8739328,2.3406145,"48.8739328,2.3406145",,,19.0,PHARMACIE DROUOT,RUE,DROUOT
75010,48.87237086999999,2.34790385,"48.87237086999999,2.34790385",,,20.0,PHARMACIE FOUGERE,RUE,DU FBG POISSONNIERE
75012,48.8489659,2.3762361,"48.8489659,2.3762361",,,12.0,PHARM BODINET,RUE,EMILIO CASTELAR
75013,48.823208,2.354485,"48.823208,2.354485",,,,PHARMACIE DU VILLAGE DES PEUPLIERS,PL,DU DOCTEUR JEAN DELAY
75014,48.8233594,2.3252877,"48.8233594,2.3252877",,,8.0,PHARMACIE MALBE SEAN,BOULEVARD,BRUNE
75015,48.8346769,2.304716,"48.8346769,2.304716",,,22.0,PHARMACIE BRANCION VOUILLE,RUE,DE VOUILLE
75016,48.8631773,2.2766324,"48.8631773,2.2766324",,,66.0,SELARL PHARMACIE BRIOT,RUE,DE LA POMPE
75017,48.8795681,2.3055618,"48.8795681,2.3055618",,,106.0,PHARMACIE DE COURCELLES,BOULEVARD,DE COURCELLES
75017,48.8943992,2.3206611,"48.8943992,2.3206611",,74 RUE DE LA JONQUIERE,51.0,PHARMACIE DE LA JONQUIERE,RUE,POUCHET
75018,48.8875966,2.3534752,"48.8875966,2.3534752",,,2.0,SARL PHARMACIE HADJ ALI,RUE,LEON
75019,48.8960212,2.3790103,"48.8960212,2.3790103",,,7.0,PHARM HASSAN,RUE,CURIAL
75019,48.8749902,2.3888644,"48.8749902,2.3888644",,,137.0,SELARL PHARMACIE NOMBER,RUE,DE BELLEVILLE
