objectid,nom,commune_name,postal_code,department_code,x_coord,y_coord,adresse_ua,denominati,patronyme
20,Collège Alberto Giacometti,PARIS,75014,75,649714.700000003,6859572.6045,7 rue DU CANGE,COLLEGE,ALBERTO GIACOMETTI
21,Collège Georges Clémenceau,PARIS,75018,75,652449.899999999,6865639.8045,43 rue DES POISSONNIERS,COLLEGE,GEORGES CLEMENCEAU
22,Collège Valmy,PARIS,75010,75,653673.200000003,6864806.9045,199 quai DE VALMY,COLLEGE,VALMY
23,Collège Jules Verne,PARIS,75012,75,655532.200000003,6859891.9045,20 RUE DE LA BRECHE AUX LOUPS,COLLEGE,JULES VERNE
24,Collège Edouard Pailleron,PARIS,75019,75,654434.299999997,6864760.3045,33 RUE EDOUARD PAILLERON,COLLEGE,EDOUARD PAILLERON
25,Collège Condorcet,PARIS,75008,75,650641.0,6864760.5045,61 RUE D'AMSTERDAM,COLLEGE,CONDORCET
26,Collège Guy Flavien,PARIS,75012,75,654918.5,6860768.0045,6 RUE D'ARTAGNAN,COLLEGE,GUY FLAVIEN
27,Collège Hector Berlioz,PARIS,75018,75,651083.399999999,6866406.6045,17 RUE GEORGETTE AGUTTE,COLLEGE,HECTOR BERLIOZ
28,Collège Antoine Coysevox,PARIS,75018,75,650859.600000001,6865941.8045,16 RUE COYSEVOX,COLLEGE,ANTOINE COYSEVOX
29,Collège Elsa Triolet,PARIS,75013,75,653202.299999997,6859228.2045,9 rue YEO THOMAS,COLLEGE,ELSA TRIOLET
30,Collège Charlemagne,PARIS,75004,75,653064.799999997,6861760.6045,13 rue Charlemagne,COLLEGE,CHARLEMAGNE
31,Collège Lavoisier,PARIS,75005,75,651508.899999999,6860460.0045,17 rue Henri Barbusse,COLLEGE,LAVOISIER
32,Collège Voltaire,PARIS,75011,75,654845.5,6862786.7045,101 avenue de la République,COLLEGE,VOLTAIRE
33,Collège François Villon,PARIS,75014,75,649035.399999999,6858699.4045,10 avenue MARC SANGNIER,COLLEGE,FRANCOIS VILLON
34,Collège François Couperin,PARIS,75004,75,652788.200000003,6861848.5045,2 allée DES JUSTES,COLLEGE,FRANCOIS COUPERIN
35,Collège Léon Gambetta,PARIS,75020,75,656186.600000001,6863494.7045,149 avenue Gambetta,COLLEGE,LEON GAMBETTA
36,Collège Jean Perrin,PARIS,75020,75,656797.299999997,6862029.1045,6 rue EUGENE REISZ,COLLEGE,JEAN PERRIN
37,Collège Thomas Mann,PARIS,75013,75,654331.5,6858943.7045,91 avenue DE FRANCE,COLLEGE,THOMAS MANN
38,Collège Aimé Césaire,PARIS,75018,75,653252.899999999,6865565.6045,2 esplanade NATHALIE SARRAUTE,COLLEGE,AIMÉ CÉSAIRE
52,Collège Beaumarchais,PARIS,75011,75,653554.399999999,6862876.4045,124 rue Amelot,COLLEGE,BEAUMARCHAIS
53,Collège Pierre Jean de Béranger,PARIS,75003,75,653360.799999997,6862975.2045,5 rue Beranger,COLLEGE,PIERRE-JEAN DE BERANGER
54,Ecole Secondaire Privée du Cerene,PARIS,75012,75,656009.0,6860445.1045,25 rue Dagorno,ECOLE SECONDAIRE PRIVEE,CERENE
55,Collège La rose blanche,PARIS,75017,75,649406.700000003,6865699.4045,34 rue Marie-Georges Picquart,COLLEGE,LA ROSE BLANCHE
56,Cours du Pont de Pierre,PARIS,75007,75,649309.5,6862341.5045,11 rue de la Comète,ECOLE SECONDAIRE PRIVEE,COURS DU PONT DE PIERRE
57,Collège privé MCCAXES,PARIS,75016,75,645612.899999999,6860669.5045,83 boulevard Exelmans,COLLEGE PRIVE,MCCAXES
96,Collège Georges Courteline,PARIS,75012,75,656385.299999997,6860610.5045,48 avenue DR ARNOLD NETTER,COLLEGE,GEORGES COURTELINE
97,Collège Wolfgang Amadeus Mozart,PARIS,75019,75,654486.399999999,6865685.7045,7 rue Jomard,COLLEGE,W.A. MOZART
98,Collège Georges Brassens,PARIS,75019,75,654998.700000003,6865095.8045,4 RUE ERIK SATIE,COLLEGE,GEORGES BRASSENS
99,Collège Lucie Faure,PARIS,75020,75,656448.299999997,6861372.0045,40 rue des Pyrénées,COLLEGE,LUCIE FAURE
100,Collège Jean Moulin,PARIS,75014,75,650697.100000001,6858838.5045,75 rue D'ALESIA,COLLEGE,JEAN MOULIN
101,Section d'enseignement général et professionnel adapté du Collège Hector Berlioz,PARIS,75018,75,651553.5,6866445.5045,74 BIS RUE DU POTEAU,SEGPA,COLLEGE HECTOR BERLIOZ
102,Collège Pierre de Ronsard,PARIS,75017,75,648967.799999997,6865320.4045,140 avenue DE WAGRAM,COLLEGE,PIERRE DE RONSARD
103,Collège Jacques Prévert,PARIS,75006,75,651046.899999999,6861838.7045,18 rue SAINT BENOIT,COLLEGE,JACQUES PREVERT
104,Collège Marx Dormoy,PARIS,75018,75,653047.799999997,6865577.4045,55 rue MARX DORMOY,COLLEGE,MARX DORMOY
105,Collège Henri IV,PARIS,75005,75,652106.200000003,6860899.4045,23 rue CLOVIS,COLLEGE,HENRI IV
106,Collège Chaptal,PARIS,75008,75,650106.700000003,6864850.1045,45 boulevard DES BATIGNOLLES,COLLEGE,CHAPTAL
107,Collège Jacques Decour,PARIS,75009,75,651847.200000003,6864807.4045,12 AVENUE TRUDAINE,COLLEGE,JACQUES DECOUR
108,Collège Jean François Oeben,PARIS,75012,75,654943.299999997,6861112.3045,21 RUE DE REUILLY,COLLEGE,JEAN-FRANCOIS OEBEN
109,Collège Camille Sée,PARIS,75015,75,648400.399999999,6860553.1045,11 rue LEON LHERMITTE,COLLEGE,CAMILLE SEE
110,Collège Jean-Baptiste Say,PARIS,75016,75,646234.899999999,6861049.2045,11 BIS RUE D'AUTEUIL,COLLEGE,JEAN-BAPTISTE SAY
111,Collège Jean de La Fontaine,PARIS,75016,75,645440.700000003,6860828.4045,1 place DE LA PORTE MOLITOR,COLLEGE,JEAN DE LA FONTAINE
112,Collège Henri Bergson,PARIS,75019,75,654378.100000001,6864746.3045,27 RUE EDOUARD PAILLERON,COLLEGE,HENRI BERGSON
113,Collège Hélène Boucher,PARIS,75020,75,656479.100000001,6861027.3045,75 cours DE VINCENNES,COLLEGE,HELENE BOUCHER
114,Collège Camille Claudel,PARIS,75013,75,653349.700000003,6858008.4045,4 BIS AVENUE DE CHOISY,COLLEGE,CAMILLE CLAUDEL
115,Collège Bernard Palissy,PARIS,75010,75,652535.5,6864354.8045,21 RUE DES PETITS HOTELS,COLLEGE,BERNARD PALISSY
116,Collège Flora Tristan,PARIS,75020,75,656342.0,6862269.2045,4 rue GALLERON,COLLEGE,FLORA TRISTAN
117,Collège Edmond Michelet,PARIS,75019,75,654281.899999999,6866132.7045,70 RUE DE L'OURCQ,COLLEGE,EDMOND MICHELET
